cell,x,y,area µm²,PSD-95,NeuN,CD68,CD11c,E5,E9,CD8,H2A.x,CD3e,ATG7,CD163,ApoE,E7,Olig2,HLA-A,SMA,TMEM119,Vimentin,CD11b,Synaptophysin,a-Beta,Neurofilament,CD4,CD40,CD45,CD34,PCNA,Claudin-5,E2,E10,DAPI_1,CD31,HLA-DR,Gal3,AQP4,GFAP,E6,CD74,IBA1,CD14,P2Rx7,MAP2,CD44,E3,CollagenIV,S100B,E4,E1,E8,UMAP_1,UMAP_2,TSNE_1,TSNE_2
8171,2959,2467,162.17,89.8,10.527,215.071,217.736,1.0,50.106,2.998,6.267,238.158,450.035,5.012,2.015,179.431,4.867,22.812,2.062,399.565,3.622,76.028,117.409,1.0,43.671,204.71,218.944,141.859,17.598,95.82,8.938,10.71,100.524,24.845,133.753,38.115,13.048,22.79,10.033,6.904,130.826,324.944,32.968,104.386,88.01,1.0,87.87,8.057,89.568,19.044,2.173,160.542,41.616745,57.820045,12.766209,24.13059
8172,14488,9824,96.51,262.96,13.249,162.969,186.485,117.66,36.295,106.894,20.313,151.06,37.046,10.027,73.082,21.301,79.631,38.081,2.062,7.211,56.063,142.833,26.398,1.0,36.141,201.623,369.402,144.856,21.748,183.868,10.072,126.145,94.891,136.543,50.615,137.087,112.446,180.351,123.843,202.926,226.545,261.2,118.882,29.852,7.445,218.524,13.162,6.04,433.422,87.941,9.208,62.133,-20.79724,-28.931051,-0.15091461,-11.906073
8173,4798,12480,115.69,1.0,1.0,412.153,84.67,45.363,13.276,63.937,18.557,194.084,122.528,206.617,96.433,4.205,2.289,81.705,3.123,1.0,153.079,257.944,1.0,2.071,48.691,247.921,233.326,254.746,22.785,222.247,18.009,15.025,27.289,234.435,110.957,262.864,267.065,217.227,154.553,82.479,656.731,369.878,730.27,10.617,1.0,189.751,167.79,1.0,450.355,50.212,1.0,68.097,12.794275,-31.8036,-8.96794,-23.559166
8175,14178,5562,108.02,143.08,9.166,211.673,110.88,37.148,5.604,38.962,23.824,154.208,174.023,6.015,84.25,48.012,31.937,1.0,1.0,9.282,32.465,151.056,5.233,1.0,11.04,369.323,430.249,207.793,22.785,302.393,1.0,152.037,47.945,391.313,7.705,103.065,95.378,69.723,84.099,163.957,646.829,418.992,113.887,123.621,4.223,126.45,1.0,6.04,347.459,71.537,1.0,59.151,-5.2805824,-35.84812,3.0005038,-7.5202494
8176,15456,14710,125.07,23.2,1.0,75.755,73.581,125.875,88.47,88.912,4.511,136.369,4.09,46.136,86.28,103.571,3.578,21.722,6.308,1.0,12.799,64.722,1.0,4.212,26.101,162.527,432.462,25.975,4.112,99.207,39.554,175.771,108.036,121.482,101.57,25.743,78.31,89.837,44.356,182.851,178.135,448.251,157.843,1.0,1.0,38.98,117.405,2.008,208.094,169.961,79.56,80.025,-23.023447,-37.613266,-2.3235967,-13.573388
8177,25361,12480,148.38,513.82,13.249,161.837,111.888,102.872,8.673,107.893,6.267,82.851,211.099,6.015,5.061,38.396,6.156,31.537,2.062,805.376,10.177,318.583,515.316,7.424,16.06,165.614,411.442,197.803,2.037,267.4,5.536,260.999,32.923,175.448,135.094,59.765,84.334,120.008,26.291,278.5,359.672,381.372,86.914,408.534,197.577,1.0,2.737,5.032,19.235,79.739,33.831,78.534,37.62953,38.34737,6.254679,18.587933
8178,106,13013,112.99,3.22,1.0,429.143,211.687,1.0,1.0,44.956,27.336,200.38,158.574,7.018,33.488,43.738,1.0,36.99,5.247,2.035,111.126,49.306,9.466,9.566,176.704,281.872,253.239,177.823,5.15,320.454,46.358,8.552,51.701,263.3,128.389,216.471,32.125,208.846,178.038,4.543,412.482,332.258,130.87,14.224,10.668,99.979,216.437,3.016,423.003,124.03,11.553,91.954,-25.658037,-48.265076,-3.4674885,-18.50787
8179,5514,5647,250.43,518.26,26.86,315.878,198.582,22.36,11.742,66.934,11.534,209.825,442.826,47.139,23.335,49.08,104.123,44.624,2.062,465.82,74.417,205.528,345.994,3.141,53.711,280.843,428.037,363.637,15.523,192.898,2.134,74.361,192.538,83.832,125.707,88.632,126.503,51.285,282.816,70.67,283.757,416.902,229.771,498.697,535.948,155.224,37.485,13.097,350.064,32.167,8.035,17.401,50.663193,40.64125,2.9804952,25.872934
8180,23396,7416,287.24,143.08,10.527,71.224,103.823,1.0,1.0,65.935,23.824,150.011,296.58,29.084,80.189,19.164,33.226,20.631,1.0,201.835,50.819,168.528,1.0,1.0,51.201,138.864,436.887,103.897,29.009,96.949,2.134,60.336,12.267,136.543,18.432,135.025,151.603,170.294,125.649,44.691,216.643,351.068,189.811,162.09,1.0,142.563,1.0,15.113,278.428,4.281,1.0,6.964,-9.1322365,-1.4236107,3.3913038,1.6686531
8181,13651,3415,19.61,89.8,40.47,32.714,246.97,15.788,37.829,54.946,8.023,164.702,498.44,9.024,97.448,7.411,29.359,20.631,1.0,33.092,2.311,42.111,1.0,1.0,58.731,299.363,290.854,187.813,11.374,133.071,6.67,73.282,186.904,23.59,18.432,80.384,52.205,2.676,13.646,84.84,230.946,284.189,74.926,436.184,62.229,56.244,56.597,6.04,432.12,45.291,2.173,27.839,-6.8471107,-1.4522924,2.294864,2.6679132
8182,26050,10224,47.47,631.48,74.496,58.765,123.985,160.38,116.092,81.919,8.023,187.788,234.787,6.015,7.091,13.821,37.093,9.725,2.062,612.823,10.177,215.806,640.191,2.071,56.221,140.922,279.791,145.855,18.636,103.722,5.536,77.597,136.203,27.356,161.913,19.557,89.354,24.466,82.293,299.755,70.314,254.93,58.942,457.823,278.142,5.604,27.061,13.097,107.803,120.749,1.0,184.399,47.838505,35.738403,4.080039,20.503344
8183,25876,2197,91.82,43.18,9.166,44.041,232.857,20.717,415.332,30.97,313.517,141.616,628.207,228.684,189.835,139.898,28.07,51.168,1.0,53.797,105.882,171.611,3.117,1.0,284.636,178.989,289.748,254.746,12.411,143.231,4.402,264.235,365.297,140.308,80.115,216.471,164.655,249.074,125.649,149.787,212.242,298.819,368.632,509.516,1.0,58.546,14.899,24.186,344.854,224.094,6.863,218.693,-0.17871857,5.4695663,1.7985307,5.9191146
8184,7546,2642,185.34,407.26,17.332,323.806,76.605,2.643,11.742,29.971,11.534,96.493,229.637,9.024,3.03,9.548,21.625,1.0,1.0,527.934,1.0,159.278,301.547,1.0,8.53,137.835,291.96,199.801,19.673,135.329,1.0,60.336,154.981,103.912,35.864,54.61,23.088,9.381,42.55,48.234,189.138,325.988,15.985,368.863,329.703,2.151,1.0,8.057,150.785,7.562,1.0,17.401,42.419968,46.56492,8.198932,20.414738
8185,17361,7706,70.07,318.46,33.665,113.133,117.936,1.0,83.866,118.882,51.916,125.875,33.957,13.036,59.884,52.286,165.996,16.269,1.0,109.699,20.665,107.889,242.284,1.0,83.832,206.767,259.877,123.877,37.308,297.878,1.0,158.51,145.592,254.515,21.114,90.693,81.322,245.721,94.939,9.266,168.233,282.099,142.858,74.332,52.561,80.414,1.0,10.073,402.163,15.764,1.0,15.91,-10.837362,-20.78897,-6.4289937,-2.6097462
8186,23948,15455,347.79,9.88,2.361,127.857,36.283,2.643,42.433,82.918,8.023,111.184,23.658,7.018,18.259,81.134,33.226,57.712,3.123,286.724,115.059,127.417,1.0,3.141,21.08,195.45,432.462,41.959,17.598,72.115,12.339,70.045,132.447,101.402,65.365,46.362,116.462,378.139,194.297,37.606,223.244,223.581,262.738,31.054,1.0,112.639,32.273,6.04,532.411,50.212,9.208,23.366,-3.3134537,-59.232925,13.037227,2.4405787
8187,19006,886,103.9,47.62,7.805,288.694,109.872,107.801,45.502,12.988,22.069,26.185,63.824,3.006,118.768,85.407,17.757,1.0,1.0,5.141,66.551,101.722,3.117,1.0,121.482,142.979,253.239,201.799,8.262,150.003,1.0,104.568,23.534,373.742,2.341,218.533,36.141,19.438,132.875,90.745,360.772,537.074,55.945,205.368,1.0,95.376,11.424,3.016,243.261,12.483,1.0,109.846,2.7685356,-17.306911,-2.4825225,-2.2729683
8188,2105,16357,163.59,7.66,1.0,420.082,265.115,104.515,33.226,89.911,1.0,134.27,64.854,6.015,24.351,52.286,4.867,76.252,8.431,1.0,91.461,70.889,1.0,5.283,43.671,200.594,318.512,85.915,6.187,24.705,47.491,87.307,89.258,14.805,147.162,127.808,222.888,190.408,113.004,78.936,156.131,307.179,110.89,1.0,1.0,119.545,164.315,3.016,352.669,196.207,104.183,153.087,-29.748646,-41.478207,-1.9161316,-16.420752
8189,6830,6249,105.74,498.28,29.582,46.306,100.799,89.727,123.765,64.936,9.779,174.146,389.271,5.012,9.122,40.533,39.671,3.181,1.0,431.657,1.0,229.167,401.023,1.0,41.161,190.306,338.425,266.734,27.972,174.837,1.0,61.415,303.329,28.611,77.434,95.848,106.422,156.884,40.743,180.489,85.717,202.681,52.948,521.538,452.161,22.868,44.435,13.097,437.33,38.729,2.173,29.33,54.867645,37.258526,2.9004884,23.67841
8190,7041,10649,61.68,105.34,15.971,628.49,165.316,211.316,284.894,103.897,25.58,178.343,53.525,9.024,70.037,92.887,28.07,14.087,1.0,11.352,6.244,204.5,1.0,1.0,91.362,233.517,347.276,129.871,10.336,206.444,5.536,141.248,344.641,388.803,38.546,168.015,96.382,12.733,22.678,309.202,704.041,202.681,78.922,23.841,1.0,117.243,9.687,9.065,343.551,64.975,2.173,29.33,-7.893198,-30.325375,7.2569375,-7.964972
8191,10879,3151,71.49,103.12,28.221,175.429,228.824,7.572,22.484,47.953,6.267,161.554,369.703,183.548,52.777,14.89,39.671,56.621,1.0,32.057,70.484,155.167,47.564,1.0,33.631,175.902,301.917,246.754,92.29,75.502,65.635,127.224,237.605,83.832,50.615,389.672,479.918,56.314,62.421,91.926,303.561,252.84,219.781,163.292,284.587,2.151,1.0,60.476,165.112,1.0,1.0,69.588,-41.15574,-19.976116,8.784599,-19.423353
8193,2540,9606,33.97,307.36,40.47,110.867,154.227,17.431,22.484,21.979,13.29,161.554,445.915,6.015,2.015,154.857,48.694,47.896,9.493,62.079,7.555,457.333,271.915,3.141,254.515,264.382,291.96,308.692,42.495,156.776,45.224,12.867,357.786,43.671,203.482,49.455,21.08,227.284,102.165,16.351,63.713,375.103,34.966,361.65,407.045,5.604,346.741,13.097,377.416,169.961,86.595,221.675,54.541912,17.208904,-4.8849907,22.289421
8195,24785,13214,174.25,718.06,66.33,156.173,138.098,83.155,1.0,90.91,2.756,71.308,211.099,6.015,19.274,18.095,4.867,11.906,1.0,583.836,41.642,156.194,771.415,42.759,21.08,154.297,359.445,195.805,2.037,138.715,1.0,169.298,32.923,13.55,147.162,42.238,86.342,140.122,291.848,241.894,114.323,291.504,76.924,418.152,471.497,35.528,2.737,6.04,162.507,64.975,2.173,72.57,48.001396,34.992123,3.8533545,20.395529
8196,16561,11039,125.5,445.0,25.499,382.704,158.259,9.215,100.747,115.885,9.779,196.183,519.038,105.313,20.29,11.684,62.874,184.223,1.0,57.938,247.472,575.528,373.508,1.0,43.671,507.187,410.336,639.361,175.28,679.417,175.627,147.721,201.927,203.059,300.03,306.164,296.182,299.359,123.843,239.532,506.001,436.756,732.268,528.751,133.126,99.979,9.687,96.767,433.422,10.842,1.0,1.0,-15.122627,42.203278,-18.576494,-22.149954
8197,2125,13445,103.9,5.44,2.361,73.49,158.259,480.783,287.963,24.976,53.671,198.282,120.468,6.015,48.716,169.815,285.876,24.993,8.431,1.0,40.331,83.222,1.0,6.354,287.146,183.104,213.412,146.854,1.0,258.369,54.295,107.805,459.188,303.461,119.003,252.554,101.402,83.133,82.293,291.489,74.715,171.332,52.948,2.202,1.0,117.243,466.621,1.0,648.331,463.591,271.856,414.019,-55.919693,-49.55802,0.9451316,-28.302177
8199,8266,597,88.83,289.6,3.722,87.082,198.582,14.145,1.0,25.975,6.267,124.826,571.563,2.003,6.076,2.068,1.0,4.272,1.0,591.083,1.0,177.778,460.286,1.0,3.51,156.354,156.99,348.652,1.0,194.027,1.0,41.996,2.878,16.06,3.682,45.331,18.068,11.057,38.937,115.543,130.826,346.888,48.952,502.303,294.255,1.0,1.0,7.048,409.978,1.0,1.0,54.678,47.732204,51.51132,8.772467,24.93353
8200,23348,8120,296.62,85.36,10.527,228.663,873.991,1.0,1.0,47.953,11.534,209.825,328.507,110.328,259.887,10.616,33.226,172.226,1.0,411.988,263.205,239.444,1.0,168.035,11.04,637.85,502.159,531.469,6.187,147.746,1.0,84.07,23.534,120.227,141.799,556.687,152.607,244.045,120.23,21.074,257.351,221.491,197.803,228.209,1.0,472.878,1.0,12.089,196.372,1.0,1.0,3.982,-27.917961,8.038078,-10.45298,6.42742
8201,17390,3895,106.03,145.3,9.166,209.408,49.387,32.219,93.074,54.946,29.091,100.69,87.511,5.012,82.22,9.548,17.757,5.362,1.0,7.211,78.35,60.611,9.466,1.0,41.161,150.181,373.827,99.901,7.224,208.702,2.134,71.124,132.447,476.655,11.728,36.053,61.241,133.418,145.521,88.383,378.376,368.833,144.856,71.928,23.558,179.393,7.95,5.032,335.737,58.414,1.0,17.401,-7.160204,-28.469942,-0.88873494,-7.6394467
8202,9677,13559,66.66,27.64,2.361,200.347,353.825,147.235,37.829,116.884,41.381,197.232,192.561,457.37,65.976,41.601,93.81,84.977,4.185,45.515,54.752,411.083,1.0,1.0,31.121,408.419,641.555,506.494,23.822,270.786,8.938,222.161,233.85,169.173,139.117,470.087,238.953,52.961,91.325,309.202,557.711,599.773,732.268,34.661,1.0,98.828,46.172,2.008,451.657,183.084,10.38,150.104,16.975647,-28.791649,-10.501651,-25.730494
8203,24034,4815,80.87,98.68,9.166,61.031,242.937,235.962,160.594,164.836,18.557,312.663,398.54,16.045,139.073,50.149,24.203,44.624,1.0,239.104,42.953,237.389,26.398,1.0,149.093,239.69,315.193,276.724,9.299,159.034,2.134,78.676,179.393,67.516,26.478,205.13,111.442,438.482,89.519,303.298,207.841,292.549,168.832,503.505,1.0,73.508,7.95,13.097,325.317,151.916,1.0,96.427,0.49209976,9.552374,3.135047,5.88763
8204,14537,8395,104.61,65.38,11.888,97.276,71.565,94.656,209.7,90.91,15.046,173.097,135.916,295.886,96.433,139.898,24.203,14.087,1.0,20.669,84.906,183.944,1.0,1.0,46.181,347.718,482.246,204.796,6.187,264.014,5.536,79.755,337.13,413.903,22.455,146.365,97.386,101.57,67.841,194.66,337.667,320.764,366.634,3.404,1.0,265.712,18.374,6.04,512.874,138.793,6.863,144.14,-14.878656,-27.43732,-7.5344105,-20.296923
8205,377,17023,227.41,20.98,14.61,273.969,228.824,120.946,79.263,120.88,9.779,417.6,177.112,576.729,45.671,89.681,26.781,191.857,318.429,1.0,84.906,485.083,1.0,6.354,41.161,789.089,584.027,428.572,8.262,362.22,114.394,228.634,145.592,149.093,267.847,157.706,114.454,2.676,6.42,300.936,570.914,623.808,846.154,70.726,1.0,37.829,263.346,285.276,365.694,206.049,65.489,71.079,-10.412001,29.269161,-14.685435,-27.55493
8206,17117,4329,40.08,123.1,6.444,66.694,198.582,79.868,2.535,88.912,22.069,185.689,305.849,42.123,144.149,28.78,51.272,31.537,1.0,32.057,61.307,82.194,5.233,1.0,204.314,218.084,449.056,207.793,13.449,95.82,6.67,144.485,21.656,97.637,26.478,531.944,221.884,329.53,127.456,240.713,72.514,362.563,219.781,105.588,4.223,402.672,20.111,5.032,542.831,71.537,1.0,80.025,-35.29414,-19.93156,5.2969246,-16.51485
8207,3271,7964,70.35,593.74,43.192,82.551,166.324,286.898,68.521,32.968,9.779,220.318,397.51,7.018,1.0,72.586,24.203,63.165,7.37,680.113,4.933,230.194,449.703,4.212,161.643,213.969,310.767,400.6,11.374,213.217,24.813,13.946,429.143,19.825,246.392,50.486,40.157,57.99,11.839,197.021,96.719,354.203,76.924,466.238,742.194,1.0,150.416,12.089,360.484,189.645,25.623,87.481,64.00936,31.092194,-0.59428275,26.070887
8208,13692,16930,62.68,311.8,15.971,63.296,264.107,45.363,191.286,124.876,1.0,88.098,119.438,7.018,50.747,65.107,3.578,51.168,6.308,368.508,24.598,109.944,631.725,440.003,344.877,121.374,369.402,243.757,5.15,90.176,22.545,116.435,415.998,26.101,269.188,46.362,158.631,81.456,57.002,123.809,108.822,220.446,86.914,134.44,558.506,1.0,127.83,3.016,501.151,58.414,33.831,167.997,42.331764,25.490576,-0.6918171,23.402002
8209,13613,6637,94.94,127.54,10.527,87.082,173.38,5.929,34.76,69.931,36.114,208.775,253.325,9.024,115.723,44.806,35.804,4.272,1.0,11.352,82.283,141.806,3.117,1.0,56.221,304.507,361.658,164.836,19.673,268.529,1.0,102.41,145.592,253.26,21.114,153.582,106.422,141.799,194.297,65.947,159.432,274.785,147.853,73.13,1.0,196.657,1.0,6.04,518.083,1.0,1.0,27.839,-20.27142,-23.978916,0.47758487,-11.239526
8210,8726,3967,122.23,427.24,30.943,321.541,133.058,12.502,51.641,77.923,20.313,187.788,316.148,8.021,4.046,48.012,30.648,6.453,1.0,490.665,2.311,171.611,293.081,1.0,11.04,185.162,280.897,258.742,39.383,256.112,1.0,149.879,218.827,233.18,17.091,177.294,82.326,46.257,2.807,95.468,844.869,296.729,44.956,462.632,384.487,1.0,32.273,8.057,287.545,19.044,1.0,23.366,30.418552,41.987442,11.117754,15.910862
8211,18689,1995,54.58,118.66,5.083,48.571,153.219,101.229,125.3,11.989,8.023,153.159,129.737,21.06,104.555,104.64,26.781,11.906,1.0,45.515,77.039,195.25,47.564,1.0,144.073,59.644,268.728,456.544,13.449,43.895,6.67,158.51,186.904,31.121,7.705,292.762,95.378,346.292,165.392,162.777,68.113,458.701,135.865,427.769,71.897,261.108,11.424,25.194,330.527,96.143,10.38,66.606,-3.1400642,-3.787075,-0.99707854,2.5434353
8213,9950,7322,73.76,178.6,15.971,560.531,268.139,24.003,33.226,78.922,29.091,190.936,122.528,8.021,98.463,7.411,30.648,7.544,1.0,14.458,6.244,205.528,24.282,1.0,11.04,227.344,263.196,265.735,8.262,276.431,1.0,79.755,248.872,444.024,18.432,136.056,74.293,131.742,26.291,292.67,460.892,179.691,122.878,148.866,36.448,112.639,7.95,8.057,428.213,1.0,1.0,39.767,-2.7550201,-28.869999,0.90795416,-5.9706883
8214,22787,15286,196.71,3.22,1.0,377.041,34.266,7.572,47.037,37.963,4.511,122.727,28.807,10.027,16.229,57.628,1.0,7.544,2.062,179.06,31.154,106.861,1.0,7.424,16.06,162.527,352.807,12.988,3.075,35.993,4.402,81.913,59.212,103.912,35.864,93.786,67.265,146.827,89.519,37.606,342.068,184.916,141.859,1.0,1.0,27.471,44.435,3.016,202.884,22.325,9.208,8.455,-4.8122044,-52.44938,12.074261,2.3324523
8215,12622,360,230.82,429.46,10.527,239.99,80.638,51.936,1.0,25.975,8.023,52.419,223.458,3.006,90.341,15.958,13.89,6.453,1.0,84.854,18.043,267.194,375.625,1.0,68.771,94.624,187.967,278.722,6.187,178.224,3.268,68.967,10.389,134.033,22.455,78.322,28.109,180.351,167.199,107.277,276.055,236.12,48.952,532.357,400.6,65.452,4.475,16.121,352.669,14.123,1.0,39.767,42.9563,21.376661,-1.889849,17.982409
8216,24091,8962,77.46,300.7,13.249,98.408,184.469,48.65,76.194,70.93,9.779,108.036,249.205,20.057,80.189,8.479,39.671,28.265,1.0,77.607,12.799,413.139,62.379,2.071,63.751,205.738,328.468,135.865,7.224,96.949,1.0,65.73,139.959,102.657,25.137,58.734,115.458,317.797,69.647,110.819,172.634,216.266,166.834,347.224,110.568,95.376,2.737,14.105,385.231,9.202,1.0,33.803,-5.2635593,0.008571625,1.091274,2.768658
8217,12346,17148,127.35,5.44,26.86,227.531,265.115,109.444,272.618,134.866,15.046,252.849,509.769,68.202,2.015,139.898,47.405,651.004,666.646,1.0,450.681,802.667,1.0,6.354,1.0,276.728,267.621,491.509,125.486,563.149,550.96,273.945,278.917,403.863,644.651,26.774,503.01,1.0,1.0,195.84,73.615,307.179,170.83,40.671,1.0,44.735,79.183,277.212,281.033,158.478,42.039,454.278,-20.715271,40.95656,-19.035528,-19.644894
8218,5092,10657,98.21,209.68,21.416,109.735,93.743,129.161,102.281,117.883,108.098,212.973,219.338,7.018,133.997,146.309,249.783,71.89,4.185,133.51,7.555,278.5,9.466,3.141,86.342,359.035,545.306,287.713,29.009,359.963,29.348,74.361,320.229,231.925,124.366,83.477,66.261,155.208,57.002,199.383,184.737,257.02,162.838,219.794,1.0,141.412,79.183,9.065,507.664,270.025,30.313,112.828,-23.242432,-10.687378,-9.979107,-7.4954004
