cell,x,y,area µm²,PSD-95,NeuN,CD68,CD11c,E5,E9,CD8,H2A.x,CD3e,ATG7,CD163,ApoE,E7,Olig2,HLA-A,SMA,TMEM119,Vimentin,CD11b,Synaptophysin,a-Beta,Neurofilament,CD4,CD40,CD45,CD34,PCNA,Claudin-5,E2,E10,DAPI_1,CD31,HLA-DR,Gal3,AQP4,GFAP,E6,CD74,IBA1,CD14,P2Rx7,MAP2,CD44,E3,CollagenIV,S100B,E4,E1,E8,UMAP_1,UMAP_2,TSNE_1,TSNE_2
68,19891,13320,134.88,393.94,10.527,239.99,247.978,163.666,93.074,104.896,18.557,131.122,317.178,9.024,27.396,26.643,2.289,26.084,1.0,801.235,1.0,290.833,513.199,199.087,58.731,228.373,337.319,362.638,1.0,326.098,3.268,187.638,216.949,176.704,136.435,146.365,79.314,6.029,28.098,292.67,552.21,436.756,125.875,422.96,229.803,1.0,9.687,5.032,273.218,119.108,10.38,138.176,32.206852,40.693745,10.620678,15.751261
69,17671,3544,102.19,103.12,6.444,59.898,25.194,45.363,122.23,13.987,29.091,104.888,59.704,6.015,166.485,4.205,91.232,4.272,1.0,12.388,136.035,57.528,20.049,1.0,53.711,110.057,122.694,91.909,47.682,91.305,2.134,61.415,154.981,279.616,10.387,56.672,28.109,208.846,89.519,70.67,98.92,219.401,157.843,46.682,78.342,266.863,20.111,6.04,351.366,112.547,1.0,11.437,-10.956108,-18.574038,-3.7352,-5.4747276
71,1972,777,163.59,118.66,18.693,264.908,206.647,212.959,1.0,2.998,23.824,46.123,415.019,1.0,8.107,106.776,75.764,51.168,5.247,675.972,2.311,163.389,276.148,5.283,26.101,111.085,27.551,270.73,20.71,213.217,16.875,12.867,10.389,264.555,190.072,115.437,54.213,4.352,28.098,69.489,422.384,398.092,4.996,122.419,271.697,1.0,1.0,3.016,98.686,53.493,44.384,159.051,38.424736,58.24385,13.48359,22.93082
72,11768,7817,91.39,154.18,10.527,417.816,192.534,55.222,62.382,72.928,11.534,158.405,203.89,14.039,123.845,6.342,69.319,23.903,1.0,60.008,32.465,316.528,3.117,1.0,141.563,234.546,291.96,303.697,12.411,204.186,2.134,66.809,72.357,70.026,53.297,86.57,98.39,81.456,98.552,121.447,211.142,510.95,221.779,140.451,17.113,101.13,2.737,9.065,725.177,61.695,2.173,147.122,-25.16085,-26.654087,2.1064215,-13.358574
73,10420,5450,77.32,322.9,9.166,88.214,174.388,48.65,2.535,67.933,4.511,148.961,279.072,5.012,89.326,48.012,46.116,9.725,1.0,194.589,63.929,149.0,127.992,1.0,31.121,271.584,512.116,211.789,44.57,59.698,3.268,49.548,66.724,18.57,60.001,101.003,166.663,351.32,91.325,137.979,164.933,447.206,122.878,430.173,30.003,87.319,1.0,7.048,494.639,53.493,1.0,65.115,-5.297947,2.846653,1.5387775,8.035881
74,24603,6289,142.98,282.94,17.332,263.776,150.195,28.933,2.535,80.92,27.336,155.257,277.012,7.018,102.524,27.711,29.359,22.812,1.0,524.828,23.287,154.139,221.119,1.0,78.812,171.787,318.512,165.835,5.15,278.688,1.0,131.539,21.656,206.824,43.91,202.037,80.318,17.762,132.875,143.883,630.326,389.732,145.855,323.181,7.445,59.697,1.0,11.081,363.089,2.64,1.0,2.491,21.24444,35.577133,10.182825,11.74664
75,16686,12223,219.73,456.1,36.387,175.429,207.655,7.572,209.7,49.951,13.29,102.789,198.74,8.021,71.052,14.89,34.515,8.634,2.062,561.061,19.354,208.611,449.703,1.0,136.543,194.421,248.814,337.663,53.907,180.481,14.607,84.07,323.985,88.852,106.934,55.641,82.326,223.931,93.132,81.298,257.351,471.241,145.855,302.744,262.029,60.848,9.687,49.387,339.644,66.616,3.345,187.381,38.464256,36.383385,6.440452,16.904781
77,7285,10894,41.93,158.62,7.805,348.724,161.284,311.544,304.843,92.908,8.023,152.109,125.618,7.018,56.838,135.625,40.96,26.084,2.062,1.0,52.13,131.528,3.117,1.0,56.221,236.604,405.91,161.839,24.86,100.336,7.804,106.726,288.306,66.261,80.115,118.529,137.547,114.98,129.262,282.043,223.244,247.615,154.846,27.448,1.0,152.922,47.91,10.073,503.756,168.32,1.0,72.57,-25.963673,-17.258497,-8.640089,-10.672373
78,16076,1658,60.97,34.3,6.444,14.592,180.437,1.0,5.604,8.992,64.206,92.295,331.597,18.051,124.86,11.684,195.644,1.0,1.0,5.141,7.555,57.528,1.0,1.0,176.704,43.182,46.359,165.835,37.308,136.458,1.0,127.224,29.167,435.239,6.364,410.291,51.201,109.951,131.069,87.202,87.917,427.351,82.918,177.718,7.445,129.903,1.0,3.016,490.731,2.64,1.0,77.043,-2.0947285,-12.480492,-5.004919,-1.8229343
79,25927,2558,148.52,54.28,10.527,80.286,229.832,7.572,7.138,58.942,20.313,281.182,415.019,8.021,132.982,41.601,33.226,3.181,1.0,133.51,52.13,117.139,15.816,1.0,538.151,256.151,364.977,158.842,10.336,268.529,2.134,93.78,77.991,297.186,37.205,69.043,119.474,195.436,46.163,58.862,174.835,208.951,120.88,354.437,1.0,71.206,13.162,41.323,279.73,68.256,1.0,144.14,-3.4224148,4.261551,2.7964766,3.9920228
81,7514,17368,198.7,16.54,1.0,392.898,701.61,58.508,48.571,95.905,6.267,110.134,128.707,162.485,138.058,29.848,34.515,144.961,6.308,518.617,345.799,129.472,20.049,53.466,73.791,320.968,453.482,457.543,11.374,215.475,50.893,104.568,160.615,97.637,223.596,266.988,202.808,257.455,147.327,69.489,287.057,373.013,368.632,47.884,4.223,437.199,32.273,14.105,458.169,64.975,59.627,126.248,-28.862339,4.6503696,-10.598159,5.858444
83,3718,3812,67.94,269.62,28.221,47.439,178.421,1.0,47.037,21.979,23.824,198.282,500.5,7.018,2.015,2.068,102.834,23.903,1.0,439.939,4.933,153.111,339.644,1.0,81.322,137.835,60.741,314.686,27.972,288.847,2.134,2.079,211.316,103.912,105.593,46.362,25.096,262.483,60.615,3.362,76.915,215.221,61.939,449.408,323.258,1.0,72.233,13.097,335.737,64.975,1.0,3.982,49.36049,52.972942,9.210541,24.245607
84,15601,2098,188.32,12.1,5.083,334.0,178.421,4.286,7.138,3.997,11.534,92.295,186.381,17.048,102.524,4.205,8.734,1.0,1.0,8.247,8.866,97.611,3.117,1.0,28.611,102.855,49.678,201.799,9.299,148.875,1.0,78.676,38.556,263.3,1.0,148.427,6.02,81.456,66.034,91.926,365.173,315.539,62.938,159.686,23.558,96.526,1.0,10.073,360.484,4.281,1.0,71.079,2.5772095,-15.437389,-3.064991,-1.639736
86,7044,11060,140.71,169.72,13.249,290.959,174.388,214.602,297.171,88.912,22.069,168.899,176.082,8.021,72.067,114.256,34.515,20.631,2.062,9.282,46.886,119.194,1.0,1.0,184.234,295.247,395.953,180.82,14.486,313.681,5.536,100.253,316.474,209.334,33.183,36.053,86.342,42.904,64.228,267.872,320.064,230.895,85.915,32.256,4.223,137.96,9.687,7.048,411.28,84.66,1.0,33.803,-22.594612,-18.188004,-7.798687,-9.910572
87,4235,10369,174.82,249.64,14.61,249.051,148.179,208.03,109.954,91.909,23.824,156.307,271.863,7.018,78.159,159.13,35.804,71.89,5.247,278.442,21.976,293.917,49.68,4.212,118.972,375.496,582.92,399.601,19.673,299.007,38.42,60.336,434.776,195.529,144.481,120.591,68.269,155.208,109.391,212.372,633.627,464.971,145.855,254.657,110.568,118.394,166.052,9.065,434.725,227.374,23.278,165.015,-25.669373,-7.261711,6.993121,10.177201
88,9093,707,120.53,72.04,43.192,66.694,261.083,42.077,1.0,83.917,11.534,210.874,516.978,4.009,75.113,1.0,55.139,224.575,1.0,654.232,108.504,315.5,1.0,1.0,1.0,292.161,334.0,418.582,358.897,566.536,198.305,88.386,2.878,400.098,251.756,114.406,199.796,399.93,505.016,104.915,158.331,472.286,211.789,403.726,1.0,41.282,4.475,202.615,244.563,1.0,5.69,132.212,12.418829,23.722353,6.002968,9.922418
89,15176,4020,50.46,116.44,6.444,56.5,59.468,27.289,77.728,42.958,4.511,152.109,149.305,6.015,151.256,91.818,22.914,11.906,1.0,1.0,153.079,23.611,1.0,1.0,21.08,109.028,352.807,101.899,15.523,67.6,8.938,97.016,203.805,41.161,19.773,163.892,151.603,500.5,365.915,73.032,107.721,249.705,176.824,142.856,1.0,517.764,32.273,19.145,650.936,104.345,1.0,38.276,-26.55223,-27.913382,8.384758,-11.535606
90,19012,10525,84.99,458.32,45.914,36.112,218.744,37.148,228.115,54.946,6.267,71.308,196.68,6.015,2.015,35.19,35.804,3.181,1.0,634.563,1.0,178.806,439.121,1.0,81.322,141.951,293.066,278.722,19.673,89.047,1.0,39.838,222.583,18.57,114.98,36.053,51.201,1.0,96.745,142.702,82.416,264.335,28.972,394.108,593.955,1.0,32.273,12.089,262.798,20.685,1.0,21.875,52.1427,41.69721,5.3276978,23.653793
93,4853,1376,171.41,114.22,43.192,182.224,245.962,1.0,47.037,50.95,9.779,125.875,427.377,17.048,52.777,42.67,69.319,189.676,1.0,40.339,410.039,207.583,51.797,1.0,6.02,324.055,475.608,840.16,311.178,797.942,262.94,26.892,96.769,369.977,731.812,43.269,334.335,346.292,237.653,3.362,162.732,806.679,170.83,391.704,49.339,21.717,7.95,177.413,383.928,48.571,1.0,1.0,-18.318184,44.37645,-19.743507,-21.100458
94,17055,8688,50.31,247.42,18.693,117.663,113.904,124.232,132.972,73.927,16.801,231.861,181.232,758.274,20.29,100.366,34.515,150.414,2.062,17.564,158.323,685.5,87.778,1.0,1.0,453.688,487.777,438.562,76.729,235.793,7.804,122.908,323.985,53.711,88.161,523.697,187.748,554.138,342.43,256.064,361.872,348.978,883.117,315.968,13.89,81.565,1.0,199.59,451.657,74.818,1.0,65.115,-8.397432,31.025848,-11.999436,-26.438463
95,23148,11935,89.54,791.32,28.221,176.561,254.026,2.643,42.433,82.918,8.023,145.813,307.909,46.136,20.29,1.0,40.96,20.631,2.062,530.004,7.555,150.028,557.646,4.212,36.141,137.835,214.518,210.79,8.262,80.017,8.938,73.282,149.348,18.57,187.391,74.198,91.362,26.143,17.259,148.606,100.02,284.189,134.866,520.336,245.916,1.0,13.162,29.226,161.205,2.64,1.0,2.491,47.959274,36.614033,4.4827995,20.896013
97,15518,4522,57.99,118.66,6.444,54.235,85.678,70.01,5.604,83.917,11.534,194.084,222.428,373.117,173.591,4.205,35.804,98.064,1.0,7.211,136.035,492.278,1.0,1.0,38.651,331.256,356.126,355.645,24.86,135.329,6.67,161.746,21.656,100.147,60.001,112.344,145.579,269.188,237.653,211.191,167.133,278.964,688.312,164.495,1.0,399.219,7.95,35.274,330.527,69.897,3.345,147.122,12.466169,-31.48066,-8.558643,-23.665361
98,16506,12874,71.78,191.92,15.971,157.306,198.582,47.007,94.608,98.902,2.756,117.48,112.229,7.018,103.54,3.137,2.289,19.54,1.0,21.705,16.732,189.083,301.547,1.0,61.241,74.047,277.578,170.83,13.449,41.637,2.134,146.643,258.261,13.55,65.365,244.307,110.438,9.381,66.034,233.628,158.331,468.106,36.964,114.004,117.013,9.056,4.475,2.008,180.742,112.547,1.0,93.445,18.880386,9.05101,6.6180854,1.2357564
99,2424,8108,45.05,795.76,24.138,36.112,143.138,300.043,294.101,71.929,9.779,157.356,380.002,6.015,1.0,314.056,37.093,44.624,9.493,119.017,8.866,217.861,655.006,6.354,146.583,175.902,472.289,238.762,9.299,172.58,44.09,62.494,412.242,12.295,249.074,18.526,98.39,225.607,4.613,256.064,50.51,222.536,66.934,612.903,471.497,1.0,393.65,13.097,348.761,292.99,69.007,379.725,66.695786,22.013763,-4.2818074,26.569262
100,16978,9351,118.11,642.58,37.748,135.786,117.936,127.518,66.986,110.89,34.359,152.109,112.229,7.018,8.107,27.711,31.937,16.269,2.062,333.31,3.622,329.889,583.044,1.0,13.55,182.075,373.827,286.714,41.458,217.732,7.804,175.771,156.859,244.475,73.411,95.848,71.281,136.77,60.615,239.532,372.874,686.506,126.874,414.545,378.042,21.717,16.637,10.073,307.082,66.616,17.415,109.846,37.277824,35.906258,7.9147325,16.454292
101,3326,12125,172.54,103.12,1.0,424.612,180.437,134.09,17.88,42.958,15.046,185.689,200.8,7.018,97.448,89.681,2.289,47.896,5.247,20.669,138.657,151.056,1.0,3.141,146.583,224.257,288.641,265.735,19.673,67.6,42.956,51.705,77.991,147.838,151.185,33.991,86.342,205.493,102.165,94.287,226.545,566.334,171.829,4.606,23.558,174.789,209.487,2.008,463.379,101.064,56.109,93.445,-30.541397,-45.300095,-2.4659228,-18.54688
102,23155,2194,256.97,98.68,6.444,55.367,213.703,47.007,139.111,42.958,16.801,132.171,368.673,11.03,39.579,39.464,82.209,16.269,1.0,8.247,126.858,89.389,49.68,1.0,16.06,54.499,201.243,82.918,11.374,178.224,1.0,218.924,143.714,210.589,31.842,254.616,882.53,19.438,28.098,233.628,214.443,443.026,115.885,168.101,7.445,13.66,2.737,5.032,94.778,96.143,3.345,123.266,-43.52343,-21.476543,8.260473,-19.821877
103,10467,7464,89.54,120.88,13.249,183.357,96.767,35.505,37.829,66.934,20.313,178.343,205.949,8.021,125.875,3.137,26.781,11.906,1.0,24.81,50.819,205.528,1.0,1.0,38.651,175.902,141.502,167.833,11.374,264.014,1.0,88.386,200.049,211.844,27.819,21.619,75.297,327.854,181.651,251.34,223.244,226.715,134.866,121.217,1.0,179.393,7.95,8.057,340.947,7.562,1.0,80.025,-8.728855,-14.380262,-0.6330256,-2.6734464
104,20239,6094,101.62,276.28,15.971,151.643,35.274,10.859,1.0,104.896,64.206,88.098,9.239,14.039,71.052,34.122,158.262,6.453,1.0,9.282,50.819,142.833,53.913,1.0,78.812,177.96,348.382,66.934,38.346,226.763,16.875,99.174,8.511,411.393,54.638,22.65,85.338,128.389,125.649,116.723,307.961,359.428,85.915,43.076,1.0,45.886,1.0,40.315,436.027,58.414,3.345,8.455,-11.147236,-31.003914,-1.0049428,-8.695203
105,17289,2520,147.53,74.26,9.166,549.204,819.555,68.367,165.198,51.949,15.046,203.528,214.189,130.389,160.393,96.092,40.96,63.165,1.0,163.532,263.205,145.917,3.117,54.537,13.55,242.777,433.568,581.419,21.748,334.0,2.134,144.485,271.406,357.427,45.251,365.96,207.828,138.446,140.101,193.479,151.73,148.342,153.847,223.401,4.223,342.824,2.737,15.113,304.477,1.0,5.69,163.524,-28.109673,6.2672005,-10.414907,6.0882907
106,24576,9122,84.57,316.24,22.777,70.092,184.469,137.377,185.147,81.919,27.336,182.541,342.926,7.018,14.198,3.137,282.009,162.41,1.0,711.17,90.15,267.194,168.206,1.0,71.281,242.777,268.728,286.714,122.374,362.22,81.51,53.863,164.37,329.817,149.844,97.91,200.8,203.817,190.684,189.936,129.726,532.894,135.865,335.202,59.006,14.811,1.0,65.517,636.609,50.212,1.0,100.9,24.481716,29.742542,6.3249955,11.055039
107,5854,8210,160.18,484.96,14.61,89.347,177.413,27.289,45.502,82.918,8.023,254.947,331.597,7.018,50.747,2.068,35.804,7.544,1.0,72.431,2.311,476.861,428.538,1.0,164.153,165.614,269.834,290.71,12.411,174.837,2.134,98.095,273.284,16.06,35.864,36.053,108.43,227.284,8.226,257.245,97.819,240.3,104.896,567.22,187.91,4.453,11.424,14.105,485.522,64.975,2.173,78.534,46.589046,16.719616,-3.4153397,19.294441
108,25085,1474,109.58,18.76,7.805,127.857,243.946,20.717,367.76,11.989,11.534,109.085,260.534,7.018,229.43,101.434,15.179,56.621,1.0,774.319,40.331,213.75,17.932,1.0,380.018,181.046,194.605,346.654,3.075,110.495,1.0,169.298,307.085,108.932,23.796,79.353,65.257,113.304,80.486,82.479,292.558,518.265,235.765,394.108,10.668,207.015,6.212,11.081,225.026,142.074,2.173,208.255,6.1628,14.065731,5.8709917,7.1720595
109,20017,11430,39.94,722.5,44.553,45.173,229.832,4.286,40.899,70.93,8.023,92.295,274.953,7.018,10.137,2.068,35.804,1.0,1.0,328.134,1.0,143.861,549.18,1.0,229.415,45.24,139.289,234.766,6.187,77.759,2.134,91.622,181.271,19.825,206.164,51.517,88.35,1.0,1.0,128.532,136.327,158.792,23.977,505.91,458.606,1.0,1.0,12.089,316.199,4.281,1.0,1.0,50.630928,34.540802,3.8959775,21.749374
110,23942,14690,103.33,18.76,1.0,219.602,47.371,7.572,136.041,26.974,13.29,163.652,28.807,6.015,7.091,78.997,2.289,7.544,3.123,400.6,44.264,175.722,3.117,42.759,1.0,188.248,374.934,40.96,1.0,95.82,10.072,60.336,188.782,179.214,58.66,53.579,77.306,287.626,58.808,61.223,267.253,319.719,115.885,3.404,1.0,66.603,21.849,10.073,266.705,17.404,12.725,60.642,-2.2407913,-56.050865,12.863564,3.0964072
111,1761,2464,105.6,198.58,29.582,209.408,228.824,1.0,76.194,23.977,37.87,248.651,393.391,116.346,62.93,211.484,289.743,132.964,2.062,424.41,84.906,88.361,123.758,2.071,43.671,281.872,383.784,237.763,32.121,339.644,76.974,76.518,130.57,308.481,211.528,340.186,77.306,156.884,271.976,11.628,113.222,276.874,448.552,189.74,162.129,2.151,113.93,118.945,398.256,20.685,12.725,181.416,14.925039,28.18912,5.2863927,9.919737
112,19952,2262,72.06,180.82,10.527,92.745,67.533,186.669,125.3,64.936,9.779,177.294,268.773,774.322,127.905,124.94,38.382,154.776,71.068,42.409,217.319,498.444,70.845,1.0,613.452,319.939,367.189,230.77,53.907,173.708,78.108,174.692,145.592,62.496,51.956,85.539,100.398,208.846,141.908,129.713,322.264,260.155,375.625,569.625,104.123,102.281,7.95,67.533,361.786,12.483,2.173,279.825,-10.046112,24.481155,-14.211496,-22.86793
113,17431,1152,49.89,18.76,3.722,183.357,733.869,55.222,50.106,7.993,6.267,35.629,429.437,10.027,362.427,11.684,17.757,47.896,1.0,155.25,411.35,207.583,11.583,71.669,239.455,196.479,204.561,664.336,82.953,67.6,1.0,117.514,77.991,31.121,6.364,329.876,94.374,120.008,286.429,88.383,148.43,236.12,195.805,588.859,1.0,440.652,4.475,10.073,395.651,28.887,1.0,60.642,-23.582855,6.765148,-9.209849,5.978998
114,2280,14840,110.29,23.2,1.0,181.092,180.437,661.523,524.286,34.966,2.756,263.342,158.574,7.018,36.534,358.93,3.578,45.715,10.555,1.0,139.969,127.417,13.699,9.566,176.704,198.537,447.95,152.848,13.449,94.692,81.51,100.253,575.613,107.677,195.436,177.294,244.977,213.874,169.005,417.84,139.628,232.985,146.854,10.617,1.0,152.922,748.078,1.0,516.781,767.064,203.849,661.533,-60.27835,-50.471043,1.154041,-29.912342
115,7419,2166,77.18,402.82,29.582,13.459,119.953,5.929,109.954,75.925,8.023,119.579,191.531,15.042,12.168,36.259,24.203,1.0,1.0,340.556,1.0,93.5,365.042,1.0,18.57,134.749,267.621,156.844,17.598,130.814,1.0,94.859,252.628,17.315,7.705,29.867,52.205,1.0,1.0,86.021,45.009,176.556,25.975,487.877,345.816,1.0,1.0,7.048,215.909,25.606,1.0,1.0,53.054855,40.910374,4.7213583,23.377522
116,19025,9315,124.65,536.02,58.163,135.786,177.413,116.016,129.903,105.895,29.091,153.159,288.341,8.021,2.015,21.301,39.671,32.628,1.0,202.87,1.0,341.194,492.034,1.0,91.362,251.007,358.339,364.636,16.561,362.22,1.0,119.672,126.814,263.3,125.707,196.882,93.37,26.143,13.646,250.16,423.485,542.299,53.947,531.155,442.494,1.0,1.0,14.105,271.915,81.379,2.173,232.112,38.40433,32.994537,8.119335,15.964407
117,13136,5114,149.95,112.0,9.166,408.755,214.711,73.296,1.0,66.934,6.267,193.035,36.016,5.012,91.357,2.068,19.046,7.544,1.0,7.211,15.421,191.139,7.35,1.0,16.06,221.171,260.983,190.81,7.224,162.42,4.402,71.124,2.878,303.461,25.137,233.997,92.366,116.656,85.906,186.394,399.28,243.435,117.883,147.664,26.781,136.809,9.687,7.048,437.33,127.31,1.0,48.713,-11.211897,-35.833183,1.0612391,-7.9712234
118,10340,12107,151.79,200.8,6.444,341.929,396.164,45.363,24.018,111.889,23.824,201.43,18.508,401.202,108.616,23.437,56.428,471.053,3.123,8.247,83.594,568.333,1.0,2.071,88.852,392.987,935.834,488.512,14.486,335.129,25.947,80.834,44.19,254.515,70.729,985.567,344.375,111.628,132.875,158.053,580.816,366.743,646.354,31.054,1.0,152.922,39.223,10.073,403.465,42.01,3.345,78.534,17.060268,-28.24929,-10.822943,-26.220213
119,1652,196,186.76,72.04,44.553,168.633,191.526,193.242,1.0,1.999,11.534,40.876,397.51,1.0,1.0,114.256,1.0,34.809,7.37,634.563,12.799,158.25,263.449,4.212,36.141,46.269,10.957,264.736,9.299,162.42,23.679,11.788,8.511,98.892,259.801,90.693,1.0,14.409,22.678,88.383,522.504,311.359,1.0,5.809,274.919,1.0,2.737,4.024,20.537,97.783,71.352,109.846,39.240307,59.24659,13.535017,23.45102
121,15182,9977,64.38,294.04,7.805,96.143,130.033,20.717,56.244,98.902,6.267,122.727,12.329,13.036,75.113,3.137,34.515,21.722,2.062,201.835,39.02,358.667,66.612,1.0,26.101,163.556,399.272,369.631,13.449,59.698,3.268,88.386,70.479,17.315,31.842,99.972,143.571,125.037,147.327,169.862,239.748,273.74,224.776,41.874,20.335,326.711,1.0,6.04,423.003,32.167,1.0,51.696,-23.943195,-26.397434,1.632666,-13.7741
122,22580,13405,167.14,322.9,9.166,114.265,171.364,124.232,48.571,112.888,15.046,153.159,319.238,11.03,22.32,107.845,120.88,20.631,2.062,68.29,20.665,502.556,360.809,70.598,3.51,220.142,410.336,175.825,7.224,352.061,5.536,120.751,215.071,194.274,117.662,90.693,104.414,47.933,132.875,276.138,210.042,168.197,39.961,371.267,142.794,1.0,6.212,3.016,495.941,96.143,2.173,157.56,36.036507,12.228224,-4.8876405,17.52735
123,3519,5618,68.08,476.08,24.138,37.245,113.904,137.377,235.788,40.96,11.534,134.27,351.165,5.012,5.061,207.211,20.335,15.178,5.247,85.889,3.622,244.583,441.237,2.071,86.342,168.7,388.209,243.757,30.047,142.102,15.741,35.523,421.632,37.396,190.072,17.495,58.229,16.086,40.743,112.0,48.309,234.03,16.984,294.329,606.845,1.0,190.376,10.073,171.625,109.266,69.007,154.578,59.026073,23.020947,-2.950924,23.605982
124,316,12594,63.25,3.22,1.0,59.898,149.187,1.0,1.0,33.967,4.511,141.616,289.371,6.015,79.174,14.89,6.156,44.624,3.123,6.176,94.083,42.111,1.0,3.141,354.917,195.45,148.14,141.859,4.112,63.085,30.482,12.867,36.679,16.06,85.479,93.786,16.06,183.703,197.91,5.723,76.915,311.359,62.938,3.404,7.445,198.959,193.85,2.008,506.361,68.256,4.518,80.025,-35.608078,-44.11184,-0.5917095,-19.09134
125,19427,2702,73.34,207.46,11.888,407.622,107.856,173.525,143.714,73.927,32.603,196.183,22.628,8.021,88.311,117.461,22.914,4.272,1.0,16.528,12.799,258.972,81.428,1.0,43.671,158.412,275.365,134.866,13.449,200.8,2.134,116.435,160.615,407.628,13.068,114.406,65.257,98.218,69.647,186.394,263.953,269.56,111.889,326.787,68.674,43.584,25.323,7.048,324.014,12.483,1.0,255.969,0.5020523,-20.123112,-1.8025074,-3.6966808
126,16520,5653,63.53,189.7,7.805,95.01,315.519,24.003,2.535,98.902,4.511,112.233,378.972,8.021,91.357,17.027,46.116,27.175,1.0,9.282,37.709,82.194,24.282,1.0,121.482,387.842,570.751,230.77,17.598,104.851,5.536,71.124,94.891,29.866,26.478,228.842,300.198,83.133,66.034,124.989,356.371,463.926,183.817,40.671,223.358,159.827,2.737,6.04,429.515,15.764,1.0,18.893,-29.610115,-21.06181,4.6899323,-14.405173
127,3476,9164,86.27,613.72,78.579,50.837,165.316,290.184,225.046,69.931,32.603,214.022,427.377,9.024,27.396,151.651,172.441,42.443,7.37,527.934,4.933,235.333,475.102,4.212,174.193,222.2,501.053,271.729,8.262,302.393,30.482,65.73,515.523,95.127,199.459,11.31,77.306,212.198,8.226,297.394,50.51,258.065,88.912,362.852,574.619,1.0,106.981,11.081,407.373,9.202,161.637,264.915,65.93672,25.620522,-3.0034804,27.104084
128,18299,6870,98.78,487.18,21.416,317.01,180.437,15.788,20.949,90.91,27.336,87.048,157.544,22.063,71.052,18.095,37.093,9.725,1.0,180.095,29.843,317.556,451.82,1.0,41.161,172.816,454.588,344.656,9.299,200.8,2.134,73.282,106.158,319.776,81.456,116.467,97.386,249.074,234.04,134.436,435.587,480.645,217.783,188.538,223.358,43.584,4.475,10.073,690.01,9.202,1.0,3.982,32.476757,17.895107,-0.29729337,13.087711
