class,cell,x,y,area_um2,perimeter_um,cell_circularity,cell_solidity,E3,Vimentin,CD163,P2Ry12,a-BetaPSD-95,CD11c,HLA-A,TMEM119,CD31,Gal3,HLA-DR,CD8,ATG7,MAP2,GFAP,CollagenIV,CD3e,CD4,NeuN,Neurofilament,CD74,Claudin-5,CD40,CD11b,E1,E10,Synaptophysin,CD34,ApoE,E2,PCNA,Olig2,E4,DAPI_1,H2A.x,E5,E6,E9,S100B,SMA,CD44,CD45,E8,CD68,AQP4,IBA1,CD14,E7,None,UMAP_1,UMAP_2,TSNE_1,TSNE_2
dense,497,23989,3884,273.46,77.1,0.58,0.89,2.097,41.364,16.213,1.0,191.054,12.867,81.475,4.315,193.032,51.38,31.702,7.283,1.0,425.468,151.245,2.056,7.88,1.0,49.17,68.133,115.639,1.0,3.167,42.625,44.781,3.105,67.943,431.631,1.0,523.401,1.0,98.375,2.171,6.569,121.758,58.857,1.0,5.556,25.851,157.883,2.274,1.0,255.847,15.011,1.0,173.097,107.655,109.045,9.841,-48.45345,27.60656,6.6324935,-9.785161
dense,498,16657,3900,237.71,70.59,0.6,0.89,4.29,112.0,1.0,1.0,320.193,58.178,284.05,5.42,257.762,36.635,96.649,4.142,8.4,521.938,290.947,7.336,1.0,1.0,72.208,7.394,132.016,1.0,2.084,134.2,136.323,14.685,124.588,583.618,4.176,430.558,1.0,372.469,15.054,11.023,88.824,269.071,1.0,8.974,54.015,504.106,3.548,23.027,350.14,19.215,1.0,243.055,214.31,130.654,11.104,-61.584694,16.323112,-19.918964,3.9069185
dense,499,11387,3916,789.81,163.1,0.37,0.85,6.483,118.727,36.497,1.0,510.246,81.913,475.525,31.942,341.911,68.583,140.34,7.283,28.133,421.18,161.789,9.448,47.785,1.0,84.774,24.976,394.049,13.306,15.086,188.312,112.442,12.58,83.392,615.282,39.118,269.628,1.0,549.188,31.45,13.251,44.912,319.214,1.0,10.113,55.672,444.599,20.114,3.591,408.755,20.616,1.0,129.723,200.089,147.276,9.841,-63.410767,-0.92209625,-22.09003,1.030339
dense,500,17483,3969,1872.41,309.55,0.25,0.82,5.386,98.545,1.0,1.0,135.012,24.734,125.875,12.051,160.667,13.288,76.574,4.142,7.167,605.545,209.235,8.392,5.128,6.176,53.358,15.386,99.262,4.356,4.251,159.175,98.512,9.421,103.99,355.637,5.765,449.126,2.129,217.39,15.054,9.91,116.269,222.786,1.0,6.696,52.358,511.319,2.274,104.658,258.395,17.813,14.409,342.395,139.651,142.29,9.841,-60.043697,25.279633,-17.87447,6.4084806
dense,501,13241,3926,1165.53,326.34,0.14,0.67,5.386,44.727,31.426,1.0,286.08,103.489,383.95,12.051,320.335,46.465,148.606,161.217,25.667,562.67,169.697,7.336,2.376,6.176,103.623,13.787,410.426,42.392,2.084,146.688,96.522,9.421,109.139,472.794,1.0,393.42,2.129,567.22,54.873,9.91,269.962,271.0,1.0,6.696,45.731,413.944,4.823,15.253,408.755,15.011,4.352,224.866,182.313,158.912,7.315,-64.46994,12.095093,-20.673388,2.785105
dense,502,12180,4002,3784.9,651.35,0.11,0.69,4.29,54.818,6.071,1.0,125.266,111.041,306.25,6.525,305.231,63.668,107.277,7.283,50.333,532.657,243.501,5.224,18.888,6.176,51.264,28.173,430.898,4.356,6.418,146.688,74.631,4.158,83.392,591.534,18.471,24.52,1.0,534.762,45.504,8.796,110.78,197.714,1.0,6.696,47.388,332.798,3.548,3.591,383.27,16.412,1.0,161.903,132.541,117.356,8.578,-57.398453,0.92707825,-20.406414,-1.0968434
dense,503,17658,3934,649.17,129.98,0.48,0.86,6.483,128.818,36.497,1.0,247.095,27.971,211.9,15.366,147.721,5.915,100.191,10.425,12.1,611.976,180.24,7.336,2.376,6.176,93.151,7.394,132.016,1.0,1.0,150.85,52.741,8.369,134.887,290.726,1.0,732.61,8.902,267.881,19.739,9.91,231.538,213.143,1.0,5.556,57.328,547.384,3.548,146.121,273.686,20.616,1.0,283.63,157.427,148.938,8.578,-65.26075,28.13556,-19.326496,7.578064
dense,504,14244,3942,568.8,120.48,0.49,0.88,8.676,95.182,16.213,1.0,624.766,36.602,375.625,16.471,410.957,16.974,137.979,10.425,9.633,524.082,122.251,8.392,2.376,1.0,128.755,10.59,234.373,62.529,2.084,163.338,201.994,15.738,109.139,374.635,2.588,425.606,10.031,505.91,23.252,16.592,379.742,232.429,1.0,7.835,70.582,570.827,4.823,152.599,492.855,23.418,51.285,254.248,271.192,190.494,13.63,-72.004425,14.080563,-23.027643,4.4239435
dense,505,18080,3994,524.6,149.34,0.3,0.72,6.483,85.091,1.0,1.0,98.463,29.05,181.375,7.631,240.501,13.288,84.84,1.0,2.233,541.232,238.23,6.28,1.0,1.0,114.094,8.992,107.451,3.237,2.084,100.9,94.532,7.316,98.84,409.466,7.353,347.617,1.0,321.978,15.054,12.137,66.868,282.571,1.0,7.835,30.821,255.258,11.194,135.755,296.622,19.215,7.705,354.987,196.534,167.223,12.367,-54.023735,24.005194,-16.803926,5.160045
dense,506,25502,3987,401.51,96.99,0.54,0.86,3.193,4.364,1.0,1.0,139.885,11.788,6.55,4.315,63.572,64.897,1.0,1.0,1.0,476.918,174.968,3.112,1.0,1.0,30.321,20.181,222.09,1.0,2.084,21.812,16.92,3.105,83.392,396.8,1.0,39.375,1.0,15.426,1.0,4.341,39.423,8.714,1.0,2.139,15.91,78.54,3.548,1.0,169.199,13.61,1.0,5.197,4.555,62.502,3.526,-6.574188,13.541203,-5.6205044,-3.8005521
dense,507,22228,3979,191.45,54.11,0.82,0.97,5.386,128.818,1.0,1.0,332.376,100.253,431.125,16.471,303.073,101.76,54.138,10.425,1.0,502.644,591.438,9.448,2.376,1.0,151.792,12.189,492.311,4.356,2.084,84.25,92.542,11.527,243.026,42.163,26.412,122.316,1.0,567.22,15.054,15.478,83.335,191.929,1.0,8.974,49.045,291.323,7.371,83.926,370.528,26.22,1.0,357.786,217.865,358.379,2.263,-49.681652,6.967695,-13.75951,0.68342257
dense,508,17790,4046,1621.76,382.82,0.14,0.67,5.386,122.091,1.0,1.0,88.717,19.34,214.675,10.946,218.924,13.288,83.66,7.283,2.233,560.526,209.235,5.224,2.376,1.0,70.113,10.59,201.619,2.119,2.084,134.2,68.661,6.263,78.242,455.379,1.0,291.911,1.0,311.159,11.54,9.91,66.868,226.643,1.0,6.696,29.164,516.729,3.548,152.599,334.849,17.813,11.057,304.618,196.534,162.236,7.315,-56.366863,20.145916,-17.649323,4.182184
dense,509,14166,4083,3212.97,500.27,0.16,0.77,5.386,300.364,87.208,1.0,195.927,58.178,386.725,28.627,339.754,42.779,119.085,41.84,5.933,521.938,153.881,7.336,3.752,1.0,84.774,12.189,234.373,20.018,3.167,179.987,158.213,7.316,109.139,480.71,4.176,190.401,4.386,513.123,26.766,11.023,94.313,215.071,1.0,4.417,52.358,460.829,3.548,219.977,398.561,17.813,21.114,290.626,267.637,172.21,8.578,-61.043873,14.046915,-18.81854,2.9242415
dense,510,17911,3998,226.98,71.07,0.56,0.85,6.483,21.182,1.0,1.0,451.768,26.892,184.15,14.261,173.613,7.144,76.574,1.0,3.467,547.663,167.061,9.448,1.0,1.0,103.623,5.795,103.357,1.0,2.084,130.038,38.811,14.685,109.139,262.228,1.0,512.26,1.0,253.455,15.054,15.478,61.379,195.786,1.0,11.252,27.507,659.186,6.097,76.152,230.362,26.22,1.0,357.786,107.655,158.912,14.893,-64.809326,27.576515,-19.061573,8.505638
dense,511,13158,4015,246.38,96.28,0.33,0.8,5.386,61.545,1.0,1.0,337.249,134.775,386.725,5.42,277.181,77.185,128.532,4.142,19.5,530.513,188.148,9.448,3.752,1.0,42.887,15.386,328.541,1.0,3.167,92.575,46.771,7.316,98.84,646.946,1.0,25.758,1.0,495.09,30.279,9.91,44.912,284.5,1.0,5.556,50.701,428.37,4.823,3.591,324.656,15.011,1.0,222.067,139.651,90.76,8.578,-51.75055,-4.281517,-19.074938,-3.4528263
dense,512,18693,4029,347.79,101.39,0.43,0.77,4.29,68.273,1.0,1.0,76.534,47.39,131.425,4.315,382.907,31.72,32.883,4.142,2.233,536.944,248.773,5.224,1.0,1.0,38.698,20.181,209.807,18.899,2.084,130.038,124.382,5.211,52.495,589.951,8.941,38.138,1.0,213.783,16.225,11.023,33.934,217.0,1.0,4.417,22.537,320.175,4.823,43.759,322.107,20.616,7.705,282.231,228.53,157.25,7.315,-34.019188,5.1580086,-13.270694,-2.657105
dense,513,10126,4027,255.26,82.49,0.47,0.84,4.29,21.182,56.782,1.0,381.107,119.672,364.525,6.525,320.335,69.812,122.628,57.547,34.3,496.212,420.106,6.28,2.376,1.0,57.547,96.904,541.443,7.712,3.167,138.363,84.582,4.158,93.691,604.2,4.176,18.331,1.0,523.942,31.45,8.796,72.357,299.929,1.0,4.417,29.164,583.449,6.097,30.802,446.982,10.808,1.0,227.664,182.313,251.997,8.578,-56.676052,-9.534273,-21.373573,-4.6668944
dense,514,26332,4016,216.96,65.7,0.63,0.9,16.352,27.909,1.0,1.0,615.02,27.971,3.775,17.576,309.546,88.244,1.0,1.0,1.0,416.893,180.24,18.952,1.0,1.0,38.698,28.173,316.258,1.0,9.668,17.65,50.751,30.475,109.139,450.629,1.0,75.275,1.0,116.408,1.0,21.047,44.912,2.929,1.0,6.696,39.104,112.801,8.645,1.0,271.138,27.621,1.0,63.962,143.206,99.072,8.578,-5.4957037,20.23242,4.3130283,7.7356644
dense,515,23786,4039,504.63,174.37,0.21,0.69,3.193,58.182,6.071,1.0,42.422,48.469,198.025,29.732,300.916,52.609,69.489,186.349,2.233,476.918,161.789,2.056,5.128,1.0,61.736,13.787,152.488,1.0,3.167,80.087,76.622,5.211,62.794,379.385,1.0,501.119,1.0,217.39,11.54,6.569,116.269,70.429,1.0,3.278,32.478,195.751,4.823,2.296,314.462,19.215,1.0,143.714,192.979,124.005,4.789,-51.791237,25.243492,-15.903842,5.3017316
dense,516,15626,4100,1133.55,216.55,0.3,0.83,4.29,101.909,56.782,1.0,366.488,20.419,364.525,23.102,404.484,14.517,113.181,29.274,10.867,524.082,116.979,6.28,2.376,1.0,95.245,8.992,172.959,18.899,2.084,175.825,134.333,11.527,124.588,301.808,1.0,534.543,24.705,404.928,18.567,8.796,149.203,190.0,1.0,4.417,55.672,475.255,3.548,30.802,421.497,19.215,31.171,261.244,360.071,175.534,12.367,-68.673706,19.107496,-21.30231,5.3533964
dense,517,13873,4080,570.86,117.42,0.52,0.86,5.386,445.0,31.426,1.0,342.122,77.597,292.375,14.261,251.289,34.177,148.606,7.283,10.867,588.395,174.968,9.448,1.0,1.0,80.585,20.181,267.127,3.237,2.084,188.312,90.552,8.369,83.392,537.705,12.118,379.803,1.0,484.271,29.108,17.706,132.736,286.429,1.0,7.835,55.672,321.978,3.548,160.374,352.689,23.418,1.0,257.046,125.431,152.263,11.104,-61.48656,14.731916,-20.043533,3.6243277
dense,518,16470,4100,919.36,184.41,0.34,0.83,5.386,108.636,21.284,1.0,359.178,16.104,178.6,7.631,152.037,5.915,104.915,16.708,10.867,566.957,116.979,8.392,7.88,1.0,74.302,8.992,37.848,1.0,1.0,163.338,118.412,12.58,129.737,284.393,2.588,550.636,25.834,307.552,10.369,12.137,182.137,205.429,1.0,6.696,55.672,453.616,2.274,63.195,291.526,20.616,88.161,308.815,171.648,137.303,11.104,-64.62034,26.98779,-19.376049,7.114952
dense,519,19158,4077,198.91,66.76,0.56,0.87,8.676,179.273,1.0,1.0,415.22,33.365,53.725,23.102,70.045,15.745,49.415,1.0,3.467,440.474,230.322,12.616,1.0,1.0,72.208,2.598,230.279,1.0,4.251,113.388,32.841,17.843,88.541,450.629,1.0,182.974,1.0,224.603,18.567,14.365,44.912,444.571,1.0,6.696,15.91,893.608,6.097,258.848,204.878,19.215,4.352,721.567,43.662,341.757,8.578,-27.175236,-17.496391,-12.705782,-9.61214
dense,520,142,4101,272.11,142.59,0.17,0.61,5.386,88.455,1.0,1.0,346.995,93.78,306.25,5.42,296.6,45.236,147.426,4.142,25.667,530.513,1000.0,8.392,7.88,6.176,65.925,538.062,402.238,1.0,10.752,67.6,56.721,16.79,232.727,605.783,35.941,8.428,1.0,844.921,25.594,4.341,110.78,176.5,1.0,5.556,47.388,543.778,4.823,24.323,459.724,9.407,1.0,338.197,150.317,208.779,6.052,-57.864426,-9.066057,-22.713745,-4.6555123
dense,521,25929,4102,236.86,85.41,0.41,0.82,13.063,51.455,1.0,1.0,173.998,2.079,9.325,9.841,65.73,71.041,1.0,1.0,1.0,481.206,227.686,10.504,34.025,1.0,26.132,100.101,201.619,1.0,17.253,17.65,10.95,12.58,109.139,605.783,12.118,28.234,1.0,62.31,1.0,14.365,50.401,1.0,1.0,7.835,47.388,94.769,3.548,1.0,194.684,27.621,1.0,9.395,36.552,45.88,12.367,-7.0305004,15.192497,-5.739296,-2.9155798
dense,522,11516,4094,198.27,67.69,0.54,0.87,4.29,14.455,1.0,1.0,429.839,116.435,356.2,6.525,309.546,72.269,103.734,4.142,26.9,410.461,370.024,6.28,2.376,1.0,51.264,16.984,369.484,2.119,4.251,163.338,72.641,7.316,78.242,523.456,2.588,24.52,1.0,520.336,27.937,9.91,22.956,157.214,1.0,7.835,37.448,294.93,4.823,1.0,357.786,13.61,1.0,139.517,168.093,130.654,9.841,-51.868694,-6.799679,-19.649376,-4.2841697
dense,523,23838,4106,446.57,124.43,0.36,0.82,3.193,7.727,1.0,1.0,281.207,39.838,198.025,4.315,482.16,50.151,44.691,4.142,2.233,451.193,177.604,3.112,1.0,1.0,84.774,18.582,226.184,3.237,2.084,105.063,168.163,5.211,57.644,412.632,1.0,338.952,1.0,202.964,8.027,7.682,77.846,109.0,1.0,3.278,29.164,204.767,3.548,2.296,355.237,12.209,34.523,131.122,317.409,94.085,4.789,-50.82367,21.332361,-15.640884,3.9741714
dense,524,13163,4116,334.22,97.09,0.45,0.82,6.483,21.182,1.0,1.0,378.671,115.356,342.325,8.736,404.484,64.897,114.362,41.84,19.5,481.206,256.681,8.392,3.752,1.0,55.453,23.378,414.52,8.831,3.167,150.85,106.472,7.316,88.541,613.699,23.235,33.186,1.0,487.877,30.279,9.91,39.423,220.857,1.0,5.556,37.448,368.863,4.823,16.549,416.401,17.813,4.352,227.664,196.534,140.627,7.315,-52.902237,-5.6347923,-19.884665,-4.063618
dense,525,16245,4130,508.4,197.11,0.16,0.7,3.193,192.727,36.497,1.0,322.629,33.365,322.9,33.048,238.343,41.55,114.362,151.792,19.5,594.826,103.799,6.28,56.041,6.176,101.528,8.992,70.602,3.237,43.257,221.612,136.323,9.421,129.737,341.388,40.706,598.914,22.447,394.108,24.423,8.796,204.093,253.643,1.0,5.556,52.358,460.829,3.548,89.109,426.594,16.412,11.057,285.029,256.972,137.303,8.578,-67.640305,21.937057,-20.547058,6.158114
dense,526,22260,4126,342.6,123.77,0.28,0.75,3.193,98.545,1.0,1.0,385.98,35.523,220.225,19.787,221.082,34.177,69.489,7.283,1.0,421.18,327.85,5.224,5.128,1.0,109.906,7.394,50.131,5.475,2.084,125.875,68.661,17.843,165.784,398.384,40.706,111.175,1.0,495.09,13.883,11.023,231.538,130.214,1.0,3.278,40.761,354.437,8.645,89.109,288.977,17.813,14.409,307.416,207.199,245.348,7.315,-44.901146,7.7468805,-14.512989,-0.16726369
dense,527,14571,4135,513.58,163.76,0.24,0.75,6.483,229.727,1.0,3.838,273.898,59.257,311.8,31.942,533.944,28.033,124.989,41.84,17.033,652.708,174.968,7.336,2.376,6.176,145.509,44.157,299.881,14.424,2.084,196.638,154.233,8.369,109.139,417.382,1.0,409.513,16.803,466.238,25.594,11.023,165.67,230.5,2.601,6.696,54.015,507.713,3.548,156.486,467.37,17.813,4.352,303.218,367.181,227.063,8.578,-67.619736,16.013304,-21.554485,5.0946302
dense,528,11788,4174,1388.39,306.5,0.19,0.73,5.386,68.273,1.0,1.0,247.095,114.278,392.275,4.315,303.073,63.668,108.457,1.0,35.533,459.768,269.86,6.28,5.128,1.0,57.547,18.582,320.352,2.119,3.167,175.825,64.681,6.263,103.99,564.62,4.176,395.896,1.0,563.614,30.279,9.91,66.868,234.357,1.0,8.974,55.672,332.798,6.097,2.296,347.592,19.215,1.0,164.702,143.206,122.343,8.578,-60.670914,7.1995087,-20.29665,1.551041
dense,529,13793,4130,342.6,122.7,0.29,0.75,5.386,603.091,26.355,1.0,283.644,84.07,331.225,4.315,303.073,52.609,130.894,7.283,9.633,629.127,346.301,8.392,2.376,1.0,63.83,13.787,189.336,2.119,2.084,155.013,62.691,6.263,119.438,578.868,8.941,206.494,1.0,592.466,24.423,8.796,127.247,452.286,1.0,3.278,50.701,520.336,3.548,169.444,380.722,15.011,1.0,229.063,185.868,157.25,8.578,-60.019928,8.661003,-19.393824,0.8175989
dense,530,16154,4139,222.29,65.04,0.66,0.92,5.386,98.545,71.995,1.0,590.654,52.784,181.375,20.892,279.339,46.465,110.819,19.849,7.167,517.65,214.507,8.392,3.752,6.176,38.698,16.984,127.922,2.119,2.084,159.175,64.681,14.685,134.887,727.689,1.0,78.989,1.0,321.978,18.567,12.137,66.868,180.357,1.0,4.417,73.896,403.125,3.548,81.335,342.495,24.819,4.352,331.202,143.206,143.952,13.63,-37.21006,-8.942509,-15.146448,-6.7047124
dense,531,13409,4143,547.91,177.58,0.22,0.74,5.386,64.909,1.0,1.0,208.11,104.568,286.825,6.525,307.389,39.092,123.809,4.142,33.067,528.369,356.844,7.336,2.376,6.176,70.113,13.787,213.902,1.0,2.084,146.688,54.731,6.263,109.139,442.713,1.0,405.799,1.0,451.812,29.108,11.023,88.824,215.071,1.0,8.974,52.358,325.585,4.823,3.591,365.431,19.215,1.0,178.693,146.762,109.045,8.578,-58.799095,13.094868,-19.498945,3.0270498
dense,532,15407,4177,1320.73,307.38,0.18,0.71,5.386,21.182,26.355,1.0,281.207,32.286,264.625,8.736,357.015,20.661,106.096,16.708,12.1,483.35,111.707,7.336,1.0,1.0,59.642,18.582,217.996,11.068,2.084,167.5,102.492,9.421,129.737,398.384,26.412,496.167,14.546,386.895,17.396,11.023,242.516,218.929,1.0,7.835,77.209,504.106,3.548,25.619,357.786,22.017,4.352,226.265,299.633,163.899,13.63,-64.82057,19.97058,-20.03945,5.433482
dense,533,16950,4184,1400.04,345.68,0.15,0.71,7.58,172.545,1.0,1.0,152.068,11.788,228.55,30.837,259.92,29.262,93.106,70.113,7.167,519.794,101.164,9.448,2.376,1.0,61.736,5.795,62.414,11.068,2.084,159.175,64.681,15.738,103.99,349.304,1.0,294.387,7.773,350.83,17.396,14.365,132.736,209.286,1.0,7.835,54.015,361.65,4.823,33.393,352.689,20.616,14.409,188.487,335.185,124.005,9.841,-56.597836,21.33364,-17.672699,4.7797704
dense,534,12794,4169,447.42,107.47,0.49,0.87,6.483,44.727,1.0,1.0,778.271,99.174,336.775,14.261,227.555,42.779,119.085,1.0,29.367,474.775,251.409,8.392,5.128,1.0,65.925,12.189,332.635,1.0,3.167,171.663,50.751,13.632,114.289,406.3,2.588,712.803,3.258,487.877,29.108,11.023,110.78,269.071,1.0,7.835,54.015,513.123,7.371,11.366,311.913,16.412,1.0,205.277,107.655,148.938,13.63,-70.72388,10.576809,-23.791113,3.318974
dense,535,16626,4182,639.79,160.56,0.31,0.8,5.386,91.818,26.355,1.0,317.756,16.104,417.25,16.471,344.069,15.745,113.181,123.519,7.167,554.094,109.071,11.56,2.376,1.0,86.868,7.394,66.508,17.781,2.084,163.338,221.894,14.685,140.036,306.558,2.588,523.401,21.319,408.534,10.369,14.365,204.093,195.786,1.0,7.835,68.925,376.076,3.548,46.35,441.885,22.017,51.285,335.399,367.181,183.845,9.841,-68.57822,20.28239,-21.305313,5.740447
dense,536,12161,4267,2986.98,688.01,0.08,0.6,5.386,186.0,51.711,3.838,424.966,91.622,375.625,28.627,307.389,51.38,147.426,57.547,29.367,549.807,174.968,6.28,25.769,6.176,70.113,32.968,332.635,11.068,17.253,204.963,136.323,12.58,83.392,496.542,40.706,350.093,5.515,599.679,56.045,8.796,187.626,249.786,2.601,8.974,47.388,372.469,4.823,64.49,426.594,17.813,17.762,244.454,189.423,147.276,9.841,-61.175705,9.107368,-20.36016,1.045237
dense,537,14457,4198,812.69,173.5,0.34,0.86,3.193,159.091,11.142,1.0,617.456,24.734,431.125,16.471,266.393,10.83,136.798,16.708,9.633,644.133,95.892,6.28,5.128,1.0,139.226,12.189,512.783,39.036,2.084,175.825,257.715,15.738,98.84,312.891,2.588,498.643,34.864,491.484,26.766,11.023,182.137,190.0,1.0,4.417,54.015,588.859,6.097,138.346,500.5,19.215,17.762,329.803,363.626,222.077,8.578,-71.53472,13.5065975,-23.49651,4.197558
dense,538,18479,4189,346.16,118.49,0.31,0.77,3.193,61.545,1.0,1.0,500.5,39.838,114.775,4.315,212.451,32.948,48.234,1.0,1.0,464.056,238.23,5.224,2.376,1.0,34.509,32.968,385.861,2.119,2.084,117.55,68.661,7.316,78.242,589.951,1.0,77.751,1.0,285.913,12.712,7.682,33.934,269.071,1.0,5.556,17.567,504.106,6.097,64.49,260.944,13.61,1.0,292.025,82.769,142.29,8.578,-34.17035,-10.060633,-14.202209,-7.011649
dense,539,23940,4222,674.97,199.06,0.21,0.72,2.097,112.0,16.213,1.0,273.898,27.971,347.875,12.051,316.019,37.863,49.415,242.896,1.0,566.957,116.979,2.056,12.008,1.0,65.925,12.189,107.451,26.73,4.251,92.575,86.572,4.158,62.794,417.382,1.0,535.781,1.0,282.307,3.342,5.455,280.94,124.429,1.0,4.417,32.478,206.57,3.548,2.296,457.176,17.813,155.208,135.319,459.616,140.627,7.315,-62.220795,21.901049,-18.628405,4.952476
dense,540,17794,4252,1362.73,263.47,0.25,0.8,5.386,438.273,87.208,1.0,193.49,13.946,317.35,26.417,193.032,15.745,155.691,98.387,3.467,526.225,138.066,5.224,25.769,1.0,101.528,10.59,193.43,17.781,4.251,150.85,174.133,6.263,109.139,327.139,8.941,361.234,7.773,390.502,18.567,7.682,198.604,261.357,1.0,6.696,49.045,450.009,2.274,188.879,370.528,15.011,168.617,271.038,299.633,172.21,11.104,-63.76584,19.634739,-20.54878,5.817771
dense,541,10014,4213,248.94,77.82,0.52,0.86,4.29,4.364,1.0,1.0,310.446,93.78,492.175,4.315,275.024,102.989,87.202,1.0,41.7,376.161,248.773,6.28,2.376,1.0,55.453,235.965,144.299,22.255,2.084,105.063,72.641,6.263,52.495,580.452,12.118,10.903,1.0,599.679,19.739,7.682,143.714,114.786,1.0,3.278,29.164,302.143,4.823,1.0,459.724,12.209,1.0,173.097,274.747,132.316,6.052,-51.646645,-1.0834312,-18.57799,-2.375141
dense,542,11981,4230,606.96,190.39,0.21,0.71,5.386,199.455,16.213,1.0,741.722,99.174,406.15,21.997,380.749,61.21,163.957,76.396,31.833,528.369,222.414,6.28,58.793,6.176,93.151,18.582,291.693,31.205,14.002,209.125,104.482,13.632,93.691,506.041,72.471,282.007,1.0,588.859,32.621,12.137,160.181,274.857,1.0,8.974,57.328,350.83,6.097,6.183,390.916,16.412,1.0,194.084,239.196,153.925,8.578,-69.27687,5.5383205,-23.075068,2.0836904
dense,543,24148,4242,760.39,182.05,0.29,0.8,1.0,34.636,1.0,1.0,161.815,4.237,128.65,4.315,193.032,35.406,5.723,7.283,1.0,566.957,122.251,3.112,5.128,1.0,61.736,42.558,127.922,1.0,2.084,63.438,112.442,6.263,67.943,354.054,4.176,331.524,1.0,188.538,23.252,4.341,149.203,80.071,1.0,3.278,27.507,154.276,4.823,1.0,355.237,10.808,1.0,145.113,143.206,89.098,3.526,-48.828987,25.125164,-14.915006,4.718379
dense,544,17284,4218,272.6,88.65,0.44,0.77,3.193,31.273,1.0,1.0,105.773,53.863,181.375,4.315,316.019,16.974,70.67,7.283,13.333,532.657,227.686,10.504,2.376,6.176,63.83,5.795,168.865,3.237,1.0,167.5,80.602,7.316,119.438,480.71,1.0,569.204,10.031,329.191,20.91,8.796,253.495,249.786,1.0,6.696,35.791,381.486,2.274,92.996,350.14,15.011,1.0,241.655,253.416,153.925,6.052,-60.674843,25.17582,-18.431137,6.346468
dense,545,8473,4288,1601.37,300.45,0.22,0.81,7.58,482.0,92.279,1.0,590.654,32.286,594.85,68.41,717.346,20.661,163.957,390.547,13.333,526.225,58.989,12.616,17.512,1.0,174.83,10.59,344.918,141.956,4.251,184.15,231.845,22.054,134.887,23.165,62.941,91.368,1.0,704.267,80.639,8.796,462.077,263.286,1.0,10.113,47.388,619.514,4.823,858.767,645.763,20.616,121.685,475.315,672.925,384.975,11.104,-35.844646,-29.64946,-16.195536,-13.213738
dense,546,17680,4341,2733.5,546.64,0.11,0.72,5.386,169.182,1.0,3.838,115.52,24.734,150.85,10.946,173.613,19.432,80.117,4.142,19.5,534.8,153.881,8.392,2.376,6.176,68.019,24.976,152.488,2.119,2.084,142.525,100.502,16.79,93.691,352.471,1.0,465.219,34.864,285.913,17.396,6.569,165.67,242.071,2.601,10.113,45.731,365.256,3.548,91.7,271.138,10.808,4.352,276.634,171.648,137.303,8.578,-57.964798,23.034016,-17.535574,5.6222177
dense,547,11475,4274,833.3,231.9,0.19,0.72,5.386,118.727,1.0,1.0,546.795,113.199,331.225,9.841,328.965,73.498,120.266,1.0,25.667,446.906,211.871,6.28,57.417,1.0,49.17,16.984,414.52,3.237,17.253,146.688,72.641,12.58,67.943,618.448,39.118,116.126,1.0,505.91,30.279,7.682,39.423,184.214,1.0,6.696,39.104,325.585,6.097,1.0,390.916,17.813,1.0,146.513,178.758,122.343,9.841,-56.727253,-7.3519993,-19.838923,-5.126819
dense,548,22160,4272,370.25,129.5,0.28,0.74,3.193,108.636,1.0,1.0,393.29,48.469,153.625,19.787,188.717,35.406,57.681,1.0,2.233,410.461,301.491,8.392,2.376,1.0,84.774,5.795,107.451,1.0,2.084,138.363,46.771,15.738,124.588,509.208,2.588,106.223,1.0,459.025,16.225,4.341,50.401,128.286,1.0,4.417,34.134,220.996,9.92,153.895,286.429,6.604,1.0,403.958,104.1,253.659,6.052,-32.547905,-5.0785294,-12.634796,-6.3439493
dense,549,26067,4267,216.25,60.11,0.75,0.94,2.097,7.727,1.0,1.0,220.293,4.237,3.775,4.315,78.676,50.151,1.0,1.0,1.0,374.017,182.876,5.224,1.0,1.0,19.849,37.763,168.865,1.0,3.167,13.488,12.94,7.316,78.242,545.621,1.0,15.855,1.0,44.278,1.0,6.569,22.956,1.0,1.0,2.139,24.194,69.523,2.274,1.0,176.844,9.407,1.0,75.155,11.665,29.258,7.315,-5.8308334,15.349209,-5.2754526,-3.34966
dense,550,15889,4290,642.78,220.08,0.17,0.73,8.676,233.091,102.421,1.0,359.178,34.444,281.275,24.207,240.501,23.118,112.0,51.264,8.4,491.925,138.066,11.56,27.145,1.0,114.094,10.59,123.828,4.356,12.919,159.175,134.333,12.58,129.737,480.71,24.824,478.836,3.258,419.354,15.054,13.251,280.94,180.357,1.0,7.835,88.806,459.025,4.823,23.027,362.883,24.819,51.285,236.059,178.758,210.441,18.681,-66.078125,19.875412,-20.379675,5.570793
dense,551,10900,4312,997.96,242.35,0.21,0.72,5.386,31.273,6.071,1.0,615.02,97.016,500.5,13.156,369.961,82.1,97.83,76.396,28.133,530.513,356.844,6.28,10.632,6.176,53.358,125.675,553.725,9.95,5.334,113.388,90.552,9.421,73.093,594.7,24.824,41.851,1.0,646.563,47.846,8.796,127.247,105.143,1.0,10.113,44.075,271.487,6.097,1.0,446.982,17.813,1.0,82.151,192.979,147.276,12.367,-55.33464,-11.429962,-21.041119,-5.580041
