class,cell,x,y,area_um2,perimeter_um,cell_circularity,cell_solidity,E3,Vimentin,CD163,P2Ry12,a-BetaPSD-95,CD11c,HLA-A,TMEM119,CD31,Gal3,HLA-DR,CD8,ATG7,MAP2,GFAP,CollagenIV,CD3e,CD4,NeuN,Neurofilament,CD74,Claudin-5,CD40,CD11b,E1,E10,Synaptophysin,CD34,ApoE,E2,PCNA,Olig2,E4,DAPI_1,H2A.x,E5,E6,E9,S100B,SMA,CD44,CD45,E8,CD68,AQP4,IBA1,CD14,E7,None,UMAP_1,UMAP_2,TSNE_1,TSNE_2
diffuse,1001425,22668,13585,562.97,233.15,0.13,0.7,5.269,18.696,1.0,1.0,358.413,75.153,48.625,2.07,174.566,42.993,105.015,1.0,7.819,256.174,190.81,4.058,2.361,1.0,14.561,10.137,97.58,1.0,3.066,39.821,32.514,6.123,19.767,217.728,4.581,45.428,1.0,70.898,20.54,3.2,49.534,43.372,1.0,6.961,26.475,109.672,2.151,1.0,144.433,9.43,1.0,110.397,37.883,63.717,6.989,27.89466,34.231323,18.820152,2.0996325
diffuse,1001426,20682,13600,346.16,156.04,0.18,0.63,6.337,29.957,1.0,1.0,156.27,61.764,44.09,3.139,106.995,29.732,161.023,1.0,12.365,227.247,123.377,5.078,1.0,1.0,16.821,17.244,142.852,1.0,3.066,57.938,22.009,4.074,16.88,442.15,1.0,280.263,1.0,67.672,27.868,4.301,25.267,124.856,1.0,5.768,37.393,226.201,1.0,36.012,126.819,10.835,1.0,172.91,29.453,72.677,10.583,68.19918,1.0143318,8.7157755,-8.045641
diffuse,1001427,23160,13589,279.71,80.22,0.55,0.87,5.269,21.913,45.561,1.0,663.094,80.302,86.045,14.905,256.712,80.566,81.011,61.469,5.546,207.618,145.855,4.058,1.0,1.0,25.862,11.152,55.326,92.887,2.033,43.703,160.672,3.049,19.767,230.552,1.0,50.506,1.0,135.419,14.434,3.2,178.96,33.594,1.0,5.768,28.295,97.889,2.151,1.0,236.281,9.43,3.425,93.567,250.75,162.274,10.583,38.92243,30.323032,19.458904,-6.537592
diffuse,1001428,21011,13614,762.45,201.91,0.24,0.8,7.404,44.435,1.0,1.0,513.683,49.405,61.099,8.487,203.715,20.892,141.592,4.779,15.775,224.148,118.383,6.097,1.0,1.0,32.643,13.183,100.598,7.411,2.033,54.056,71.382,5.098,26.986,529.354,6.371,711.851,3.112,79.501,24.204,5.401,122.336,183.525,1.0,9.345,28.295,226.201,3.302,55.852,153.241,10.835,9.487,278.7,71.604,121.955,6.989,72.05726,-11.87171,3.2752948,-8.038727
diffuse,1001429,20356,13638,1007.06,230.87,0.24,0.81,4.202,63.739,12.399,2.657,460.95,44.256,78.108,8.487,146.743,19.787,141.592,14.858,21.457,270.637,113.387,4.058,2.361,1.0,24.732,8.107,67.399,5.274,2.033,70.878,62.978,4.074,26.986,478.058,1.0,576.028,4.168,81.651,25.425,5.401,94.024,162.339,1.0,5.768,33.754,182.993,2.151,54.685,185.953,13.646,7.062,194.549,60.013,95.076,6.989,70.68945,-9.751379,4.2003646,-6.983949
diffuse,1001430,24160,13619,287.1,116.21,0.27,0.76,3.135,2.609,1.0,1.0,197.284,11.299,7.804,1.0,76.521,45.204,27.289,1.0,1.0,265.472,170.83,3.039,1.0,1.0,14.561,14.198,31.181,1.0,2.033,13.94,15.707,2.025,22.655,95.899,1.0,202.831,1.0,34.336,1.0,2.1,41.445,30.334,1.0,3.384,1.0,80.868,2.151,1.0,112.979,5.215,1.0,74.332,11.538,51.398,4.594,22.507328,33.3244,19.914803,0.69761217
diffuse,1001431,24023,13645,711.78,218.77,0.19,0.74,4.202,9.043,1.0,1.0,197.284,1.0,3.268,2.07,35.448,30.837,19.288,1.0,1.0,237.578,110.89,3.039,1.0,1.0,11.171,13.183,10.054,1.0,2.033,6.176,23.06,2.025,19.767,116.417,1.0,308.189,1.0,13.904,1.0,3.2,57.623,31.964,1.0,5.768,11.918,90.033,2.151,1.0,101.655,8.025,1.0,81.545,6.269,51.398,5.791,60.228157,5.16473,19.690548,4.904675
diffuse,1001432,18756,13741,2433.11,497.04,0.12,0.69,5.269,21.913,1.0,1.0,625.009,56.614,58.831,5.278,171.916,23.102,113.016,32.494,20.321,253.074,228.272,5.078,2.361,1.0,29.252,11.152,160.961,11.684,3.066,56.644,80.836,5.098,26.986,587.063,4.581,275.186,1.0,69.822,26.647,5.401,49.534,115.078,1.0,8.153,48.311,228.819,3.302,5.668,201.052,15.051,15.549,266.679,48.421,105.156,10.583,54.110275,-10.700193,10.8117075,9.524306
diffuse,1001433,5940,13698,238.42,155.47,0.12,0.55,8.471,86.261,7.218,1.0,238.299,8.209,99.653,13.835,159.992,6.525,119.874,42.573,6.683,258.24,33.468,8.136,13.249,1.0,24.732,3.03,230.378,26.643,4.099,20.411,35.666,7.148,24.098,3.565,58.29,39.081,1.0,140.795,40.081,9.802,65.713,234.046,1.0,6.961,35.574,664.818,2.151,250.75,207.343,10.835,27.672,281.105,99.003,134.275,11.781,-2.2475548,-28.729893,-1.4870212,7.341129
diffuse,1001434,23208,13702,478.26,132.46,0.34,0.84,5.269,15.478,1.0,1.0,595.713,74.123,95.117,4.209,156.017,96.038,92.442,1.0,5.546,198.321,168.333,4.058,9.166,1.0,16.821,30.442,67.399,1.0,8.232,32.057,29.363,5.098,31.316,94.616,11.742,41.62,1.0,127.891,15.655,3.2,25.267,18.927,1.0,6.961,35.574,93.961,3.302,1.0,160.79,15.051,1.0,122.419,46.313,61.478,10.583,29.708279,35.890236,20.388954,2.4665453
diffuse,1001435,23043,13703,241.41,67.96,0.66,0.94,5.269,42.826,65.251,1.0,179.707,144.156,248.199,7.418,267.312,152.397,103.872,19.897,3.273,248.942,225.775,2.019,14.61,1.0,41.683,57.854,16.091,91.818,3.066,32.057,195.338,3.049,39.978,29.213,2.79,47.967,1.0,213.919,36.417,1.0,41.445,77.595,1.0,3.384,62.869,75.63,2.151,10.336,256.412,15.051,11.911,77.939,166.446,156.674,12.978,20.607216,38.596775,21.967634,1.5188428
diffuse,1001436,21494,13715,314.53,122.35,0.26,0.76,5.269,58.913,1.0,1.0,783.208,33.957,82.644,35.227,265.987,65.095,213.602,17.377,13.502,251.008,125.875,4.058,156.158,2.101,38.293,144.149,58.344,58.696,69.184,55.35,77.685,4.074,21.211,487.035,106.629,337.385,1.0,146.172,24.204,4.301,280.073,150.931,1.0,5.768,31.934,248.459,2.151,5.668,198.535,9.43,3.425,212.581,120.079,149.954,8.187,66.46721,-11.956448,2.4175217,-3.6459234
diffuse,1001437,23637,13748,802.03,248.16,0.16,0.66,4.202,7.435,5.145,1.0,326.188,15.419,40.688,3.139,122.894,39.678,79.868,11.078,1.0,193.155,108.392,4.058,1.0,1.0,13.431,66.991,31.181,2.068,3.066,13.94,48.271,3.049,19.767,308.779,1.0,350.079,1.0,87.028,1.0,3.2,61.668,40.113,1.0,6.961,19.197,100.507,2.151,1.0,153.241,10.835,1.0,83.949,43.152,82.757,8.187,63.555016,0.652544,8.43059,-6.2952347
diffuse,1001438,19874,13756,1224.01,274.08,0.2,0.81,4.202,41.217,6.182,1.0,583.994,57.644,105.322,10.626,156.017,35.258,172.453,43.832,13.502,239.644,135.865,4.058,2.361,1.0,37.163,6.076,118.707,5.274,2.033,48.88,36.716,4.074,24.098,461.386,1.0,389.429,1.0,73.048,31.532,3.2,53.579,167.228,1.0,6.961,31.934,258.933,3.302,52.35,212.375,10.835,2.212,242.635,71.604,90.596,6.989,65.34161,-12.405972,3.7486079,-5.1577
diffuse,1001439,19214,13782,904.37,200.2,0.28,0.76,5.269,15.478,1.0,1.0,408.217,46.315,54.295,6.348,106.995,27.522,102.729,1.0,15.775,212.784,155.845,4.058,14.61,1.0,21.342,14.198,133.798,2.068,10.298,44.997,29.363,4.074,24.098,496.012,13.532,336.116,1.0,77.35,20.54,5.401,57.623,79.225,1.0,6.961,37.393,193.468,2.151,1.0,154.499,13.646,1.0,258.264,42.098,87.237,8.187,63.428673,-6.9660034,5.7183223,-5.2911267
diffuse,1001440,19782,13783,366.05,116.43,0.34,0.81,4.202,10.652,1.0,1.0,680.672,61.764,65.635,6.348,226.239,41.888,108.444,6.039,15.775,233.446,155.845,5.078,2.361,1.0,20.212,8.107,157.943,15.958,3.066,48.88,87.139,4.074,21.211,463.951,1.0,56.853,1.0,70.898,25.425,5.401,9.089,80.855,1.0,6.961,22.836,177.756,3.302,3.334,221.183,9.43,1.0,235.422,93.734,92.836,6.989,50.32012,22.106052,6.565685,3.8949454
diffuse,1001441,24114,13820,1996.13,356.74,0.2,0.76,3.135,9.043,1.0,1.0,197.284,1.0,5.536,5.278,36.773,28.627,37.577,26.195,1.0,235.512,135.865,2.019,2.361,1.0,13.431,9.122,10.054,3.137,2.033,4.882,50.372,2.025,25.542,177.973,1.0,197.753,1.0,16.055,3.443,1.0,53.579,30.334,1.0,3.384,8.279,84.796,2.151,1.0,126.819,6.62,2.212,77.939,18.915,52.518,3.396,35.53427,-4.9256096,18.449621,5.4644094
diffuse,1001442,20423,13825,795.42,205.47,0.24,0.7,6.337,107.174,7.218,1.0,311.54,146.215,277.681,11.696,205.04,133.611,193.027,24.936,8.956,284.067,220.78,3.039,153.436,2.101,66.545,64.96,157.943,2.068,39.224,28.175,77.685,4.074,15.436,31.778,67.242,332.307,1.0,223.597,46.187,5.401,263.895,133.005,1.0,5.768,10.098,237.984,2.151,11.504,211.117,8.025,2.212,190.942,83.196,123.075,2.198,65.7471,-2.9781857,0.89611983,-3.9383864
diffuse,1001443,25964,13819,766.71,242.71,0.16,0.74,15.942,140.957,72.505,1.0,540.05,13.359,159.751,94.055,223.589,34.153,183.883,147.134,1.0,224.148,68.432,15.271,37.748,1.0,56.374,3.03,34.199,19.164,7.199,44.997,68.23,20.468,187.23,45.884,4.581,82.24,1.0,173.056,77.94,8.702,142.559,121.597,1.0,14.113,70.148,308.687,2.151,662.721,214.892,24.886,45.858,293.126,146.424,143.234,15.374,-8.732601,-28.420544,-2.7800934,6.640994
diffuse,1001444,19707,13801,397.68,133.09,0.28,0.79,5.269,5.826,1.0,1.0,589.853,56.614,57.697,3.139,146.743,41.888,93.585,1.0,11.229,215.883,168.333,5.078,2.361,1.0,13.431,8.107,224.341,1.0,3.066,41.115,26.211,6.123,21.211,462.669,1.0,50.506,1.0,65.521,24.204,5.401,21.223,43.372,1.0,6.961,30.115,168.591,4.453,1.0,174.63,9.43,1.0,94.769,28.399,67.077,5.791,47.250526,23.039482,10.112361,2.5495613
diffuse,1001445,19027,13838,308.49,186.41,0.11,0.54,5.269,4.217,1.0,1.0,340.836,73.093,55.429,2.07,141.443,34.153,121.017,2.26,16.911,278.902,255.745,6.097,2.361,2.101,21.342,23.335,224.341,1.0,2.033,38.527,29.363,4.074,24.098,608.864,1.0,70.816,1.0,75.199,20.54,4.301,29.312,87.374,1.0,5.768,22.836,247.149,2.151,1.0,178.404,9.43,3.425,290.722,29.453,87.237,4.594,42.841537,14.292833,8.503048,3.0162585
diffuse,1001446,25451,13863,780.15,182.24,0.3,0.83,6.337,41.217,1.0,1.0,707.038,41.166,83.778,33.088,244.788,36.363,114.159,95.483,2.137,233.446,165.835,7.116,14.61,1.0,33.773,9.122,43.254,6.342,3.066,29.469,52.473,11.246,80.4,267.742,4.581,73.355,1.0,125.741,33.974,2.1,41.445,105.3,1.0,6.961,15.557,146.333,4.453,186.562,189.728,10.835,10.699,223.401,107.434,105.156,8.187,44.853256,26.57484,2.8375568,2.6833677
diffuse,1001447,23753,13895,935.21,264.49,0.17,0.64,4.202,21.913,1.0,1.0,220.721,6.149,18.009,2.07,121.569,38.573,73.01,1.0,1.0,207.618,115.885,3.039,1.0,1.0,11.171,52.777,22.127,1.0,2.033,7.47,20.959,3.049,18.324,242.094,1.0,221.872,1.0,60.144,1.0,3.2,37.401,23.816,1.0,4.576,10.098,96.579,2.151,1.0,133.11,6.62,1.0,87.556,27.345,53.638,4.594,42.603943,-1.8601418,18.507952,4.7767544
diffuse,1001448,18907,13937,4696.01,920.09,0.07,0.66,5.269,18.696,3.073,1.0,417.006,63.824,53.161,3.139,132.168,27.522,118.731,6.039,19.184,256.174,215.785,5.078,2.361,1.0,22.472,20.29,227.36,2.068,3.066,46.291,40.918,5.098,25.542,562.697,6.371,86.048,1.0,77.35,26.647,5.401,41.445,111.819,1.0,6.961,37.393,206.561,2.151,4.501,188.47,13.646,1.0,258.264,27.345,81.637,8.187,45.680855,-20.451305,13.982978,10.840266
diffuse,1001449,20798,13918,1570.24,206.55,0.46,0.9,6.337,152.217,7.218,1.0,572.276,47.345,86.045,6.348,126.869,25.312,164.452,7.299,11.229,241.71,205.795,6.097,6.444,1.0,29.252,34.503,91.544,3.137,3.066,46.291,40.918,5.098,28.429,474.211,2.79,347.54,1.0,98.857,32.753,5.401,53.579,211.23,1.0,9.345,30.115,211.798,3.302,174.891,170.855,12.241,1.0,294.329,50.528,116.355,9.385,65.48698,-11.079609,3.278207,-4.5310106
diffuse,1001450,10934,13917,199.98,145.96,0.12,0.61,12.74,4.217,1.0,1.0,396.499,3.06,41.822,10.626,118.919,4.315,9.001,23.676,6.683,283.034,23.477,8.136,24.138,1.0,34.903,3.03,130.779,9.548,2.033,21.705,45.12,7.148,35.647,2.282,49.339,17.502,1.0,135.419,37.638,7.601,49.534,206.341,1.0,10.537,66.508,653.034,1.0,223.908,173.372,19.266,5.85,63.513,26.291,134.275,14.176,-2.4836502,-27.216099,-0.8414329,6.959968
diffuse,1001451,20293,13964,1272.27,224.66,0.32,0.8,3.135,33.174,11.363,1.0,651.375,48.375,115.528,8.487,157.342,24.207,158.737,7.299,26.003,244.81,95.905,4.058,3.722,2.101,43.943,16.229,70.417,10.616,2.033,60.526,69.281,36.862,73.182,321.603,2.79,534.139,36.905,102.083,32.753,3.2,102.113,165.599,1.0,6.961,46.492,249.768,2.151,64.021,217.408,13.646,2.212,225.805,83.196,136.515,9.385,68.952286,-13.737366,2.90771,-6.022038
diffuse,1001452,19821,13972,946.15,252.37,0.19,0.65,4.202,15.478,1.0,1.0,519.543,57.644,71.304,3.139,146.743,37.468,118.731,3.52,10.092,239.644,175.825,4.058,1.0,1.0,22.472,34.503,151.906,2.068,3.066,46.291,27.262,3.049,21.211,469.081,8.161,119.052,1.0,88.103,29.089,3.2,45.49,162.339,1.0,5.768,28.295,209.18,3.302,4.501,174.63,10.835,2.212,184.931,36.829,77.157,6.989,49.326595,10.902657,7.0174146,3.4354696
diffuse,1001453,23179,13958,226.13,100.19,0.28,0.73,13.808,2.609,1.0,1.0,226.581,208.009,309.431,1.0,312.359,256.275,236.462,1.0,1.0,352.251,545.455,4.058,11.888,1.0,33.773,83.235,76.453,1.0,3.066,4.882,64.028,8.172,48.64,35.625,2.79,84.779,1.0,285.968,32.753,13.102,94.024,43.372,1.0,15.305,17.377,393.792,2.151,1.0,355.809,10.835,1.0,109.195,80.035,172.353,9.385,20.622536,39.658577,-10.825233,0.87331873
diffuse,1001454,21465,13984,662.18,240.2,0.14,0.58,5.269,9.043,1.0,1.0,288.103,72.063,57.697,3.139,165.292,31.942,119.874,1.0,18.048,263.405,128.373,3.039,2.361,2.101,20.212,22.32,55.326,2.068,2.033,47.585,34.615,2.025,21.211,412.655,1.0,570.95,1.0,67.672,22.983,4.301,69.757,98.781,1.0,5.768,21.016,162.045,2.151,3.334,145.691,9.43,1.0,205.368,39.991,90.596,5.791,72.100624,-5.360815,5.9907885,-8.219775
diffuse,1001455,23972,14031,1532.15,430.52,0.1,0.55,3.135,12.261,1.0,1.0,232.44,2.03,2.134,5.278,68.572,28.627,39.863,4.779,1.0,229.313,135.865,3.039,1.0,1.0,12.301,14.198,37.218,1.0,3.066,7.47,30.413,2.025,26.986,242.094,1.0,317.075,1.0,16.055,1.0,2.1,45.49,46.631,1.0,4.576,10.098,96.579,1.0,1.0,107.946,6.62,2.212,100.78,16.807,60.358,3.396,46.404823,-9.790211,16.321444,7.0097294
diffuse,1001456,21408,14063,1655.23,595.81,0.06,0.41,6.337,25.13,1.0,1.0,381.85,58.674,56.563,3.139,137.468,28.627,129.018,1.0,16.911,264.438,140.86,4.058,2.361,2.101,17.951,25.366,73.435,1.0,2.033,43.703,25.161,3.049,16.88,465.234,6.371,521.445,1.0,73.048,25.425,4.301,89.98,146.042,1.0,6.961,31.934,173.828,2.151,27.842,148.208,12.241,1.0,162.09,42.098,90.596,8.187,56.540558,-15.780216,12.075693,10.436144
diffuse,1001457,24268,14064,874.38,427.95,0.06,0.56,3.135,10.652,1.0,1.0,115.255,1.0,1.0,2.07,15.574,30.837,2.143,2.26,1.0,244.81,135.865,3.039,1.0,1.0,10.041,41.61,10.054,1.0,2.033,2.294,16.757,2.025,31.316,102.311,1.0,148.248,1.0,8.527,1.0,2.1,41.445,2.63,1.0,4.576,6.459,76.94,2.151,1.0,89.073,5.215,1.0,70.726,4.161,46.918,3.396,34.13601,-5.357628,18.824852,5.6822915
diffuse,1001458,3354,14047,217.24,142.72,0.13,0.52,8.471,153.826,1.0,1.0,126.974,6.149,81.51,7.418,125.544,4.315,111.873,28.715,4.41,229.313,58.442,7.116,20.054,1.0,12.301,3.03,405.429,10.616,6.165,16.528,14.656,8.172,29.873,20.236,103.048,37.812,1.0,102.083,33.974,8.702,13.134,234.046,1.0,4.576,33.754,659.581,2.151,511.004,136.884,13.646,5.85,437.386,34.722,106.276,10.583,-2.5964432,-29.809196,-1.4702269,7.8078313
diffuse,1001459,21534,14086,581.88,240.07,0.13,0.67,6.337,10.652,1.0,2.657,437.513,72.063,73.572,2.07,198.415,35.258,99.3,2.26,21.457,241.71,118.383,4.058,2.361,2.101,19.081,11.152,179.069,2.068,2.033,46.291,46.17,4.074,21.211,393.418,1.0,702.966,2.056,66.596,19.319,4.301,94.024,110.189,1.0,6.961,31.934,148.952,2.151,2.167,157.015,9.43,1.0,136.845,55.797,79.397,6.989,71.56145,-8.160286,4.390347,-7.8277597
diffuse,1001460,23667,14085,861.8,273.42,0.14,0.74,5.269,4.217,8.254,1.0,273.455,45.286,58.831,4.209,141.443,48.519,98.157,8.559,1.0,205.552,170.83,4.058,1.0,1.0,16.821,12.168,52.308,6.342,2.033,21.705,65.079,3.049,22.655,61.273,1.0,243.451,1.0,94.555,5.885,4.301,65.713,28.705,1.0,5.768,8.279,105.744,3.302,1.0,170.855,9.43,1.0,95.971,68.443,87.237,5.791,25.823986,35.003414,20.244053,3.6685512
diffuse,1001461,18970,14053,295.2,130.83,0.22,0.65,12.74,23.522,1.0,2.657,434.584,64.854,52.027,7.418,255.387,33.048,113.016,3.52,16.911,260.306,218.282,12.213,15.971,2.101,33.773,16.229,272.631,10.616,8.232,55.35,115.502,13.295,31.316,672.985,4.581,49.236,2.056,79.501,29.089,10.902,65.713,85.744,2.318,12.921,75.607,200.014,3.302,2.167,229.99,26.291,5.85,230.614,71.604,109.636,16.572,45.075382,16.501892,8.653133,4.0101614
diffuse,1001462,23797,14068,279.28,117.59,0.25,0.7,4.202,9.043,1.0,1.0,235.37,27.777,20.277,2.07,121.569,45.204,94.728,1.0,1.0,209.685,195.805,3.039,1.0,1.0,11.171,20.29,58.344,1.0,3.066,10.058,19.909,2.025,28.429,116.417,1.0,134.285,1.0,62.295,2.221,3.2,33.356,17.297,1.0,5.768,13.738,117.528,2.151,1.0,148.208,6.62,1.0,106.791,25.237,60.358,4.594,22.110836,34.700424,19.862476,1.0963012
diffuse,1001463,20174,14081,325.69,162.82,0.15,0.69,4.202,12.261,1.0,1.0,279.314,64.854,67.902,3.139,210.34,37.468,131.304,1.0,15.775,252.041,178.322,4.058,2.361,1.0,19.081,9.122,197.178,11.684,3.066,47.585,72.432,3.049,28.429,624.253,2.79,36.543,1.0,69.822,25.425,4.301,45.49,170.488,1.0,5.768,24.656,203.942,2.151,23.174,199.793,8.025,1.0,245.04,58.959,80.517,5.791,40.941685,13.98192,8.387383,2.2495313
diffuse,1001464,20336,14142,1338.0,231.98,0.31,0.86,4.202,52.478,2.036,1.0,666.023,101.93,207.377,7.418,209.015,78.356,163.309,45.092,20.321,263.405,158.342,4.058,7.805,2.101,63.155,38.564,124.743,8.479,2.033,42.409,152.268,3.049,45.753,147.195,31.435,512.559,1.0,192.412,40.081,4.301,98.069,146.042,1.0,4.576,41.033,203.942,3.302,16.172,226.215,13.646,3.425,171.708,87.411,133.155,6.989,68.12518,-13.081776,2.053335,-5.696929
diffuse,1001465,18476,14178,1049.13,224.4,0.26,0.81,5.269,115.217,1.0,1.0,750.982,55.585,70.17,17.044,235.513,19.787,114.159,2.26,13.502,228.28,313.188,5.078,5.083,1.0,40.553,19.274,179.069,8.479,3.066,48.88,101.845,5.098,37.091,598.605,6.371,46.698,1.0,120.364,48.63,4.301,106.158,170.488,1.0,5.768,46.492,258.933,3.302,337.112,229.99,15.051,14.336,231.816,97.949,123.075,8.187,52.734177,10.193787,4.726858,5.101226
diffuse,1001466,23236,14173,485.02,203.05,0.15,0.71,5.269,1.0,1.0,1.0,364.273,65.884,63.367,3.139,159.992,47.414,84.441,1.0,3.273,206.585,178.322,5.078,1.0,1.0,12.301,17.244,37.218,1.0,2.033,30.763,23.06,5.098,35.647,269.024,2.79,34.004,1.0,95.631,14.434,4.301,21.223,72.706,1.0,8.153,22.836,181.684,4.453,12.671,148.208,12.241,1.0,154.877,42.098,80.517,8.187,30.507156,33.344856,17.614979,2.1157453
diffuse,1001467,23652,14200,1053.1,310.66,0.14,0.71,4.202,12.261,8.254,1.0,285.173,66.913,74.706,4.209,136.143,61.78,92.442,6.039,2.137,209.685,210.79,4.058,3.722,1.0,14.561,14.198,55.326,2.068,3.066,25.587,61.927,4.074,25.542,112.57,1.0,195.215,1.0,105.309,10.77,4.301,37.401,41.742,1.0,6.961,21.016,109.672,5.604,1.0,153.241,10.835,1.0,97.173,56.851,95.076,8.187,25.776726,34.496193,19.461983,3.7725415
diffuse,1001468,17907,14205,268.77,111.61,0.27,0.75,7.404,28.348,1.0,1.0,220.721,7.179,66.768,15.974,134.818,5.42,58.151,2.26,1.0,244.81,55.945,8.136,2.361,1.0,42.813,3.03,290.74,20.232,7.199,34.645,136.511,11.246,54.415,40.755,13.532,46.698,1.0,138.645,88.932,6.501,81.891,162.339,1.0,12.921,102.902,498.536,2.151,407.136,247.605,26.291,41.008,346.022,121.133,157.794,16.572,-2.327156,-28.130646,-1.5643843,7.3317814
diffuse,1001469,97,14206,188.82,139.58,0.12,0.48,13.808,92.696,1.0,1.0,135.762,11.299,67.902,6.348,95.07,3.21,110.73,3.52,5.546,294.398,68.432,5.078,37.748,2.101,16.821,5.061,348.085,1.0,4.099,15.234,17.808,9.197,26.986,57.426,31.435,64.469,1.0,167.679,98.702,8.702,187.049,253.602,1.0,14.113,28.295,770.872,2.151,384.961,145.691,6.62,1.0,471.047,30.506,133.155,4.594,-2.0807915,-29.962032,-1.6546804,7.7801476
diffuse,1001470,19902,14279,1171.64,352.97,0.12,0.67,4.202,54.087,3.073,1.0,507.824,41.166,66.768,7.418,120.244,21.997,147.307,9.818,8.956,237.578,175.825,3.039,49.997,1.0,23.602,56.838,88.526,4.205,8.232,41.115,38.817,2.025,28.429,497.294,13.532,339.924,1.0,96.706,102.366,3.2,138.514,142.783,1.0,5.768,39.213,227.51,2.151,2.167,178.404,12.241,25.248,168.101,55.797,88.357,5.791,60.164192,-12.36199,4.745485,-4.5439787
diffuse,1001471,19230,14265,874.31,238.34,0.19,0.78,8.471,12.261,1.0,1.0,633.798,56.614,66.768,6.348,183.841,34.153,114.159,1.0,13.502,209.685,428.072,8.136,3.722,1.0,22.472,12.168,176.051,2.068,4.099,44.997,47.221,8.172,35.647,492.164,4.581,50.506,1.0,105.309,53.515,6.501,61.668,105.3,1.0,8.153,42.852,249.768,5.604,2.167,189.728,12.241,1.0,260.668,42.098,87.237,8.187,53.934196,14.166466,6.1203694,5.463606
diffuse,1001472,23184,14252,330.31,139.36,0.21,0.69,8.471,52.478,1.0,1.0,340.836,108.109,273.145,3.139,174.566,109.299,113.016,1.0,2.137,251.008,260.74,8.136,3.722,1.0,22.472,85.265,79.471,1.0,3.066,20.411,46.17,6.123,55.858,25.366,9.952,47.967,1.0,166.604,25.425,7.601,41.445,118.338,1.0,6.961,30.115,213.107,3.302,3.334,192.244,12.241,1.0,175.314,62.12,100.676,9.385,22.093857,38.5126,21.43409,1.793917
diffuse,1001473,21529,14267,656.42,228.9,0.16,0.71,4.202,5.826,1.0,1.0,244.158,86.481,75.84,2.07,181.191,44.098,100.443,2.26,16.911,254.108,245.755,3.039,2.361,2.101,20.212,9.122,109.653,6.342,2.033,42.409,49.322,2.025,18.324,285.696,1.0,370.389,1.0,73.048,19.319,3.2,53.579,79.225,1.0,5.768,28.295,135.858,2.151,1.0,172.113,9.43,4.637,117.61,60.013,92.836,6.989,66.51907,0.19046593,8.171566,-6.997474
diffuse,1001474,19510,14277,956.03,258.36,0.18,0.67,5.269,105.565,1.0,1.0,411.147,50.435,48.625,8.487,146.743,26.417,103.872,2.26,14.638,221.049,280.72,5.078,2.361,1.0,16.821,11.152,215.287,3.137,4.099,46.291,33.565,3.049,24.098,549.873,13.532,259.953,1.0,78.425,19.319,4.301,37.401,62.928,1.0,6.961,44.672,168.591,2.151,1.0,164.564,15.051,1.0,206.57,41.044,86.117,9.385,52.87227,0.19885445,7.0857277,-2.1659565
diffuse,1001475,20624,14298,839.2,249.31,0.17,0.65,5.269,25.13,1.0,1.0,405.287,57.644,61.099,3.139,129.519,42.993,105.015,2.26,11.229,182.824,218.282,3.039,1.0,1.0,14.561,19.274,139.834,1.0,2.033,39.821,26.211,4.074,24.098,511.401,2.79,39.081,1.0,75.199,16.877,3.2,17.178,119.967,1.0,5.768,22.836,162.045,2.151,1.0,162.048,9.43,1.0,86.354,35.775,73.797,6.989,40.18422,16.742834,9.634637,2.9758842
diffuse,1001476,627,14279,702.69,331.11,0.08,0.58,7.404,131.304,12.399,1.0,238.299,15.419,98.519,20.253,169.267,8.736,122.16,65.248,7.819,251.008,115.885,5.078,15.971,1.0,19.081,5.061,233.396,52.286,3.066,25.587,17.808,5.098,34.204,68.968,26.065,72.085,1.0,174.131,93.817,5.401,126.381,206.341,1.0,8.153,42.852,582.332,2.151,312.604,213.634,6.62,31.309,308.755,178.038,124.195,11.781,-3.4415512,-28.380116,-1.7160054,7.21722
diffuse,1001477,23511,14292,424.33,151.64,0.23,0.71,6.337,46.043,1.0,1.0,276.384,124.588,177.894,3.139,136.143,143.556,121.017,2.26,2.137,223.115,190.81,4.058,28.221,1.0,36.033,31.457,37.218,1.0,4.099,7.47,51.423,2.025,45.753,17.671,8.161,88.587,1.0,149.398,41.302,2.1,29.312,92.263,1.0,4.576,10.098,188.231,12.509,1.0,155.757,2.405,1.0,187.336,48.421,92.836,3.396,22.477356,38.100998,21.139565,1.6982956
diffuse,1001478,21837,14327,1554.75,426.18,0.11,0.63,4.202,25.13,1.0,1.0,507.824,55.585,71.304,3.139,149.393,45.204,113.016,1.0,13.502,222.082,163.338,3.039,10.527,1.0,17.951,34.503,151.906,1.0,6.165,37.233,24.11,3.049,25.542,494.729,11.742,427.511,1.0,88.103,21.762,2.1,45.49,61.299,1.0,5.768,37.393,147.642,2.151,1.0,157.015,9.43,1.0,165.697,38.937,76.037,8.187,58.36798,-13.180767,5.5042863,-4.370628
