class,cell,x,y,area_um2,perimeter_um,cell_circularity,cell_solidity,CD40,SMA,MAP2,CD8,CD31,Synaptophysin,AQP4,CD34,PCNA,IBA1,S100B,CD163,Claudin5,GFAP,PSD-95,Trem2,NeuN,HLA-DR,CD14,CD11b,CD3e,P2Rx7_Park7,DAPI_1,CD11c,CD4,GalMac3,ApoE,CD45,HLA-A,CD68,Vimentin,A-Beta,H2A.x,TMEM119,CD74,P2Ry12,CollagenIV,CD44,Neurofilament,ATG7,iNOS,UMAP_1,UMAP_2,TSNE_1,TSNE_2
diffuse,1000789,8117,13399,1526.11,449.13,0.1,0.74,28.464,59.765,418.304,364.06,138.066,196.145,308.849,33.647,395.853,219.361,583.396,34.3,6.725,318.601,265.55,77.011,532.383,73.093,277.897,231.538,65.75,260.768,56.5,309.494,196.236,158.737,722.727,518.915,15.271,69.025,56.063,787.777,507.955,434.223,62.032,109.817,75.755,50.674,411.442,431.256,151.208,-15.394844,-2.9751472,2.4255223,4.0498257
diffuse,1000790,5931,13666,21499.71,2578.89,0.04,0.7,18.165,30.382,491.016,323.069,62.943,231.952,64.381,33.647,305.231,142.934,315.579,23.2,3.862,104.942,54.65,9.144,171.043,48.375,272.467,245.1,61.786,271.822,33.647,300.844,163.274,108.925,563.702,500.5,4.568,69.025,24.598,560.026,179.925,372.796,39.547,81.101,82.551,14.798,419.186,353.272,79.68,32.837723,-3.6760025,-0.7779705,8.715783
diffuse,1000791,4953,13387,225.13,85.94,0.38,0.78,12.443,1.0,791.348,312.529,69.533,140.645,1.0,53.235,229.713,88.344,392.098,23.2,1.0,220.434,30.6,3.715,29.34,40.136,223.603,186.335,59.143,246.95,17.324,283.545,115.099,100.623,706.416,447.558,1.0,55.42,16.732,629.904,112.828,308.136,20.273,73.545,48.571,20.318,492.756,310.246,70.143,2.9082499,38.951717,-4.756699,2.8765712
diffuse,1000792,5442,13408,496.1,161.5,0.24,0.8,17.021,30.382,345.592,327.754,81.394,274.919,10.054,85.882,270.708,132.016,434.609,23.2,6.725,191.561,52.8,3.715,78.936,48.375,277.897,222.498,64.429,299.456,33.647,247.506,125.241,136.598,608.555,436.048,1.0,59.307,16.732,658.373,127.739,350.165,42.759,81.101,82.551,25.837,748.314,354.616,108.291,4.0841,43.153305,-4.894981,2.118735
diffuse,1000793,6384,13410,503.92,232.49,0.12,0.64,14.732,30.382,598.503,380.456,115.661,147.806,115.689,20.588,369.961,219.361,396.349,34.3,3.862,139.59,119.4,3.715,241.894,62.794,256.179,245.1,60.464,255.241,23.853,367.156,181.023,128.296,551.469,569.555,4.568,63.195,40.331,614.376,187.381,437.456,42.759,78.079,75.755,17.558,291.407,409.743,86.833,-12.430092,17.439917,0.34779882,1.647782
diffuse,1000794,5534,13424,523.6,168.87,0.23,0.71,26.175,30.382,585.858,289.106,107.753,122.742,49.29,33.647,262.078,230.279,375.094,34.3,3.862,197.335,71.3,6.429,64.766,48.375,245.321,227.018,63.107,256.622,63.029,250.39,148.061,119.994,559.624,472.878,4.568,84.574,32.465,508.264,150.104,430.99,71.669,91.681,68.959,31.356,554.709,322.347,121.405,2.237461,40.340343,-3.9174197,2.0727098
diffuse,1000795,5676,13478,1312.28,484.4,0.07,0.5,25.031,30.382,430.949,359.375,91.938,235.532,91.544,53.235,285.812,104.721,455.864,23.2,3.862,133.815,58.35,6.429,156.872,58.674,294.185,217.977,61.786,311.892,63.029,250.39,155.668,133.831,580.012,456.765,4.568,61.251,16.732,536.733,157.56,385.728,42.759,90.169,75.755,25.837,454.035,316.969,109.483,7.160431,25.7132,-2.4976008,3.92445
diffuse,1000796,6789,13446,278.5,117.68,0.25,0.77,31.897,30.382,500.5,350.006,131.476,117.371,133.798,40.176,352.7,284.869,387.847,23.2,3.862,122.266,165.65,3.715,57.681,54.555,277.897,299.344,64.429,241.423,36.912,293.636,158.203,108.925,555.547,576.461,11.704,61.251,71.795,673.902,194.836,589.408,55.608,102.26,82.551,31.356,341.744,365.373,138.094,-29.988083,25.74158,0.40766996,1.2433839
diffuse,1000797,5275,13453,223.28,105.97,0.25,0.74,10.155,30.382,491.016,340.637,128.84,137.065,4.018,40.176,242.659,82.885,613.153,34.3,6.725,249.306,67.6,9.144,78.936,56.614,250.75,181.814,52.536,259.386,27.118,326.792,117.635,122.762,584.09,461.369,1.0,57.364,8.866,518.617,105.373,334.0,52.395,87.147,55.367,28.597,550.837,341.171,122.597,1.4498119,41.30856,-4.406364,2.067186
diffuse,1000798,8342,13515,224.99,95.85,0.31,0.75,13.588,30.382,468.886,309.015,144.656,92.306,299.795,27.118,365.646,153.852,540.885,23.2,6.725,214.659,260.0,17.288,93.106,64.854,207.315,195.376,71.036,237.278,23.853,393.104,153.132,161.504,584.09,502.802,1.0,59.307,111.126,684.254,425.948,366.33,55.608,87.147,82.551,31.356,581.814,507.895,124.981,-19.616348,-3.7829628,1.2282612,1.4686173
diffuse,1000799,6843,13589,1318.6,458.93,0.08,0.63,17.021,59.765,528.953,316.042,107.753,119.161,284.704,40.176,316.019,126.557,455.864,34.3,6.725,99.168,149.0,6.429,64.766,50.435,234.462,213.457,69.714,216.552,27.118,279.221,130.312,122.762,563.702,488.991,1.0,69.025,87.528,616.964,217.201,379.262,45.971,112.84,82.551,31.356,384.337,366.717,121.405,1.6313877,18.47125,-0.3974976,3.4956684
diffuse,1000800,6160,13533,199.69,118.66,0.18,0.52,15.876,1.0,513.146,350.006,78.759,120.952,22.127,20.588,318.177,197.525,345.336,23.2,1.0,52.971,54.65,1.0,121.447,97.81,261.609,258.661,53.857,240.041,17.324,309.494,181.023,108.925,527.004,564.952,8.136,72.912,24.598,430.622,165.015,434.223,39.547,79.59,82.551,14.798,361.105,386.886,77.296,-8.120384,40.898895,-2.796877,0.39291304
diffuse,1000801,7138,13629,3602.54,913.39,0.05,0.6,13.588,30.382,487.854,312.529,109.071,183.613,106.634,27.118,318.177,175.689,379.345,23.2,21.037,110.717,197.1,9.144,156.872,50.435,261.609,222.498,61.786,249.714,40.176,293.636,150.596,119.994,502.539,500.5,25.975,72.912,71.795,505.676,336.485,385.728,49.183,79.59,82.551,17.558,477.267,380.163,102.331,15.383228,8.513172,-0.7930825,6.665802
diffuse,1000802,8211,13584,247.73,123.73,0.2,0.74,23.887,30.382,468.886,359.375,164.425,122.742,532.19,33.647,406.641,153.852,583.396,34.3,3.862,231.983,271.1,20.003,71.851,54.555,256.179,199.896,60.464,228.988,56.5,316.701,127.777,128.296,547.392,569.555,1.0,63.195,111.126,596.259,440.858,411.592,62.032,106.794,89.347,50.674,368.849,425.878,120.212,-34.061684,-5.706463,2.407017,0.43576434
diffuse,1000803,5388,13588,231.46,102.36,0.28,0.74,12.443,1.0,307.655,338.294,55.036,190.774,109.653,53.235,225.397,50.131,494.123,34.3,1.0,116.491,28.75,3.715,64.766,50.435,239.891,199.896,67.071,264.913,30.382,241.74,115.099,131.064,812.433,364.691,1.0,51.533,16.732,725.663,150.104,279.039,26.698,88.658,82.551,31.356,465.651,315.624,115.444,3.8130302,39.548576,-4.5100713,2.5060503
diffuse,1000804,6976,13603,524.1,207.06,0.15,0.7,23.887,30.382,421.465,299.646,128.84,154.968,215.287,40.176,333.281,137.475,515.379,23.2,6.725,139.59,150.85,6.429,71.851,56.614,229.033,186.335,61.786,270.44,23.853,321.026,130.312,117.227,543.314,512.009,1.0,57.364,71.795,526.381,239.567,398.66,55.608,100.749,75.755,31.356,334.0,364.028,123.789,-4.874031,29.050854,0.114335515,0.7826143
diffuse,1000805,5479,13624,343.53,163.93,0.16,0.71,12.443,1.0,497.339,354.691,69.533,212.258,19.109,33.647,223.24,181.148,549.387,23.2,1.0,139.59,34.3,6.429,93.106,44.256,277.897,227.018,56.5,278.73,33.647,220.117,148.061,139.366,596.322,401.521,4.568,59.307,16.732,469.443,120.284,418.058,55.608,79.59,62.163,23.077,419.186,291.423,104.715,0.43619347,40.69577,-3.9367158,1.6808754
diffuse,1000806,5631,13699,1263.38,461.1,0.07,0.61,12.443,1.0,411.981,305.502,69.533,147.806,142.852,59.765,253.447,77.426,477.119,23.2,1.0,133.815,45.4,3.715,86.021,36.016,250.75,181.814,56.5,284.257,27.118,235.974,115.099,114.46,510.694,399.219,1.0,53.477,8.866,477.207,127.739,334.0,29.91,78.079,68.959,23.077,492.756,315.624,93.986,6.1550713,28.286373,-3.1302576,3.36961
diffuse,1000807,7440,13714,661.61,196.3,0.22,0.76,17.021,30.382,478.37,346.492,120.933,101.258,130.779,14.059,335.438,115.639,315.579,23.2,3.862,76.069,234.1,11.859,71.851,66.913,223.603,217.977,63.107,234.515,7.529,310.935,142.99,108.925,580.012,555.744,4.568,61.251,48.197,697.194,366.306,363.097,33.122,87.147,96.143,23.077,380.465,435.289,115.444,-10.925407,18.32339,0.16937467,1.711492
diffuse,1000808,7999,13729,453.89,197.02,0.15,0.68,14.732,30.382,345.592,325.411,123.569,112.0,242.45,20.588,426.06,197.525,447.362,34.3,6.725,353.249,239.65,14.573,57.681,75.153,239.891,272.222,69.714,245.568,27.118,370.039,168.345,125.529,600.4,555.744,15.271,63.195,79.661,728.251,425.948,424.524,52.395,81.101,96.143,25.837,574.07,471.592,117.828,-15.340242,2.164383,1.1528194,2.4277134
diffuse,1000809,5241,13797,3458.07,779.46,0.07,0.66,11.299,1.0,399.335,312.529,48.446,230.161,16.091,46.706,223.24,142.934,421.855,34.3,3.862,162.688,15.8,20.003,348.17,48.375,277.897,222.498,63.107,287.021,63.029,223.0,150.596,125.529,580.012,339.371,4.568,63.195,16.732,534.145,187.381,327.534,39.547,65.988,62.163,20.318,341.744,271.254,78.488,12.370811,18.742374,-1.6982517,6.240031
diffuse,1000810,6704,13871,12066.04,1677.76,0.05,0.68,25.031,30.382,440.434,328.925,84.03,190.774,148.888,46.706,287.97,219.361,404.851,34.3,6.725,197.335,89.8,11.859,135.617,56.614,267.038,272.222,69.714,262.149,43.441,260.481,163.274,117.227,624.865,465.972,8.136,76.8,63.929,619.552,187.381,437.456,58.82,93.192,82.551,25.837,442.419,323.692,104.715,27.643509,-1.7899971,-0.63877594,8.128799
diffuse,1000811,4938,13735,187.25,93.76,0.27,0.74,9.01,1.0,190.684,280.907,37.902,187.194,70.417,33.647,287.97,44.672,426.106,23.2,1.0,151.139,12.1,3.715,22.255,44.256,256.179,217.977,64.429,292.548,23.853,243.182,127.777,117.227,706.416,424.539,1.0,53.477,8.866,609.199,135.194,314.602,4.212,40.295,96.143,12.039,643.767,392.264,34.379,4.0536957,44.14682,-4.996773,1.9961864
diffuse,1000812,7247,13763,554.52,212.91,0.15,0.63,37.619,30.382,396.174,324.24,95.892,353.694,251.505,196.882,344.069,454.098,332.583,23.2,26.762,76.069,195.25,11.859,234.809,73.093,348.478,349.068,75.0,266.295,56.5,313.818,297.657,95.089,592.245,590.272,36.679,104.01,63.929,702.37,321.575,644.369,78.093,123.419,143.714,25.837,314.64,381.507,79.68,-38.116413,24.454958,0.31305975,-3.5728097
diffuse,1000813,7943,13876,251.71,161.33,0.12,0.5,15.876,30.382,399.335,297.304,134.112,106.629,287.722,46.706,341.911,159.311,362.34,34.3,23.9,162.688,243.35,11.859,50.596,79.272,239.891,249.62,64.429,233.133,20.588,293.636,140.454,108.925,441.376,498.198,15.271,63.195,71.795,368.508,411.037,398.66,55.608,84.124,150.51,31.356,546.965,389.575,115.444,-27.500648,42.969612,0.36081046,-0.54401714
diffuse,1000814,7645,13911,957.81,362.1,0.09,0.63,25.031,30.382,446.756,296.132,106.435,110.21,248.486,27.118,322.492,366.754,409.102,45.4,6.725,156.913,219.3,9.144,86.021,93.691,283.326,321.946,72.357,242.805,23.853,352.74,236.805,119.994,473.996,571.857,18.839,104.01,48.197,482.383,358.851,492.417,81.305,87.147,102.939,25.837,361.105,417.81,93.986,-32.769146,14.312798,0.8722913,0.094899304
diffuse,1000815,6209,13925,523.18,299.28,0.07,0.51,14.732,1.0,509.984,318.385,20.769,162.129,1.0,14.059,262.078,137.475,294.323,23.2,1.0,47.197,45.4,1.0,43.511,58.674,256.179,249.62,64.429,246.95,17.324,244.623,142.99,100.623,531.082,449.859,1.0,69.025,8.866,446.15,142.649,408.359,33.122,82.613,82.551,12.039,434.674,329.07,60.606,-0.2490406,42.0511,-3.8230062,1.7156233
diffuse,1000816,7500,13916,393.41,163.46,0.19,0.71,13.588,30.382,358.237,374.6,78.759,509.452,142.852,46.706,374.276,104.721,477.119,34.3,6.725,93.393,169.35,49.864,447.362,52.495,239.891,204.416,72.357,342.29,144.647,316.701,208.914,95.089,710.494,475.18,1.0,72.912,8.866,736.016,440.858,301.67,23.486,62.965,82.551,17.558,519.86,368.062,89.217,-12.647501,24.129372,-4.875108,-3.3783748
diffuse,1000817,7377,13941,1061.85,328.01,0.12,0.67,35.33,30.382,405.658,321.898,91.938,167.5,266.595,20.588,346.227,186.607,311.328,34.3,3.862,110.717,197.1,9.144,107.277,89.571,245.321,317.425,72.357,248.332,14.059,344.091,193.701,117.227,588.167,532.726,4.568,84.574,56.063,580.731,381.216,427.757,39.547,87.147,109.735,14.798,539.221,443.357,93.986,-7.5991993,11.212215,-0.25339085,2.4471586
diffuse,1000818,6439,14012,1697.02,449.24,0.11,0.61,15.876,1.0,301.332,307.844,41.856,165.71,67.399,20.588,285.812,137.475,404.851,23.2,1.0,185.786,39.85,3.715,71.851,56.614,234.462,245.1,69.714,251.095,27.118,256.156,137.919,119.994,535.159,454.463,1.0,65.138,40.331,420.269,172.47,346.932,26.698,67.499,89.347,17.558,438.547,369.406,68.951,5.231901,28.030888,-2.8555381,3.31083
diffuse,1000819,5753,13985,969.25,363.52,0.09,0.48,20.454,1.0,443.595,341.808,23.405,257.016,67.399,27.118,313.862,192.066,375.094,34.3,1.0,81.844,13.95,6.429,270.234,50.435,305.043,294.824,61.786,273.203,33.647,287.87,196.236,111.693,608.555,523.518,1.0,57.364,8.866,510.852,232.112,408.359,23.486,64.477,82.551,9.279,446.291,353.272,59.414,5.0528107,26.66836,-2.7540743,3.197832
diffuse,1000820,5608,13984,698.0,263.97,0.13,0.71,14.732,1.0,430.949,320.727,41.856,178.242,46.272,27.118,266.393,104.721,451.613,23.2,1.0,203.11,25.05,1.0,107.277,48.375,267.038,199.896,61.786,303.602,23.853,231.649,125.241,111.693,580.012,408.426,1.0,51.533,16.732,583.319,120.284,340.466,23.486,76.567,62.163,23.077,361.105,349.238,91.601,1.7057724,37.432167,-3.6106021,2.2919745
diffuse,1000821,7283,13994,238.78,115.01,0.23,0.7,34.186,1.0,367.722,299.646,76.123,138.855,266.595,33.647,281.497,121.098,302.826,23.2,3.862,185.786,163.8,14.573,43.511,50.435,256.179,213.457,55.179,228.988,20.588,282.104,145.525,111.693,580.012,500.5,1.0,57.364,71.795,598.847,329.03,401.893,26.698,93.192,96.143,20.318,361.105,388.23,85.641,-4.4166584,31.815163,0.5582446,1.1479663
diffuse,1000822,6561,14104,1064.76,321.21,0.13,0.73,19.309,30.382,402.497,330.096,58.989,249.855,342.048,177.294,227.555,164.77,549.387,34.3,32.487,318.601,75.0,11.859,43.511,48.375,272.467,222.498,65.75,278.73,46.706,248.948,140.454,183.643,555.547,369.295,15.271,76.8,244.85,438.386,202.291,317.835,29.91,111.328,164.102,25.837,353.36,322.347,93.986,-0.43699837,28.47431,-0.9373632,2.8415413
diffuse,1000823,7163,14077,392.49,207.19,0.11,0.57,30.753,1.0,478.37,353.519,70.851,253.435,145.87,20.588,339.754,350.377,307.077,67.6,3.862,116.491,163.8,25.432,284.404,93.691,359.337,349.068,63.107,287.021,40.176,355.623,244.411,128.296,555.547,594.876,4.568,104.01,16.732,386.624,403.582,599.107,103.791,84.124,82.551,12.039,330.128,409.743,65.375,-33.87306,29.035873,-0.27212995,-3.0754733
diffuse,1000824,5427,14127,1212.57,396.91,0.1,0.7,25.031,1.0,386.69,313.7,48.446,167.5,46.272,79.353,231.87,148.393,353.838,34.3,78.287,260.855,21.35,3.715,86.021,40.136,272.467,281.262,63.107,263.531,27.118,210.026,137.919,147.668,559.624,339.371,122.307,65.138,174.055,446.15,105.373,343.699,39.547,85.635,191.286,25.837,442.419,308.902,98.754,4.1847687,29.915586,-3.113739,3.2390392
diffuse,1000825,8667,14118,1088.71,276.34,0.18,0.81,97.124,118.529,434.111,314.871,87.984,172.871,154.924,14.059,339.754,279.41,417.604,45.4,6.725,590.006,258.15,55.293,50.596,134.887,299.614,389.751,69.714,227.606,10.794,336.883,216.52,122.762,743.114,541.933,25.975,94.292,95.394,790.365,351.396,518.282,84.518,126.442,109.735,97.588,643.767,470.248,135.71,-14.931671,5.538082,3.9220793,3.7692645
diffuse,1000826,9456,14111,440.96,180.51,0.17,0.71,121.155,30.382,449.918,305.502,148.609,86.935,272.631,14.059,376.434,623.328,426.106,67.6,3.862,220.434,258.15,17.288,57.681,178.142,326.761,439.475,75.0,228.988,20.588,364.273,317.942,114.46,653.408,661.629,18.839,96.235,79.661,720.487,403.582,721.961,113.428,94.703,89.347,47.914,407.57,435.289,148.823,-41.498245,21.151917,4.791252,0.16059452
diffuse,1000827,7288,14193,2479.16,520.11,0.12,0.74,21.598,1.0,522.63,326.583,76.123,187.194,37.218,20.588,326.808,170.23,387.847,23.2,3.862,99.168,158.25,3.715,100.191,139.006,256.179,258.661,59.143,271.822,53.235,341.208,173.416,108.925,584.09,553.442,1.0,63.195,16.732,534.145,329.03,405.126,29.91,72.033,82.551,12.039,512.116,390.919,76.104,5.4023037,20.366116,-1.5579114,4.250076
diffuse,1000828,6933,14148,435.2,149.34,0.25,0.73,33.041,1.0,459.402,332.438,86.666,142.435,203.215,46.706,326.808,142.934,396.349,56.5,1.0,116.491,104.6,9.144,348.17,60.734,277.897,294.824,63.107,246.95,30.382,329.675,186.094,114.46,596.322,514.311,4.568,61.251,56.063,637.668,269.388,356.631,49.183,103.772,68.959,31.356,415.314,310.246,116.636,-9.187691,17.8647,-1.3191192,1.9984168
diffuse,1000829,10168,14144,217.95,111.08,0.22,0.67,158.918,30.382,491.016,376.943,94.574,94.097,384.302,7.529,402.326,148.393,404.851,34.3,3.862,249.306,261.85,20.003,78.936,50.435,267.038,186.335,57.821,280.112,10.794,368.597,213.985,197.479,600.4,578.763,4.568,70.969,166.189,660.961,411.037,398.66,39.547,109.817,89.347,56.193,175.244,463.525,127.365,-31.624554,-6.7966814,2.7280905,1.0346876
diffuse,1000830,9545,14191,646.62,304.37,0.09,0.61,89.113,30.382,551.082,342.979,120.933,128.113,296.776,33.647,382.907,115.639,413.353,34.3,6.725,81.844,256.3,14.573,178.128,66.913,229.033,163.733,61.786,213.788,40.176,334.0,178.487,114.46,555.547,512.009,1.0,63.195,63.929,598.847,396.127,337.233,55.608,103.772,82.551,36.876,736.698,421.844,128.557,-8.855063,12.607246,-0.06735152,2.4536893
diffuse,1000831,6343,14153,186.12,128.97,0.14,0.54,27.32,118.529,418.304,317.213,26.041,181.823,266.595,20.588,279.339,170.23,417.604,34.3,1.0,122.266,150.85,3.715,50.596,73.093,267.038,285.783,72.357,258.004,10.794,260.481,163.274,131.064,527.004,470.576,1.0,115.671,32.465,329.687,157.56,401.893,29.91,158.18,96.143,25.837,264.302,369.406,82.064,-24.794361,42.519917,0.5325271,-0.9131392
diffuse,1000832,6855,14228,958.73,292.09,0.14,0.7,25.031,1.0,377.206,303.159,76.123,135.274,233.396,40.176,292.285,126.557,409.102,23.2,6.725,128.04,99.05,3.715,64.766,58.674,250.75,267.701,65.75,253.859,27.118,272.013,145.525,125.529,616.71,470.576,4.568,78.743,71.795,570.378,187.381,382.495,42.759,106.794,96.143,31.356,361.105,304.868,116.636,0.23913383,29.429092,-2.7719195,2.4838045
diffuse,1000833,9737,14208,471.02,176.54,0.19,0.66,107.423,30.382,532.114,334.781,106.435,196.145,197.178,20.588,430.376,181.148,451.613,45.4,3.862,226.208,285.9,25.432,404.851,91.631,250.75,190.855,67.071,260.768,30.382,411.844,302.728,136.598,653.408,613.29,1.0,78.743,48.197,723.075,418.493,395.427,33.122,94.703,96.143,39.635,337.872,456.802,110.675,-21.26286,-0.55135536,2.645199,2.1130311
diffuse,1000834,9282,14295,2631.94,679.82,0.07,0.71,73.093,30.382,503.661,310.186,122.251,97.677,317.903,20.588,380.749,235.738,375.094,34.3,3.862,185.786,260.0,22.717,71.851,101.93,272.467,272.222,75.0,227.606,43.441,346.974,201.307,108.925,714.571,530.424,8.136,74.856,48.197,759.308,403.582,489.184,78.093,108.306,96.143,42.395,477.267,439.323,148.823,-0.7209768,0.9110756,0.75291145,5.4240546
diffuse,1000835,7007,14237,683.71,171.67,0.29,0.83,47.918,1.0,355.076,331.267,84.03,160.339,73.435,46.706,372.119,781.639,345.336,34.3,1.0,87.618,108.3,22.717,78.936,124.588,283.326,520.842,81.607,248.332,164.235,332.558,307.799,103.391,539.237,553.442,11.704,201.189,24.598,513.44,366.306,786.621,370.405,90.169,102.939,25.837,496.628,329.07,122.597,-41.577362,29.341713,-0.03640222,-4.2460036
diffuse,1000836,8499,14241,445.36,178.19,0.18,0.75,98.268,30.382,598.503,327.754,109.071,106.629,49.29,7.529,339.754,394.049,451.613,78.7,3.862,549.584,215.6,44.435,78.936,81.332,332.19,403.312,67.071,256.622,10.794,388.779,290.051,114.46,653.408,604.083,40.246,74.856,111.126,606.611,351.396,605.573,71.669,78.079,96.143,89.309,639.895,442.012,115.444,-16.15455,6.744424,4.8372235,2.5516453
diffuse,1000837,9003,14257,257.47,98.91,0.33,0.73,55.928,1.0,544.759,301.988,101.164,133.484,200.196,7.529,378.592,197.525,426.106,34.3,3.862,151.139,241.5,11.859,185.213,101.93,272.467,254.14,68.393,258.004,14.059,387.338,249.482,111.693,657.486,590.272,4.568,72.912,40.331,769.661,411.037,430.99,42.759,73.545,102.939,28.597,570.198,464.869,98.754,-18.245869,0.08498001,1.0162363,2.2501764
diffuse,1000838,5512,14322,2500.9,517.59,0.12,0.73,25.031,1.0,415.142,305.502,37.902,135.274,151.906,46.706,320.335,241.197,362.34,56.5,6.725,104.942,23.2,6.429,114.362,58.674,288.755,294.824,63.107,275.967,76.088,246.065,186.094,114.46,563.702,461.369,8.136,80.687,32.465,487.56,165.015,440.689,97.367,82.613,102.939,23.077,384.337,353.272,93.986,5.7382584,24.496555,-1.9413146,4.3032775
diffuse,1000839,8784,14292,1168.8,325.33,0.14,0.74,77.67,30.382,430.949,332.438,99.846,196.145,197.178,27.118,320.335,306.705,421.855,45.4,3.862,693.948,234.1,55.293,57.681,112.229,353.908,308.385,61.786,274.585,23.853,355.623,203.843,122.762,624.865,587.97,15.271,115.671,71.795,642.845,329.03,482.718,78.093,84.124,109.735,78.271,620.535,451.424,114.252,-14.242783,5.047346,4.317134,3.5819478
diffuse,1000840,5937,14324,187.04,116.5,0.17,0.61,46.773,1.0,345.592,314.871,24.723,310.726,136.816,27.118,281.497,667.0,302.826,34.3,1.0,220.434,6.55,1.0,50.596,209.039,370.196,507.281,67.071,266.295,14.059,292.195,388.937,114.46,522.927,493.594,29.543,337.239,40.331,314.158,127.739,624.971,389.678,73.545,96.143,36.876,318.512,338.482,70.143,-41.621414,31.026749,-0.04627906,-4.167925
diffuse,1000841,7028,14370,236.01,95.14,0.33,0.78,11.299,1.0,380.367,330.096,70.851,172.871,19.109,53.235,316.019,121.098,400.6,23.2,3.862,70.295,78.7,3.715,100.191,56.614,218.174,217.977,80.286,240.041,14.059,299.403,163.274,108.925,502.539,500.5,1.0,74.856,16.732,490.148,209.746,304.903,33.122,82.613,82.551,20.318,647.64,319.658,92.794,1.295948,45.628757,-4.3421316,1.0661353
diffuse,1000842,9096,14365,206.09,128.82,0.16,0.7,10.155,30.382,478.37,304.331,113.025,133.484,378.266,14.059,395.853,115.639,477.119,34.3,6.725,87.618,195.25,22.717,78.936,81.332,218.174,195.376,78.964,209.643,121.794,346.974,140.454,108.925,608.555,461.369,4.568,72.912,56.063,710.135,314.119,353.398,33.122,91.681,96.143,28.597,465.651,368.062,113.06,-21.35485,-7.6138153,1.0156341,1.6457485
diffuse,1000843,9987,14393,246.52,127.67,0.19,0.65,51.351,30.382,437.272,365.231,172.332,115.581,348.085,7.529,419.587,776.18,358.089,45.4,3.862,203.11,271.1,60.723,163.957,124.588,397.342,498.24,73.679,237.278,20.588,378.688,310.335,106.158,677.873,721.477,58.086,119.558,95.394,715.311,247.022,915.942,148.762,143.067,109.735,53.434,148.14,452.769,165.513,-42.45053,21.378439,5.322121,-0.22131933
diffuse,1000844,6834,14411,406.77,159.01,0.2,0.76,10.155,1.0,462.563,345.321,48.446,325.048,16.091,33.647,287.97,132.016,341.085,56.5,6.725,81.844,19.5,1.0,171.043,56.614,277.897,245.1,67.071,281.494,36.912,293.636,158.203,122.762,559.624,465.972,18.839,63.195,24.598,583.319,135.194,353.398,20.273,58.431,109.735,17.558,643.767,303.524,60.606,3.3197708,41.720757,-4.5755706,1.9972241
diffuse,1000845,9538,14431,1180.24,278.55,0.19,0.75,25.031,30.382,620.633,306.673,128.84,97.677,429.574,14.059,391.538,241.197,400.6,67.6,6.725,208.884,248.9,33.576,86.021,83.392,277.897,240.579,65.75,230.369,20.588,447.883,178.487,128.296,710.494,587.97,11.704,82.63,103.26,808.482,306.664,424.524,52.395,117.374,89.347,47.914,415.314,472.937,142.863,-19.58618,-6.274334,2.209009,2.4075522
diffuse,1000846,8895,14451,866.42,252.5,0.17,0.64,13.588,30.382,478.37,372.258,138.066,190.774,115.689,46.706,354.857,208.443,379.345,34.3,6.725,197.335,150.85,49.864,319.83,87.511,250.75,236.059,64.429,245.568,30.382,365.714,191.165,117.227,657.486,544.235,11.704,69.025,56.063,852.479,276.843,398.66,58.82,87.147,68.959,34.116,500.5,385.541,133.326,-9.528719,9.471255,0.28803077,2.7325833
diffuse,1000847,7293,14447,315.81,185.75,0.12,0.62,9.01,1.0,361.399,296.132,81.394,137.065,10.054,33.647,266.393,175.689,400.6,34.3,6.725,58.746,45.4,20.003,93.106,60.734,256.179,217.977,67.071,291.166,95.676,276.338,140.454,95.089,531.082,447.558,8.136,61.251,8.866,394.389,247.022,330.767,36.334,58.431,75.755,14.798,554.709,311.591,88.025,-1.082264,46.28846,-4.1744013,0.8634413
diffuse,1000848,8426,14470,220.09,99.66,0.28,0.76,43.34,30.382,383.528,296.132,136.748,99.468,142.852,20.588,359.173,415.885,341.085,45.4,6.725,220.434,161.95,22.717,22.255,120.468,288.755,353.588,65.75,195.826,20.588,321.026,226.662,92.321,665.641,569.555,36.679,121.502,16.732,702.37,232.112,621.738,206.582,96.215,102.939,42.395,686.36,419.155,134.518,-35.68557,28.373634,0.18929008,2.1753054
diffuse,1000849,6868,14501,234.23,207.72,0.07,0.53,6.722,1.0,491.016,301.988,47.128,278.5,10.054,14.059,266.393,93.803,324.081,34.3,1.0,93.393,25.05,1.0,86.021,54.555,256.179,204.416,64.429,262.149,23.853,266.247,125.241,119.994,514.771,449.859,1.0,57.364,8.866,360.744,142.649,359.864,20.273,56.92,68.959,17.558,364.977,311.591,64.183,-3.1608562,44.371857,-3.9987097,1.0921501
diffuse,1000850,8910,14534,276.37,175.62,0.11,0.52,6.722,1.0,386.69,326.583,105.117,294.613,79.471,79.353,372.119,137.475,332.583,34.3,6.725,104.942,100.9,25.432,369.426,42.196,234.462,190.855,67.071,252.477,17.324,309.494,229.198,108.925,600.4,456.765,4.568,61.251,32.465,565.202,202.291,275.806,17.061,72.033,62.163,25.837,577.942,321.003,86.833,2.2938004,35.21914,-4.526954,1.7315224
