class,cell,x,y,area_um2,perimeter_um,cell_circularity,cell_solidity,CD40,SMA,MAP2,CD8,CD31,Synaptophysin,AQP4,CD34,PCNA,IBA1,S100B,CD163,Claudin5,GFAP,PSD-95,Trem2,NeuN,HLA-DR,CD14,CD11b,CD3e,P2Rx7_Park7,DAPI_1,CD11c,CD4,GalMac3,ApoE,CD45,HLA-A,CD68,Vimentin,A-Beta,H2A.x,TMEM119,CD74,P2Ry12,CollagenIV,CD44,Neurofilament,ATG7,iNOS,UMAP_1,UMAP_2,TSNE_1,TSNE_2
dense,65,16139,9339,575.41,183.16,0.22,0.75,363.844,7.631,817.033,1000.0,1000.0,47.182,275.954,160.84,1000.0,909.813,565.219,118.529,383.333,722.858,944.022,226.581,316.474,1000.0,1000.0,1000.0,559.581,893.598,30.78,1000.0,1000.0,329.53,245.788,1000.0,79.353,930.762,94.502,493.514,924.806,1000.0,494.759,263.149,115.689,54.518,819.564,1000.0,164.017,7.3191185,-35.483475,6.080664,-5.6072965
dense,66,13248,9370,522.96,220.01,0.14,0.62,326.146,3.21,677.978,585.547,314.885,141.978,28.495,60.94,276.444,125.875,372.721,30.382,62.667,394.155,483.276,22.484,44.816,155.257,212.553,109.587,376.968,535.967,17.244,437.761,121.847,282.597,212.709,527.056,59.765,149.366,25.606,427.147,419.935,331.75,127.31,220.638,34.199,125.875,309.062,629.323,260.155,11.441368,-29.748577,4.0795426,-5.92865
dense,67,16313,9394,1021.98,275.63,0.17,0.71,335.571,3.21,363.275,523.259,420.52,212.467,165.972,160.84,317.556,396.438,405.91,59.765,112.0,825.981,603.845,473.645,88.632,191.985,259.565,309.387,344.742,473.899,128.244,336.413,367.569,235.664,1.0,395.542,196.882,515.337,188.005,7.986,914.065,422.875,471.793,298.574,37.218,232.911,463.093,566.158,502.59,9.459854,-33.494385,4.6091576,-7.1986184
dense,68,11097,9415,324.91,144.09,0.2,0.68,255.462,3.21,524.286,537.633,251.505,115.241,253.041,40.96,527.222,292.375,289.748,118.529,62.667,213.69,461.746,33.226,53.579,331.551,212.553,161.709,387.71,467.988,14.537,669.413,250.75,195.436,120.086,666.157,118.529,277.95,30.527,339.822,527.355,490.375,127.31,142.702,64.381,72.357,163.833,625.998,130.577,14.597824,-29.218414,4.3533726,-5.9206614
dense,69,15053,9502,649.46,219.2,0.17,0.7,580.608,3.21,557.22,520.863,492.955,27.737,220.963,100.9,523.111,646.188,478.927,59.765,136.667,587.51,534.948,140.645,158.737,390.316,341.835,326.761,452.161,538.923,17.244,442.587,395.766,168.617,232.556,613.046,138.118,525.228,40.369,720.559,677.742,699.625,402.897,334.0,43.254,232.911,441.088,675.865,393.912,10.345413,-36.047127,5.477836,-5.973092
dense,70,11295,9491,310.27,138.86,0.2,0.68,359.132,3.21,597.473,499.302,336.012,88.504,280.537,80.92,523.111,174.438,276.472,59.765,62.667,233.026,590.927,33.226,53.579,191.985,200.8,148.678,344.742,618.725,38.902,630.804,234.637,182.027,139.934,681.332,20.588,228.495,25.606,315.371,516.613,416.125,138.793,149.787,67.399,90.196,221.044,549.536,218.356,14.232899,-30.194405,4.376861,-5.6877756
dense,71,16554,9533,607.1,286.55,0.09,0.52,198.915,7.631,260.813,650.23,803.822,95.796,230.128,60.94,428.556,361.75,286.429,147.912,593.0,555.284,1000.0,1000.0,167.5,551.919,412.353,509.187,301.774,530.056,38.902,594.609,601.206,262.483,354.95,456.241,647.412,594.465,143.714,633.234,752.935,514.0,437.345,114.362,58.344,821.607,656.731,579.456,418.992,8.093483,-35.692917,5.4577446,-6.695946
dense,72,11519,9703,308.85,115.77,0.29,0.75,330.858,3.21,579.176,391.496,326.958,81.212,358.44,300.7,613.556,264.625,243.282,89.147,38.0,181.465,513.418,33.226,307.711,316.86,224.306,200.8,441.419,479.811,9.122,736.978,315.202,161.913,232.556,699.035,20.588,258.168,55.133,710.08,591.806,422.875,104.345,135.617,37.218,286.429,119.824,617.687,155.657,14.119511,-31.497887,4.7814436,-5.3702083
dense,73,14474,9725,388.72,145.39,0.23,0.74,359.132,3.21,677.978,487.324,348.085,27.737,431.761,20.98,395.667,361.75,356.126,30.382,173.667,445.716,448.828,65.452,149.974,272.787,294.824,287.67,452.161,432.521,11.829,449.826,339.371,114.98,275.56,592.813,118.529,248.277,5.921,608.783,538.097,510.625,173.241,213.553,40.236,197.232,383.877,609.376,176.556,13.0670395,-34.401443,4.8187356,-5.6699653
dense,74,12978,9969,265.07,127.94,0.2,0.71,439.241,7.631,688.956,504.094,278.668,66.628,92.651,100.9,580.667,167.5,439.1,30.382,38.0,142.794,629.681,11.742,123.684,221.368,236.059,187.77,516.613,589.169,60.561,609.087,274.919,161.913,311.947,607.987,1.0,287.842,20.685,731.038,538.097,433.0,127.31,411.936,46.272,108.036,251.85,591.092,322.854,12.661858,-32.466927,4.8017464,-5.714016
dense,75,13648,10088,232.74,91.0,0.35,0.77,429.816,3.21,758.484,523.259,326.958,69.058,198.05,60.94,531.333,181.375,498.841,30.382,75.0,400.6,448.828,65.452,123.684,199.331,200.8,126.961,452.161,574.391,14.537,541.522,242.694,195.436,239.172,648.453,20.588,188.931,45.291,507.486,505.871,392.5,196.207,227.723,31.181,125.875,471.894,542.887,310.314,13.45739,-32.984375,4.5906286,-5.749755
dense,76,15508,10090,193.22,79.19,0.39,0.79,349.708,3.21,480.374,463.367,450.701,10.723,390.518,120.88,486.111,139.75,561.9,30.382,124.333,458.606,599.539,162.129,185.026,250.75,189.047,218.174,516.613,538.923,9.122,582.543,343.399,195.436,278.868,615.575,20.588,238.386,109.266,800.899,731.452,352.0,184.724,248.979,52.308,197.232,304.661,642.621,389.732,12.776867,-35.188595,5.0430226,-5.684028
dense,77,13913,10223,586.21,211.35,0.16,0.68,439.241,3.21,516.967,525.655,290.74,54.474,216.381,20.98,432.667,216.063,445.738,30.382,124.333,465.052,435.909,54.71,44.816,184.64,259.565,179.083,462.903,453.21,11.829,476.37,274.919,188.732,295.407,585.225,20.588,218.604,60.054,594.811,527.355,406.0,115.828,185.213,37.218,108.036,102.22,582.78,226.715,12.542671,-33.186264,4.683055,-5.7060366
dense,78,13769,10272,273.88,111.06,0.28,0.75,538.198,3.21,667.0,470.554,345.066,59.336,344.693,40.96,469.667,764.125,482.246,177.294,112.0,381.265,496.194,86.935,185.026,368.279,894.224,478.783,505.871,518.234,25.366,592.196,701.911,195.436,315.255,701.565,392.765,475.772,40.369,682.136,495.129,777.25,483.276,298.574,43.254,250.75,181.436,654.256,297.774,8.970531,-36.400467,6.030775,-5.6647215
dense,79,14498,10276,210.99,90.12,0.33,0.75,410.967,3.21,623.088,482.532,314.885,86.073,74.321,120.88,539.556,174.438,322.937,59.765,112.0,639.071,633.987,129.903,53.579,184.64,224.306,166.052,419.935,518.234,14.537,457.065,254.778,148.503,328.487,592.813,20.588,208.713,64.975,535.43,581.065,372.25,161.759,241.894,52.308,232.911,295.859,604.389,260.155,12.459351,-33.883335,4.860921,-5.7327776
dense,80,672,10280,295.77,100.06,0.37,0.83,302.585,3.21,538.923,484.928,221.323,59.336,486.752,60.94,354.556,202.188,346.169,89.147,87.333,117.013,306.728,11.742,44.816,177.294,224.306,135.648,559.581,405.92,25.366,548.761,254.778,235.664,325.179,448.653,20.588,287.842,25.606,441.119,409.194,341.875,276.586,128.532,40.236,36.679,243.048,561.171,176.556,16.108284,-28.500538,4.124106,-5.983213
dense,81,15633,10329,282.91,139.21,0.18,0.72,646.58,3.21,776.78,535.237,453.719,22.876,477.587,60.94,576.556,611.5,442.419,177.294,149.0,555.284,819.147,248.065,97.395,493.154,447.612,461.409,538.097,562.568,38.902,517.391,589.121,255.779,305.331,772.38,412.353,723.05,143.714,741.517,785.161,591.625,655.517,341.085,58.344,393.464,212.242,634.309,448.251,9.536633,-36.8621,5.746145,-6.015157
dense,82,12618,10389,773.75,226.7,0.19,0.71,604.17,5.42,634.066,489.719,302.813,30.168,637.977,120.88,428.556,243.813,468.97,30.382,62.667,503.723,569.397,194.355,97.395,214.022,283.071,166.052,387.71,574.391,19.951,483.609,323.258,228.96,338.411,640.866,59.765,277.95,35.448,724.052,516.613,446.5,345.483,468.617,31.181,785.929,146.229,607.714,410.632,15.630348,-35.857586,5.348878,-5.2725058
dense,83,13591,10421,520.48,206.03,0.15,0.72,542.91,3.21,1000.0,568.777,314.885,47.182,147.642,20.98,601.222,354.813,339.532,30.382,62.667,394.155,543.56,54.71,325.237,243.404,471.118,257.265,387.71,494.589,14.537,616.326,419.935,155.208,295.407,800.2,59.765,287.842,64.975,745.01,581.065,551.125,138.793,256.064,43.254,250.75,247.449,724.07,239.255,11.651257,-34.341255,5.3464766,-5.611389
dense,84,14849,10657,895.98,253.18,0.18,0.75,533.486,5.42,667.0,465.763,329.976,25.307,363.023,60.94,617.667,445.0,452.375,236.059,62.667,1000.0,677.047,452.161,71.105,434.39,377.094,283.326,452.161,512.322,22.659,527.043,395.766,249.074,311.947,691.448,79.353,386.752,158.478,682.136,645.516,537.625,265.103,312.745,55.326,429.143,115.423,737.368,385.552,11.608475,-36.352417,5.7361546,-5.6555476
dense,85,3714,10775,241.97,86.48,0.41,0.79,307.297,5.42,677.978,422.64,170.015,15.584,514.248,80.92,539.556,174.438,449.056,30.382,13.333,303.923,405.767,11.742,71.105,147.912,200.8,83.526,419.935,479.811,11.829,498.087,158.101,322.826,272.252,486.59,40.176,426.317,30.527,409.682,441.419,480.25,150.276,163.957,40.236,304.268,304.661,576.131,168.197,17.863308,-31.703457,4.571477,-5.3149266
dense,86,35,10869,256.9,96.98,0.34,0.83,189.491,5.42,546.242,635.856,94.562,263.511,46.826,60.94,482.0,14.875,319.618,30.382,25.667,97.677,285.198,1.0,71.105,89.147,118.529,70.496,559.581,385.231,41.61,432.935,101.706,235.664,331.795,301.965,1.0,169.149,10.842,353.794,226.581,406.0,46.931,291.489,34.199,18.839,700.74,501.331,172.377,6.456421,-19.880802,2.5245485,-5.6169324
dense,87,9872,10962,1395.42,420.69,0.1,0.56,792.66,1000.0,1.0,1.0,10.054,83.642,14.748,800.2,66.778,70.375,1.0,1000.0,272.333,7.445,190.466,613.29,44.816,191.985,259.565,522.217,720.71,1.0,994.585,1.0,367.569,611.128,1000.0,1.0,608.235,327.406,1000.0,972.056,1.0,1.0,46.931,844.128,1000.0,464.821,1.0,1.0,719.946,103.338615,11.741495,2.299196,-10.492645
dense,88,4151,11096,403.29,167.45,0.18,0.75,373.269,3.21,656.022,472.95,91.544,54.474,903.766,60.94,551.889,118.938,478.927,30.382,1.0,561.729,401.461,33.226,123.684,177.294,165.541,66.152,419.935,470.944,14.537,546.348,206.44,503.852,275.56,595.342,157.706,297.733,128.951,472.556,462.903,416.125,69.897,192.298,49.29,1000.0,577.515,662.567,176.556,18.249783,-34.232704,5.14166,-4.394663
dense,89,4850,11230,292.57,117.73,0.27,0.74,288.448,3.21,637.725,451.388,121.725,39.891,454.674,280.72,506.667,160.563,419.186,30.382,13.333,452.161,457.44,33.226,123.684,162.603,177.294,79.183,387.71,527.101,14.537,529.457,178.242,302.711,298.715,484.061,40.176,218.604,114.187,381.738,419.935,389.125,150.276,234.809,34.199,215.071,542.308,642.621,255.975,17.055302,-32.741165,4.374826,-5.55865
dense,90,4338,11350,342.82,134.03,0.24,0.74,326.146,3.21,443.78,575.964,121.725,124.964,541.743,260.74,556.0,118.938,445.738,30.382,1.0,510.168,418.685,22.484,97.395,155.257,189.047,74.839,473.645,476.855,41.61,522.217,190.327,215.55,242.48,524.527,1.0,258.168,15.764,462.077,441.419,368.875,150.276,248.979,13.073,375.625,445.489,546.211,339.573,17.508808,-33.50243,4.571458,-5.4322066
dense,91,3550,11344,397.68,139.17,0.26,0.79,392.118,3.21,531.604,597.525,166.997,107.949,445.509,80.92,457.333,98.125,405.91,30.382,1.0,252.361,371.319,11.742,185.026,162.603,177.294,79.183,419.935,473.899,6.415,645.283,186.298,235.664,192.861,613.046,1.0,268.059,45.291,346.808,376.968,389.125,115.828,248.979,16.091,125.875,295.859,549.536,285.234,17.15931,-29.987946,4.2555857,-5.596381
dense,92,7097,12070,291.15,125.4,0.23,0.69,359.132,1.0,425.484,482.532,10.054,73.92,523.413,20.98,588.889,112.0,306.342,30.382,1.0,91.232,586.621,1.0,220.079,155.257,118.529,92.213,570.323,473.899,3.707,560.826,214.496,148.503,288.791,610.516,1.0,268.059,40.369,434.133,505.871,362.125,35.448,234.809,46.272,108.036,106.621,622.674,180.736,17.977032,-29.876686,4.5044246,-5.053567
dense,93,7697,12174,918.15,306.79,0.12,0.67,425.104,1.0,308.385,535.237,28.163,355.876,651.725,840.16,671.111,285.438,312.98,30.382,38.0,155.684,509.112,65.452,456.684,133.221,259.565,148.678,613.29,559.612,30.78,490.848,274.919,255.779,235.864,552.347,40.176,366.97,60.054,483.035,387.71,524.125,92.862,277.319,82.489,143.714,124.225,532.913,172.377,17.03389,-30.827953,4.69641,-4.741566
dense,94,3251,12191,190.59,75.96,0.42,0.8,241.325,1.0,487.692,432.223,58.344,93.365,19.33,20.98,395.667,42.625,342.85,59.765,1.0,181.465,177.547,1.0,36.053,155.257,106.776,100.9,376.968,420.698,3.707,536.696,178.242,208.846,169.705,486.59,1.0,228.495,10.842,210.58,355.484,298.0,58.414,149.787,13.073,54.518,546.709,569.483,164.017,7.2709885,-20.04935,3.140794,-6.379063
dense,95,2226,12364,221.37,76.8,0.47,0.81,288.448,3.21,495.011,525.655,170.015,98.226,1.0,100.9,305.222,91.188,336.213,30.382,38.0,207.245,173.241,1.0,71.105,184.64,118.529,83.526,462.903,465.033,9.122,408.804,105.734,208.846,163.089,307.023,1.0,238.386,10.842,311.878,291.032,362.125,196.207,171.043,10.054,90.196,652.33,411.571,301.954,7.288864,-20.94122,3.3857102,-7.0588803
dense,96,6614,12668,380.83,200.74,0.12,0.65,316.722,1.0,593.813,597.525,76.453,122.533,335.528,20.98,547.778,195.25,382.678,59.765,1.0,284.587,491.888,11.742,27.289,214.022,200.8,157.365,484.387,541.879,14.537,534.283,190.327,228.96,116.778,628.22,1.0,416.426,35.448,343.315,441.419,564.625,138.793,199.383,13.073,197.232,344.269,722.408,230.895,16.27732,-30.329098,4.5786366,-5.69357
dense,97,7761,13160,205.8,78.22,0.42,0.81,236.613,1.0,524.286,540.029,88.526,210.036,546.326,20.98,514.889,84.25,296.385,59.765,1.0,155.684,517.724,1.0,158.737,199.331,189.047,92.213,419.935,553.701,14.537,529.457,170.185,228.96,139.934,557.405,1.0,248.277,45.291,207.087,495.129,389.125,35.448,199.383,7.036,161.554,361.872,599.403,184.916,17.463966,-29.199844,4.124658,-5.375315
dense,98,8359,13198,298.97,131.67,0.22,0.69,410.967,1.0,480.374,446.597,97.58,42.321,619.647,20.98,436.778,354.813,276.472,59.765,1.0,413.49,461.746,22.484,88.632,427.044,224.306,166.052,548.839,405.92,19.951,642.87,222.552,242.369,335.103,676.273,1.0,357.079,74.818,765.969,559.581,449.875,81.379,355.255,22.127,250.75,366.273,622.674,281.054,15.019321,-35.074875,5.018448,-5.3216643
dense,99,7518,13613,223.57,96.29,0.3,0.8,147.08,3.21,546.242,456.18,166.997,64.197,477.587,40.96,502.556,465.812,329.575,59.765,25.667,91.232,410.073,65.452,27.289,662.103,377.094,387.57,473.645,521.189,14.537,541.522,137.96,188.732,259.02,595.342,40.176,347.188,40.369,552.895,495.129,733.375,265.103,468.617,22.127,179.393,608.322,478.06,490.05,14.39996,-36.09675,5.1643896,-6.3486156
dense,100,8688,13753,456.73,172.16,0.19,0.69,175.354,3.21,498.67,518.468,212.269,76.35,450.092,60.94,502.556,486.625,312.98,147.912,13.333,310.368,500.5,162.129,369.053,485.809,341.835,257.265,570.323,503.456,11.829,734.565,214.496,242.369,249.096,587.754,20.588,436.208,69.897,654.192,559.581,537.625,322.517,411.936,25.145,179.393,419.084,554.522,393.912,13.706192,-35.534252,5.080262,-5.7914066
dense,101,9113,14118,270.26,90.87,0.41,0.84,354.42,3.21,601.132,410.662,260.559,32.599,459.257,20.98,445.0,223.0,283.11,59.765,13.333,168.574,491.888,43.968,141.211,324.206,236.059,166.052,570.323,429.565,11.829,601.848,178.242,175.322,262.328,623.162,1.0,337.297,35.448,594.811,495.129,463.375,150.276,411.936,25.145,286.429,559.912,536.238,398.092,15.294231,-34.214016,4.698374,-6.070477
dense,102,7705,14623,714.62,221.61,0.18,0.72,29.274,1.0,509.648,487.324,85.508,161.423,133.894,240.76,391.556,132.813,332.894,59.765,13.333,194.355,39.754,54.71,123.684,206.676,200.8,100.9,570.323,598.036,71.39,495.674,69.48,182.027,192.861,418.304,1.0,287.842,10.842,318.864,334.0,348.625,81.379,348.17,13.073,108.036,423.485,411.571,297.774,7.1563873,-21.923075,3.4747388,-6.6024513
dense,103,7097,14799,554.45,195.11,0.18,0.75,15.137,1.0,458.418,518.468,61.363,316.985,5.583,140.86,194.222,77.313,220.05,30.382,13.333,155.684,1.0,11.742,36.053,133.221,247.812,92.213,441.419,766.506,14.537,382.261,1.0,141.799,444.265,357.605,1.0,208.713,5.921,552.895,151.387,284.5,92.862,326.915,10.054,108.036,366.273,336.77,318.674,-2.9766827,35.538982,0.90484494,-6.2196546
dense,104,7630,14879,249.58,133.97,0.17,0.61,10.425,1.0,915.835,535.237,112.671,440.949,133.894,60.94,469.667,105.063,246.601,89.147,13.333,136.348,31.142,205.097,842.263,169.949,283.071,139.991,505.871,547.79,60.561,568.065,117.819,168.617,295.407,499.235,20.588,307.624,5.921,441.119,323.258,304.75,58.414,248.979,13.073,90.196,555.511,353.393,205.816,5.029434,-21.32912,-2.9723969,-5.5196466
dense,105,9856,15728,223.28,117.59,0.2,0.69,48.123,1.0,586.495,274.108,163.979,151.701,101.817,80.92,305.222,340.938,223.369,1.0,25.667,155.684,216.302,22.484,27.289,206.676,283.071,213.83,129.903,547.79,1.0,375.022,125.875,128.389,219.325,557.405,20.588,109.802,35.448,304.892,248.065,510.625,150.276,440.277,19.109,90.196,674.335,464.762,9.36,-23.195906,38.03176,1.782821,-3.9940403
dense,106,10783,15927,347.22,116.83,0.32,0.83,123.519,1.0,520.626,484.928,170.015,49.613,358.44,60.94,634.111,223.0,472.289,1.0,25.667,361.929,444.522,11.742,53.579,243.404,130.282,192.113,129.903,609.858,17.244,505.326,170.185,262.483,335.103,595.342,20.588,60.347,89.581,758.983,334.0,449.875,23.966,596.149,28.163,357.786,568.714,635.972,38.619,17.362408,-34.918545,4.9097357,-4.0637484
dense,107,9863,16703,382.61,152.62,0.21,0.74,52.835,1.0,535.264,417.849,200.196,69.058,19.33,40.96,223.0,84.25,286.429,1.0,25.667,117.013,173.241,140.645,430.395,8.346,130.282,1.0,11.742,550.746,14.537,285.739,125.875,128.389,298.715,484.061,1.0,30.673,15.764,731.038,323.258,267.625,12.483,43.511,10.054,1.0,463.093,363.366,34.439,-10.412645,32.2509,-2.761511,-5.137349
dense,108,10768,16874,216.89,89.14,0.34,0.79,104.67,1.0,553.56,369.935,112.671,8.292,97.234,1.0,453.222,112.0,309.661,1.0,1.0,490.832,289.504,1.0,27.289,96.493,118.529,40.091,65.452,530.056,14.537,507.739,125.875,155.208,272.252,638.337,1.0,50.455,20.685,692.615,301.774,368.875,1.0,8.085,19.109,1.0,432.286,537.9,1.0,-15.176739,12.06039,3.175253,-3.1838868
dense,109,10154,16922,189.24,85.59,0.32,0.76,66.972,1.0,425.484,398.683,115.689,146.839,92.651,120.88,255.889,77.313,336.213,1.0,38.0,123.458,121.569,172.871,500.5,81.801,153.788,5.343,33.226,722.172,25.366,387.087,210.468,155.208,282.175,489.119,1.0,80.129,10.842,545.909,505.871,233.875,23.966,50.596,16.091,1.0,599.52,376.664,17.72,-11.974316,32.023476,-3.1512992,-4.6926894
dense,110,11304,17148,197.06,95.89,0.27,0.77,109.382,1.0,652.363,403.475,176.051,10.723,312.615,20.98,194.222,195.25,306.342,1.0,13.333,374.819,375.625,33.226,36.053,177.294,247.812,61.809,1.0,562.568,3.707,403.978,141.988,168.617,245.788,544.759,40.176,70.238,30.527,388.724,312.516,345.25,46.931,36.426,13.073,1.0,375.075,456.451,30.259,-16.974056,12.570435,2.9440777,-3.6520634
dense,111,9593,17292,190.59,100.01,0.24,0.68,85.821,1.0,681.637,307.647,124.743,81.212,19.33,20.98,342.222,431.125,326.256,59.765,13.333,329.703,31.142,22.484,149.974,140.566,388.847,148.678,33.226,663.059,17.244,522.217,222.552,128.389,285.483,592.813,1.0,119.693,35.448,640.22,162.129,581.5,127.31,29.34,1.0,1.0,326.665,481.384,9.36,-16.695366,13.409256,2.1222448,-3.339444
dense,112,10922,17296,225.7,113.01,0.22,0.6,147.08,1.0,714.571,367.54,191.142,88.504,152.225,1.0,416.222,125.875,293.066,1.0,13.333,245.916,267.974,1.0,132.447,155.257,142.035,70.496,97.677,530.056,19.951,628.391,234.637,141.799,272.252,653.511,1.0,119.693,25.606,615.769,237.323,399.25,23.966,57.681,16.091,18.839,524.705,521.278,21.9,-15.389616,13.164796,3.3974,-4.2918577
dense,113,11536,18073,622.67,199.89,0.2,0.75,76.396,1.0,564.538,377.122,85.508,49.613,124.729,40.96,436.778,264.625,283.11,1.0,13.333,303.923,323.953,11.742,62.342,199.331,189.047,196.457,43.968,553.701,6.415,536.696,258.806,155.208,229.248,623.162,40.176,208.713,40.369,566.867,291.032,439.75,115.828,71.851,28.163,90.196,432.286,592.754,9.36,-16.014965,12.141588,3.5026946,-4.4900904
dense,114,10606,18362,366.98,149.29,0.21,0.76,10.425,1.0,414.505,221.403,19.109,290.248,1.0,100.9,132.556,112.0,256.558,30.382,13.333,323.258,61.284,33.226,1.0,59.765,165.541,92.213,54.71,533.012,14.537,336.413,117.819,47.933,113.47,489.119,1.0,109.802,10.842,297.906,226.581,348.625,35.448,43.511,13.073,1.0,845.969,416.557,9.36,0.055648804,47.967384,-5.608325,0.38340676
dense,115,11515,18633,248.44,99.31,0.32,0.8,48.123,1.0,374.253,365.144,49.29,32.599,115.564,20.98,366.889,250.75,276.472,1.0,1.0,361.929,354.095,11.742,18.526,30.382,247.812,192.113,119.161,541.879,6.415,343.652,158.101,182.027,282.175,562.463,1.0,90.02,5.921,751.997,248.065,449.875,46.931,36.426,10.054,90.196,361.872,556.185,13.54,-15.427582,11.321863,3.2688155,-3.1326997
