class,cell,x,y,area_um2,perimeter_um,cell_circularity,cell_solidity,PSD-95,NeuN,CD68,CD11c,E5,E9,CD8,H2A.x,CD3e,ATG7,CD163,ApoE,E7,Olig2,HLA-A,SMA,TMEM119,Vimentin,CD11b,Synaptophysin,a-Beta,Neurofilament,CD4,CD40,CD45,CD34,PCNA,Claudin-5,E2,E10,DAPI_1,CD31,HLA-DR,Gal3,AQP4,GFAP,E6,CD74,IBA1,CD14,P2Rx7,MAP2,CD44,E3,CollagenIV,S100B,E4,E1,E8,UMAP_1,UMAP_2,TSNE_1,TSNE_2
dense,56,3901,3377,277.58,83.5,0.5,0.84,197.773,31.158,51.73,202.489,1.0,78.509,41.799,12.404,192.624,793.0,17.752,721.0,2.388,35.309,50.674,4.187,962.538,33.97,130.329,306.861,236.059,386.977,415.969,107.106,500.5,42.318,313.521,7.114,58.119,479.093,162.455,149.737,46.836,67.363,230.944,219.361,6.359,56.702,489.184,167.023,690.206,717.674,1.0,57.216,18.713,651.512,68.927,2.224,11.443,61.455482,-0.75336456,1.3874251,-11.066866
dense,57,21153,3501,1765.74,331.93,0.2,0.8,267.633,129.174,27.016,77.011,1.0,184.724,49.959,26.089,95.535,222.4,8.614,447.143,17.65,57.509,1.0,1.0,222.653,37.267,33.992,469.694,149.189,417.25,161.279,285.285,228.946,37.891,257.428,1.0,58.119,336.379,268.409,25.594,11.578,60.253,221.282,172.049,23.51,22.796,85.058,109.774,662.359,652.522,81.059,3.342,20.484,613.495,32.621,1.0,2.74,32.926567,-0.42863464,2.5740418,-6.897717
dense,58,15870,3515,342.74,122.33,0.29,0.71,102.297,8.54,29.617,195.25,10.45,112.957,44.131,7.842,144.079,181.0,60.392,240.143,59.275,39.345,23.077,1.0,35.341,343.891,47.189,12.002,200.289,894.045,209.582,395.395,288.411,9.854,169.281,2.223,109.41,407.736,106.955,10.369,110.302,124.246,335.288,255.754,40.66,54.28,172.35,461.857,409.998,11.859,674.542,3.342,89.564,605.047,29.108,2.224,11.443,51.676964,-24.090942,6.89634,0.6910543
dense,59,22723,3618,762.38,220.62,0.2,0.8,221.059,42.468,63.437,151.815,2.35,104.345,110.575,16.966,205.399,461.8,8.614,343.0,10.713,67.6,1.0,1.0,222.653,14.188,77.542,463.093,458.343,356.705,266.668,483.483,357.786,23.134,270.783,1.0,48.793,336.379,137.227,52.531,18.629,132.541,327.559,128.377,57.81,42.171,59.194,184.198,695.427,261.609,1.0,1.0,24.027,482.548,58.387,1.0,2.74,33.759262,-3.6807442,0.5867776,-5.299746
dense,60,21101,3748,3761.37,633.96,0.12,0.75,214.073,27.389,245.547,481.196,1.0,193.336,48.793,14.685,109.587,305.2,45.163,259.429,19.038,55.491,49.294,1.0,562.938,235.089,110.534,350.87,583.537,205.341,492.815,491.491,655.107,21.659,329.548,3.446,90.758,325.675,409.682,68.927,260.74,119.505,205.824,181.148,24.582,130.567,321.068,264.347,631.031,397.342,375.19,3.342,24.027,541.685,45.504,10.794,1.0,28.697906,-30.162033,-1.861732,-9.115562
dense,61,15736,3773,339.4,146.77,0.2,0.67,102.297,6.655,25.715,10.652,11.8,121.569,47.628,16.966,141.524,82.0,8.614,251.714,89.8,59.527,7.899,2.593,13.487,119.693,4.959,18.604,241.169,727.545,123.954,415.415,123.893,20.183,161.267,7.114,87.261,364.921,263.364,16.225,26.856,82.769,457.023,177.508,47.091,33.695,97.99,387.433,282.948,60.723,495.279,12.712,105.505,778.235,60.729,1.0,25.366,52.939102,-23.92455,7.116131,1.6980588
dense,62,20989,3896,1233.96,246.41,0.26,0.82,295.577,29.274,33.52,112.0,1.0,178.983,40.634,48.897,94.257,303.4,8.614,157.857,12.1,21.182,2.38,1.0,366.259,192.228,18.156,518.104,412.353,311.295,202.996,289.289,385.536,23.134,249.414,2.223,17.32,364.921,106.955,20.91,38.609,76.843,256.064,215.721,22.438,33.695,107.689,192.785,660.618,733.962,222.033,1.0,24.027,474.099,19.739,1.0,1.0,14.653288,-16.948956,-4.3611298,-6.9094477
dense,63,3127,3984,2598.76,496.04,0.13,0.76,322.357,53.777,34.82,194.043,2.35,69.897,40.634,19.247,163.242,668.8,8.614,129.571,2.388,51.455,72.751,10.56,381.869,103.208,92.058,623.725,511.997,212.909,207.387,137.136,476.714,5.427,500.5,7.114,2.166,475.525,51.455,187.215,31.558,123.06,285.048,173.869,4.216,24.007,101.223,112.636,632.772,923.989,54.953,88.837,18.713,505.78,80.639,8.346,11.443,12.564915,-19.204681,-4.691119,-7.976107
dense,64,16788,3970,204.24,91.59,0.31,0.72,38.259,25.504,205.223,675.446,11.8,141.664,44.131,10.123,145.357,105.4,237.044,638.714,5.162,53.473,126.565,1.0,122.753,432.911,183.116,1.0,182.404,114.523,505.989,569.569,575.821,11.329,195.992,1.0,218.985,254.318,439.955,8.027,448.787,184.683,95.683,144.754,102.829,120.88,275.806,450.407,159.378,22.717,695.427,2.171,64.766,436.082,30.279,1.0,14.923,38.834988,-30.124435,7.664412,-0.92954624
dense,65,4049,4034,2002.46,360.78,0.19,0.84,161.678,40.583,150.59,342.446,2.35,69.897,37.137,16.966,181.127,776.8,57.346,197.714,5.162,77.691,115.526,8.967,403.722,152.663,125.05,276.055,711.286,326.432,350.101,159.158,623.393,27.561,508.513,23.01,9.16,446.982,197.773,207.124,248.987,152.687,304.371,277.59,3.144,65.178,508.583,218.547,667.58,625.375,269.024,120.458,20.484,541.685,109.918,19.364,11.443,27.609262,-27.20784,-0.97978646,-9.409106
dense,66,14823,4067,1742.0,493.23,0.09,0.66,87.161,93.36,73.844,43.228,2.35,135.922,65.113,26.089,135.137,132.4,29.934,199.0,14.875,75.673,17.558,1.0,47.828,212.01,63.025,23.004,100.645,182.636,148.105,321.321,226.964,42.318,302.837,2.223,187.511,468.389,510.591,18.567,146.736,100.544,424.174,270.311,81.392,91.818,240.243,470.444,316.016,115.016,458.73,29.108,61.223,742.33,49.018,7.121,4.481,50.94003,-26.07753,7.1861506,0.93682307
dense,67,2613,4243,1775.76,454.0,0.11,0.72,262.976,42.468,42.625,253.163,26.65,101.474,49.959,19.247,168.352,847.0,23.843,244.0,6.55,67.6,76.891,10.56,591.034,73.535,88.099,509.302,72.54,523.205,293.015,73.072,502.482,5.427,503.171,27.901,11.491,329.243,122.091,222.349,50.362,106.47,250.267,166.59,22.438,42.171,233.777,218.547,744.159,712.245,1.0,116.945,20.484,524.789,136.855,26.71,119.348,63.369026,7.821266,2.3943863,-11.725626
dense,68,7278,4255,1035.62,224.53,0.26,0.83,176.815,21.734,36.121,120.446,40.15,133.052,101.25,10.123,103.199,604.0,13.183,655.429,48.175,57.509,10.659,1.0,397.478,17.485,68.304,320.064,407.243,190.205,321.558,383.383,306.25,9.854,310.85,1.0,329.726,257.886,76.682,29.108,56.239,70.918,167.178,126.557,134.986,36.116,152.951,58.249,622.329,467.924,1.0,4.513,16.941,607.159,16.225,1.0,119.348,55.542587,2.660347,2.231674,-9.0238695
dense,69,7326,4420,3353.89,544.69,0.14,0.82,266.469,66.972,27.016,97.522,173.8,187.595,121.067,14.685,46.99,645.4,11.66,582.143,67.6,55.491,24.457,1.0,291.334,24.079,107.894,416.883,537.547,152.364,251.299,685.685,248.768,21.659,342.904,2.223,574.522,304.268,96.864,63.072,30.382,101.73,155.584,190.246,334.357,34.905,85.058,23.9,648.436,571.082,1.0,1.0,20.484,640.951,63.072,7.121,296.871,49.356197,4.099407,0.55725414,-6.5369267
dense,70,2100,4408,510.67,146.2,0.3,0.77,261.811,29.274,46.527,271.261,82.0,35.448,76.77,12.404,158.132,748.0,11.66,850.857,7.938,49.436,67.232,5.78,734.641,40.564,156.723,412.482,563.097,523.205,462.077,269.269,581.768,3.951,473.789,14.45,297.086,257.886,106.955,187.215,65.641,74.473,93.75,257.574,104.973,51.858,382.495,121.223,686.725,440.777,1.0,65.414,18.713,539.573,101.72,18.14,68.876,60.11065,-1.2239456,0.88547856,-9.925333
dense,71,5646,4481,3752.28,568.74,0.15,0.83,147.706,33.043,219.531,424.489,63.1,150.276,84.93,14.685,62.32,897.4,115.215,240.143,48.175,75.673,141.743,1.0,606.644,383.455,224.026,232.046,910.575,144.795,593.813,653.653,742.321,23.134,602.003,2.223,104.747,393.464,323.909,183.701,284.246,189.423,304.371,304.885,190.724,181.425,592.641,258.622,704.129,283.326,545.751,1.0,22.255,617.719,27.937,8.346,173.301,27.493727,-32.101974,-1.8131045,-9.408392
dense,72,6229,4517,3399.73,436.92,0.22,0.82,214.073,34.928,263.758,371.402,52.3,265.103,95.421,19.247,27.827,719.2,74.098,141.143,99.512,109.982,121.046,1.0,331.919,327.406,156.723,309.062,777.716,84.25,451.099,833.834,625.375,58.549,647.412,18.119,101.25,614.671,334.0,102.891,183.171,221.42,341.085,310.344,188.58,118.458,440.689,189.923,625.81,446.207,338.641,3.342,36.426,628.279,59.558,2.224,222.033,25.823921,-31.641983,-1.7976121,-8.722149
dense,73,25145,4562,791.23,212.45,0.22,0.78,9.15,10.425,527.816,1000.0,234.55,652.647,56.953,12.404,366.363,461.8,139.581,358.429,221.613,35.309,285.246,1.0,778.347,943.95,329.601,14.203,64.875,8.568,863.873,1000.0,1000.0,12.805,284.139,2.223,249.293,846.582,571.136,284.421,855.439,310.299,84.089,75.607,313.991,543.487,689.631,421.782,215.071,1.0,258.582,39.648,15.17,341.04,106.404,1.0,168.08,35.08586,-32.226112,-2.5809634,-10.259271
dense,74,2360,4650,3222.21,815.22,0.06,0.58,179.143,74.511,151.891,343.652,65.8,29.707,38.302,14.685,168.352,821.8,51.255,241.429,5.162,57.509,136.224,4.187,537.962,528.525,185.756,423.485,289.714,228.045,407.187,265.265,682.857,26.086,559.265,9.559,16.154,250.75,187.682,257.484,151.438,114.765,93.75,272.131,42.804,94.24,544.146,164.16,601.444,576.511,418.7,54.873,22.255,480.436,93.522,10.794,51.472,28.930698,-28.474438,-1.2356933,-9.783214
dense,75,6945,4691,894.49,191.82,0.31,0.82,267.633,33.043,59.535,142.163,34.75,285.198,119.901,37.493,38.047,787.6,14.706,762.143,80.088,150.345,34.116,1.0,300.7,169.149,222.707,372.874,210.509,46.409,420.36,707.707,454.911,15.756,655.425,1.0,381.016,796.632,349.136,47.846,58.589,83.954,387.46,350.377,271.116,47.015,272.573,81.149,657.138,809.973,208.11,1.0,22.255,586.038,36.135,1.0,223.774,52.770927,2.0683784,0.60700154,-8.025942
dense,76,1561,4763,2090.93,318.07,0.26,0.82,145.378,53.777,180.508,525.837,7.75,87.121,20.817,26.089,181.127,841.6,36.026,70.429,3.775,105.945,141.743,5.78,438.062,218.604,198.952,331.066,504.332,288.591,569.662,223.222,793.857,8.378,631.385,7.114,3.331,286.429,273.455,176.674,167.892,126.616,412.58,297.607,12.791,74.865,618.505,261.484,634.512,457.065,312.535,101.72,22.255,592.374,119.287,13.243,39.289,28.211786,-28.78328,-1.3926361,-9.392105
dense,77,22583,4723,303.37,82.58,0.56,0.88,160.514,27.389,37.422,255.576,76.6,49.802,81.433,10.123,216.896,492.4,8.614,364.857,2.388,49.436,27.217,1.0,313.188,7.594,234.584,377.275,279.494,1000.0,468.664,193.192,579.786,9.854,316.193,2.223,56.953,289.996,106.955,84.152,77.394,118.32,368.137,86.525,183.221,88.185,227.311,198.51,662.359,364.766,1.0,1.0,29.34,450.867,85.324,1.0,18.404,38.818745,-2.1037674,3.077321,-6.3767004
dense,78,7075,4836,3877.49,472.24,0.22,0.88,197.773,65.087,218.23,289.359,157.6,216.302,102.415,14.685,54.655,717.4,42.117,276.143,63.438,85.764,94.829,1.0,356.894,469.178,165.96,350.87,775.161,91.818,394.013,793.794,611.5,34.939,503.171,5.891,272.607,300.7,248.227,283.25,166.716,119.505,366.205,343.098,257.181,100.295,434.223,118.361,688.465,348.478,550.972,1.0,29.34,586.038,56.045,184.64,307.314,26.774534,-31.26432,-1.9736553,-8.90652
dense,79,3626,4840,1903.18,362.82,0.18,0.82,140.72,33.043,185.711,471.543,64.45,32.578,41.799,14.685,45.712,827.2,58.869,237.571,53.725,116.036,144.503,5.78,631.619,320.812,222.707,309.062,519.662,334.0,596.009,457.457,639.25,24.61,618.029,18.119,55.788,211.504,217.955,232.89,343.011,108.84,315.965,243.016,107.117,140.255,521.515,250.034,725.014,239.891,448.287,6.856,29.34,497.332,102.891,124.651,122.829,28.679188,-30.837128,-1.3711392,-9.343817
dense,80,708,4929,230.18,80.7,0.44,0.74,217.566,249.808,37.422,251.957,14.5,69.897,49.959,37.493,186.237,721.0,8.614,827.714,2.388,150.345,42.395,7.373,1000.0,83.426,126.37,249.65,409.798,167.5,620.16,173.172,599.607,6.903,607.345,16.896,123.398,307.836,510.591,170.818,35.084,49.587,172.975,374.033,31.013,39.749,527.981,98.324,660.618,706.815,56.693,145.053,18.713,805.691,143.882,19.364,27.106,61.673824,-1.6617813,0.9597746,-11.121317
dense,81,16884,5138,196.99,75.2,0.44,0.84,91.818,8.54,41.324,57.707,76.6,1.0,97.753,14.685,196.457,164.8,10.137,226.0,41.238,79.709,27.217,1.0,7.244,271.356,63.025,18.604,190.069,500.5,242.516,523.523,96.143,34.939,179.965,2.223,143.215,40.246,258.318,12.712,43.311,102.915,350.747,197.525,200.371,38.538,165.883,438.957,115.868,1.0,627.551,8.027,82.479,712.761,57.216,4.673,138.493,53.63347,-24.18031,7.281189,2.0518873
dense,82,5445,5588,1411.06,346.4,0.15,0.76,143.049,80.166,157.094,318.315,28.0,21.095,66.279,28.37,246.279,595.0,25.366,173.286,78.7,132.182,74.131,2.593,497.378,182.337,172.559,229.846,787.936,91.818,484.033,643.643,557.982,23.134,473.789,2.223,90.758,343.514,288.591,79.468,294.824,177.573,157.516,401.328,64.241,113.615,563.544,198.51,681.503,419.06,564.895,45.504,18.713,609.271,43.162,38.952,18.404,27.696976,-31.241577,-1.5192276,-9.048911
dense,83,25012,5591,1489.44,239.15,0.33,0.85,125.584,38.698,179.207,416.043,98.2,72.767,77.936,26.089,257.776,434.8,39.072,472.857,89.8,33.291,49.294,1.0,400.6,399.941,162.001,150.63,312.708,53.977,516.967,445.445,577.804,23.134,340.233,4.668,235.305,357.786,308.773,32.621,212.553,179.943,155.584,186.607,188.58,149.942,385.728,298.696,512.683,22.717,364.747,1.0,41.739,611.383,50.189,1.0,23.625,35.300774,-29.556068,-1.0632342,-9.053451
dense,84,5375,5790,3821.92,555.54,0.16,0.82,267.633,29.274,64.738,201.283,23.95,15.353,82.599,12.404,214.341,762.4,40.595,539.714,67.6,69.618,32.736,2.593,294.456,57.05,121.091,394.879,458.343,205.341,383.035,579.579,500.5,12.805,393.655,2.223,181.683,314.971,86.773,102.891,112.653,149.132,348.814,272.131,87.823,49.436,246.709,155.573,667.58,533.076,157.638,31.45,22.255,562.805,33.792,12.018,18.404,51.746475,3.2414322,0.39812583,-8.860287
dense,85,25697,5873,188.53,78.75,0.38,0.84,237.36,55.662,21.812,55.293,148.15,72.767,100.084,35.212,206.676,123.4,7.091,79.429,106.45,291.618,6.519,1.0,350.65,10.891,77.542,267.253,271.829,69.114,66.868,393.393,88.214,8.378,142.57,2.223,150.209,236.479,354.182,54.873,18.629,126.616,1.0,144.754,223.953,45.804,127.087,86.874,467.432,185.598,4.481,3.342,11.628,752.89,95.864,2.224,30.587,20.407791,-3.8532066,1.0190676,-2.6654508
dense,86,7199,5948,1481.06,324.34,0.18,0.73,139.556,31.158,192.215,437.761,34.75,170.371,70.942,14.685,232.226,748.0,52.777,376.429,60.662,132.182,47.914,1.0,625.375,465.881,181.797,372.874,499.223,122.091,501.598,723.723,730.429,39.366,585.976,8.337,114.072,625.375,253.273,40.819,240.76,155.057,229.012,270.311,124.267,129.356,492.417,267.209,799.852,239.891,596.223,2.171,31.112,522.677,19.739,1.0,46.251,28.050514,-32.299824,-1.6822082,-9.185047
dense,87,323,6136,487.86,159.29,0.24,0.74,276.948,36.813,41.324,225.413,96.85,322.517,63.947,12.404,177.294,812.8,8.614,838.0,210.512,51.455,60.333,13.746,784.591,80.129,144.845,474.095,167.074,228.045,718.963,753.754,550.054,3.951,358.93,45.02,333.223,843.014,202.818,208.295,40.96,87.509,372.002,323.082,159.639,53.069,324.301,187.06,641.474,815.402,108.906,202.44,20.484,670.52,166.134,133.221,136.753,52.904934,1.0842438,0.5095955,-8.14095
dense,88,25288,6220,1394.43,252.19,0.28,0.81,233.867,34.928,77.746,194.043,100.9,78.509,73.273,12.404,213.064,496.0,10.137,496.0,82.862,31.273,9.279,1.0,528.597,24.079,162.001,419.084,450.678,69.114,404.991,367.367,345.893,5.427,260.099,1.0,186.345,389.896,112.0,47.846,37.434,126.616,352.679,161.131,192.868,51.858,201.447,290.109,606.666,174.739,126.31,1.0,20.484,440.307,43.162,1.0,18.404,28.731533,-14.889782,0.1999465,-7.4196634
dense,89,24470,6228,1263.53,191.16,0.43,0.89,73.189,14.194,150.59,420.87,63.1,87.121,81.433,14.685,236.059,256.6,75.62,381.571,82.862,35.309,67.232,1.0,431.819,343.891,159.362,42.808,213.064,122.091,435.73,579.579,429.143,23.134,155.925,7.114,230.642,393.464,379.409,24.423,224.306,152.687,165.246,130.197,183.221,186.269,233.777,350.221,279.467,11.859,173.301,3.342,36.426,579.702,58.387,2.224,16.664,37.38483,-29.161263,7.4523487,-0.99086076
dense,90,2005,6312,2335.75,442.46,0.15,0.84,283.934,85.821,30.918,172.326,103.6,196.207,41.799,16.966,193.902,641.8,8.614,102.571,139.75,75.673,38.256,12.153,463.038,63.644,89.419,559.912,545.212,326.432,323.754,625.625,476.714,9.854,401.668,24.233,16.154,664.621,112.0,237.574,32.733,89.879,248.335,141.115,59.954,32.484,149.718,146.986,571.857,603.658,2.74,123.972,16.941,619.831,54.873,84.25,51.472,11.751688,-20.504519,-3.7363727,-6.828406
dense,91,24885,6322,765.65,162.47,0.36,0.84,193.115,97.13,95.957,171.12,32.05,1.0,81.433,19.247,115.974,361.0,14.706,353.286,32.913,55.491,24.457,1.0,260.116,106.505,81.501,269.454,409.798,38.841,343.514,369.369,157.589,21.659,206.676,15.673,124.564,47.382,182.636,77.125,23.331,156.242,426.106,166.59,99.614,57.913,140.019,370.258,669.321,28.147,75.838,3.342,57.681,759.226,2.171,2.224,1.0,31.273129,-12.048233,2.7921126,-1.9031315
dense,92,25782,6459,1913.41,371.3,0.17,0.81,350.301,65.087,123.273,212.141,33.4,1.0,67.445,14.685,112.142,424.0,11.66,277.429,34.3,51.455,7.899,1.0,556.694,90.02,57.746,577.515,591.202,114.523,308.385,289.289,332.018,8.378,252.086,2.223,149.043,58.086,91.818,121.63,107.952,124.246,279.251,142.934,156.424,77.287,266.107,278.659,575.338,462.495,75.838,2.171,22.255,626.167,4.513,2.224,1.0,20.364685,-14.134541,-1.2257035,-5.373219
dense,93,4307,6498,2558.25,382.22,0.22,0.84,243.182,53.777,136.281,371.402,7.75,121.569,45.296,23.808,245.001,762.4,43.64,148.857,110.613,168.509,89.309,7.373,406.844,314.218,135.608,526.905,557.987,265.886,582.835,783.784,615.464,30.513,623.372,10.782,19.651,621.807,344.091,176.674,200.8,120.69,389.393,359.475,46.019,103.927,508.583,192.785,740.678,641.663,429.143,77.125,18.713,655.736,90.008,23.037,77.578,25.579746,-30.84105,-1.6785117,-8.762782
dense,94,25601,6515,1251.87,221.53,0.32,0.84,315.371,114.094,30.918,90.283,37.45,1.0,77.936,83.11,104.477,256.6,7.091,106.429,45.4,63.564,3.76,1.0,428.697,80.129,47.189,557.711,782.826,46.409,106.389,343.343,133.804,18.708,260.099,3.446,114.072,58.086,243.182,108.747,18.629,128.986,358.476,132.016,134.986,42.171,133.553,215.685,566.636,353.908,96.723,5.685,16.941,676.856,5.685,4.673,1.0,13.115257,-6.262474,-1.5139828,-3.3806186
dense,95,25068,6541,2268.02,293.65,0.33,0.88,221.059,48.123,121.973,297.804,30.7,1.0,83.764,12.404,110.864,326.8,23.843,462.571,39.85,49.436,23.077,1.0,350.65,53.752,143.526,313.463,565.652,197.773,369.862,373.373,345.893,11.329,163.939,2.223,149.043,58.086,157.409,67.756,227.832,146.762,343.017,166.59,121.052,118.458,240.243,335.908,538.789,147.592,187.225,4.513,16.941,706.425,4.513,3.449,2.74,29.457138,-15.453728,2.0050702,-5.0545464
dense,96,25208,6600,243.54,85.46,0.42,0.79,350.301,31.158,34.82,143.37,25.3,1.0,73.273,14.685,103.199,440.2,8.614,273.571,30.138,61.545,3.76,1.0,372.503,96.614,35.312,691.938,358.698,144.795,277.646,305.305,248.768,6.903,190.65,2.223,91.924,54.518,51.455,115.774,20.98,243.936,306.304,142.934,122.123,44.593,130.32,238.585,791.15,250.75,39.289,1.0,31.112,847.932,1.0,1.0,1.0,19.150938,-11.186522,-0.76382524,-4.2620068
dense,97,3626,6709,4177.6,610.89,0.14,0.81,235.031,36.813,137.582,453.446,3.7,138.793,40.634,19.247,229.671,771.4,36.026,107.714,128.65,134.2,104.488,5.78,431.819,390.05,138.247,533.507,711.286,477.795,598.204,793.794,734.393,14.281,618.029,12.005,16.154,703.868,212.909,260.998,169.067,183.498,520.789,303.066,38.516,108.771,492.417,287.246,799.852,771.967,524.866,79.468,25.798,564.918,95.864,34.055,70.617,24.744596,-30.721794,-2.1929996,-8.917144
dense,98,12495,6715,1276.39,451.63,0.08,0.67,82.503,17.964,298.879,542.728,13.15,78.509,96.587,32.932,271.829,366.4,71.052,355.857,35.688,172.545,148.642,1.0,506.744,403.238,191.034,5.401,443.013,205.341,756.288,903.904,744.304,21.659,561.936,2.223,251.624,289.996,858.727,177.845,300.7,207.199,399.054,184.787,68.529,176.582,301.67,584.943,319.497,22.717,519.645,12.712,64.766,550.133,3.342,12.018,47.991,36.06724,-31.37812,-2.355989,-10.240774
dense,99,25622,6775,859.31,200.9,0.27,0.82,302.563,36.813,60.836,195.25,42.85,1.0,79.102,14.685,132.582,524.8,26.889,366.143,37.075,75.673,45.155,1.0,372.503,136.178,98.657,500.5,471.118,129.659,332.536,293.293,310.214,26.086,340.233,14.45,151.375,43.814,137.227,135.683,69.167,126.616,337.221,179.328,152.136,56.702,295.204,461.857,596.223,212.745,18.404,3.342,70.08,708.537,4.513,3.449,1.0,27.064548,-14.773247,0.7283262,-5.8804526
dense,100,19242,6929,2682.9,519.42,0.12,0.81,246.675,34.928,223.434,492.054,25.3,72.767,73.273,14.685,153.022,310.6,52.777,213.143,25.975,87.782,64.472,1.0,647.228,340.594,202.911,386.077,545.212,167.5,415.969,649.649,629.339,18.708,249.414,1.0,224.813,311.404,323.909,94.693,327.732,201.274,225.147,217.541,123.195,240.76,408.359,467.582,378.671,419.06,486.577,11.54,15.17,588.15,5.685,174.846,11.443,30.51536,-30.880997,-1.8880887,-9.242429
dense,101,25905,7024,2692.85,374.44,0.24,0.86,335.164,91.475,29.617,93.902,49.6,1.0,90.758,12.404,119.807,240.4,7.091,83.286,45.4,79.709,17.558,2.593,397.478,33.97,49.828,537.907,672.962,61.545,86.629,403.403,115.964,20.183,169.281,9.559,150.209,58.086,127.136,123.972,20.98,127.801,213.553,95.623,156.424,53.069,130.32,149.848,552.713,391.913,11.443,6.856,39.968,554.357,9.198,8.346,1.0,8.296341,1.2549515,-2.9408228,0.70447475
dense,102,24967,7069,311.76,94.33,0.44,0.87,262.976,48.123,36.121,149.402,33.4,1.0,107.078,12.404,136.414,370.0,8.614,637.429,35.688,67.6,5.14,1.0,472.403,76.832,61.705,430.086,164.519,76.682,420.36,429.429,175.429,12.805,179.965,2.223,223.648,40.246,101.909,75.954,32.733,144.391,437.7,193.885,147.849,60.335,220.845,341.633,601.444,93.299,14.923,4.513,91.335,812.027,5.685,2.224,1.0,38.015877,-3.7458572,2.2943587,-5.659783
dense,103,24965,7208,1947.66,390.25,0.16,0.67,260.647,44.353,59.535,113.207,29.35,1.0,104.747,10.123,107.032,242.2,10.137,322.429,35.688,57.509,6.519,1.0,344.406,27.376,51.148,423.485,394.468,114.523,161.279,451.451,100.107,15.756,123.872,2.223,149.043,54.518,96.864,64.243,40.96,118.32,221.282,99.262,133.914,62.756,114.155,201.372,563.155,201.886,16.664,4.513,13.399,750.778,5.685,2.224,2.74,24.366451,-8.365242,1.1249448,-2.6099865
dense,104,26028,7376,673.41,154.31,0.36,0.84,367.766,57.547,36.121,149.402,6.4,18.224,77.936,16.966,107.032,476.2,7.091,82.0,34.3,126.127,3.76,1.0,600.4,53.752,37.951,608.322,849.256,46.409,174.453,329.329,230.929,26.086,337.561,14.45,80.267,58.086,217.955,105.233,30.382,145.577,217.418,24.656,73.888,55.491,169.117,158.436,610.146,391.913,4.481,2.171,84.25,602.934,11.54,1.0,2.74,6.664814,-8.872023,-2.7676704,-3.593557
