cell,x,y,area µm²,E3,Vimentin,CD163,P2Ry12,a-Beta,PSD-95,CD11c,HLA-A,TMEM119,CD31,Gal3,HLA-DR,CD8,ATG7,MAP2,GFAP,CollagenIV,CD3e,CD4,NeuN,Neurofilament,CD74,Claudin-5,CD40,CD11b,E1,E10,Synaptophysin,CD34,ApoE,E2,PCNA,Olig2,E4,DAPI_1,H2A.x,E5,E6,E9,S100B,SMA,CD44,CD45,E8,CD68,AQP4,IBA1,CD14,E7,UMAP_1,UMAP_2,TSNE_1,TSNE_2
10890,12986,19152,444.01,10.425,41.302,1.0,1.0,3.646,10.837,81.545,8.597,339.907,23.551,18.691,5.74,1.0,228.803,134.428,6.781,1.0,1.0,81.565,6.538,258.395,86.527,4.36,12.853,119.683,12.815,43.254,222.851,24.966,24.845,1.0,164.192,34.257,7.598,33.078,245.162,1.0,13.704,110.086,244.038,2.032,123.241,258.984,29.725,20.138,171.672,295.577,88.757,18.388,-7.5713844,-94.12141,24.131765,0.92115986
10891,5126,4801,88.26,5.039,246.476,1.0,1.0,1.0,14.116,352.032,377.049,805.073,211.85,169.581,764.174,6.89,393.266,18.106,4.469,296.733,2.37,247.088,19.828,82.551,94.842,78.277,148.31,283.775,3.625,64.381,1.0,108.216,166.663,1.0,232.556,63.677,8.918,124.729,154.031,1.0,4.465,64.155,409.361,1.0,190.684,605.889,26.534,60.966,114.781,357.287,554.073,15.226,19.678207,6.7012978,-14.395935,-14.152172
10892,10917,13034,147.25,7.732,33.974,108.398,1.0,1.0,10.837,361.65,44.049,197.034,20.168,19.731,150.317,11.603,292.143,14.685,10.25,1.0,2.37,201.679,4.323,125.875,126.914,4.36,60.263,279.647,10.189,34.199,2.345,24.966,7.275,1.0,367.079,39.374,7.598,179.72,104.167,1.0,13.704,129.224,272.298,2.032,87.411,530.141,34.513,304.655,5.551,493.514,256.107,24.71,-28.936,18.567286,-8.369424,3.0894535
10893,12835,1081,115.55,30.62,169.535,144.872,1.0,3.646,33.79,135.643,127.616,229.153,120.519,207.044,89.879,1.0,255.473,67.714,22.969,265.477,1.0,87.424,44.194,80.003,77.024,65.957,89.047,121.747,16.753,47.781,62.849,201.557,66.261,1.0,278.868,22.745,22.115,233.565,408.509,1.0,3.31,110.086,434.795,2.032,1.0,215.071,16.958,1.0,6.689,221.059,480.602,54.744,29.910618,-4.6703444,-7.917692,-20.27665
10894,26316,19918,232.1,37.352,42.523,1.0,1.0,16.878,10.837,25.043,84.567,236.906,75.418,1.0,15.221,1.0,244.36,28.37,47.25,5.809,1.0,160.664,7.645,1.0,125.727,16.679,7.773,238.366,77.139,465.792,6.378,1.0,11.04,1.0,180.732,7.396,49.828,151.079,80.095,1.0,55.281,144.534,217.191,4.096,406.712,345.71,76.005,271.483,197.842,481.871,241.821,67.389,-72.77214,7.977787,5.8306756,16.690825
10895,21340,20543,24.02,1.0,146.331,174.255,1.0,1.0,1.0,233.018,94.696,162.701,24.678,84.25,18.776,1.0,325.481,19.817,1.0,5.809,1.0,126.974,2.108,1.0,1.0,2.12,1.0,563.454,1.0,278.668,1.0,6.045,22.335,1.0,297.613,59.84,4.959,201.487,78.375,1.0,3.31,45.017,1.0,2.032,1000.0,564.173,7.383,52.034,245.63,325.85,284.679,18.388,-59.725983,6.65539,5.4605002,19.033854
10896,3171,986,230.39,30.62,158.544,4.04,1.0,1.0,19.581,168.101,152.939,226.938,185.916,226.816,260.527,4.534,294.366,21.527,10.25,213.783,2.37,245.623,10.968,59.615,12.879,175.713,85.661,118.651,7.564,127.761,3.689,403.375,51.201,1.0,231.454,61.119,20.795,207.216,272.673,1.0,6.775,89.034,475.772,1.0,269.718,343.514,36.109,189.828,1.0,385.231,234.678,23.13,28.391945,-1.2612534,-10.960168,-19.394184
10897,13879,16202,56.0,9.078,518.819,1.0,1.0,1.0,8.651,44.278,330.202,3.215,224.253,450.55,1.0,51.657,175.464,18.106,4.469,208.975,1.0,58.128,25.366,1.0,1.0,316.827,148.31,44.345,3.625,31.181,30.58,525.727,11.04,1.0,252.404,58.561,15.517,62.865,86.972,1.0,14.859,50.759,273.711,2.032,55.797,67.966,20.15,1.0,1.0,385.231,260.189,10.484,50.274452,-5.667493,-11.722022,-28.621016
10898,26006,1681,136.3,10.425,4.664,1.0,1.0,11.585,65.487,40.671,12.395,211.432,97.968,1.0,1.0,1.0,306.59,158.377,6.781,1.0,1.0,43.479,10.968,115.681,42.576,13.32,12.853,48.473,8.876,46.272,318.314,1.0,38.651,1.0,133.318,1.0,8.918,137.331,4.439,1.0,4.465,46.931,119.693,2.032,1.0,159.084,15.363,11.207,30.583,328.178,64.267,7.323,-14.7532425,-105.273254,29.078821,5.0508933
10899,2914,11891,61.4,22.542,53.515,1.0,1.0,1.0,10.837,135.643,76.97,71.882,43.847,44.706,165.722,19.849,328.814,16.396,26.437,100.78,1.0,55.198,5.43,273.686,341.919,30.119,60.263,77.37,25.942,35.708,3.689,110.739,54.966,1.0,171.911,47.049,18.156,19.33,215.931,1.0,11.394,71.81,670.768,3.064,221.244,240.321,28.129,169.414,53.339,580.839,197.943,29.453,-31.897102,-5.966448,-3.305329,-9.92057
10900,8541,9699,139.14,10.425,2.221,1.0,1.0,1.0,25.046,109.195,3.532,131.69,16.786,2.041,31.811,6.89,256.584,12.974,4.469,1.0,1.0,80.1,4.323,102.939,204.126,4.36,61.956,219.789,7.564,46.272,1.0,47.67,24.845,1.0,286.586,44.49,4.959,232.42,78.375,1.0,6.775,60.328,504.033,2.032,124.294,329.243,29.725,260.0,6.689,595.976,162.228,10.484,-29.859133,10.525438,-3.8129835,-0.50133365
10901,3444,2311,160.61,27.927,277.007,1.0,1.0,1.0,44.72,92.365,279.555,249.089,192.682,298.619,121.875,16.315,256.584,26.659,26.437,407.332,1.0,83.029,39.764,97.842,23.57,201.472,55.183,60.857,27.255,70.417,1.0,414.727,29.866,1.0,334.0,38.095,45.869,275.954,229.687,1.0,16.014,75.638,631.204,3.064,197.006,182.137,50.471,43.103,33.997,303.727,278.557,38.937,40.203934,-2.701622,-12.14647,-23.966463
10902,11995,10768,143.41,7.732,22.983,1.0,1.0,1.0,19.581,135.643,6.065,302.251,6.638,1.0,21.146,5.712,288.81,18.106,5.625,1.0,2.37,138.692,4.323,108.036,151.86,2.12,63.649,267.262,6.251,22.127,1.0,19.92,22.335,1.0,383.619,54.723,4.959,222.109,126.52,1.0,11.394,58.414,309.037,1.0,137.994,412.676,28.129,216.621,72.682,655.357,236.719,18.388,-29.5448,21.79627,-10.281082,2.0856845
10903,7975,3048,167.43,13.117,59.621,1.0,1.0,7.616,42.534,174.112,27.589,555.877,23.551,36.381,46.032,6.89,312.146,40.344,13.719,3.404,1.0,198.749,8.753,232.911,274.21,7.72,85.661,331.248,14.127,53.817,15.79,35.057,38.651,1.0,497.192,79.027,18.156,359.586,171.225,1.0,13.704,50.759,416.426,2.032,306.601,546.608,31.321,231.931,218.322,488.857,459.173,10.484,-23.416695,37.100883,-17.249691,2.2468448
10905,23118,19351,153.5,22.542,96.259,21.264,1.0,1.0,13.023,93.567,19.992,284.53,42.719,5.163,43.662,1.0,249.917,14.685,11.406,1.0,1.0,49.339,2.108,57.066,147.108,4.36,12.853,211.533,14.127,106.634,2.345,16.136,62.496,1.0,322.974,25.303,6.279,168.264,97.289,1.0,13.704,154.103,200.235,3.064,179.092,338.025,31.321,92.862,109.092,310.713,206.106,46.84,-63.46085,17.476078,-0.26650903,14.84889
10906,12663,2103,145.54,9.078,29.089,38.488,1.0,7.616,76.417,162.09,41.517,411.897,65.27,88.413,3.37,4.534,269.919,84.82,7.938,1.0,1.0,61.057,14.29,337.398,88.902,3.24,36.558,150.644,4.938,43.254,303.524,1.0,92.617,1.0,176.321,17.629,14.197,46.826,183.262,1.0,9.084,81.379,279.364,2.032,12.592,224.952,20.15,1.0,96.576,230.374,181.616,15.226,5.1735,-101.26111,33.632805,-2.5165014
10908,8535,13360,142.41,18.503,26.647,1.0,1.0,1.0,6.465,150.069,7.331,322.186,10.02,9.325,36.552,12.781,283.254,16.396,17.188,1.0,1.0,83.029,3.215,67.26,249.265,4.36,53.49,174.38,11.502,32.69,1.0,33.795,32.376,1.0,245.788,29.141,11.557,22.767,179.823,1.0,20.634,69.897,480.011,2.032,164.339,365.47,24.938,86.483,10.103,510.979,188.759,27.872,-36.078453,23.621006,-12.200911,-1.9209237
10909,2169,7029,79.88,7.732,29.089,1.0,1.0,1.0,19.581,212.581,56.711,273.455,14.53,34.3,424.064,4.534,259.918,19.817,10.25,1.0,1.0,109.396,5.43,276.235,48.515,6.6,58.569,354.985,19.378,53.817,1.0,76.682,22.335,1.0,202.785,95.656,27.394,88.069,210.773,1.0,11.394,94.776,564.792,2.032,208.598,424.752,55.259,12.483,162.569,367.766,153.044,19.968,-21.636538,-3.7391434,-10.45289,-8.654712
10911,4901,10550,248.02,17.156,7.106,2.013,1.0,1.0,19.581,114.004,3.532,200.357,7.765,10.366,36.552,8.068,288.81,14.685,5.625,1.0,1.0,50.804,4.323,169.199,177.993,3.24,45.024,146.515,7.564,35.708,2.345,74.159,41.161,1.0,240.275,36.816,4.959,83.486,178.103,1.0,12.549,56.5,357.079,1.0,129.563,311.678,36.109,23.966,16.929,573.853,141.819,15.226,-40.785313,7.4325943,-3.3896265,4.050017
10912,9194,20273,130.62,10.425,13.213,1.0,1.0,10.262,2.093,52.693,2.266,117.292,25.806,42.625,3.37,1.0,259.918,76.267,5.625,1.0,1.0,28.831,24.258,36.679,155.423,6.6,6.08,31.961,12.815,53.817,294.112,2.261,123.992,1.0,165.295,31.699,7.598,124.729,222.809,1.0,4.465,89.034,276.537,3.064,1.0,121.758,18.554,146.448,233.114,654.192,95.9,19.968,-6.440605,-105.886086,33.520435,3.7750912
10913,18727,15339,103.19,2.346,30.311,1.0,1.0,2.323,2.093,92.365,17.46,249.089,5.51,33.259,37.737,1.0,213.246,59.161,4.469,1.0,1.0,107.931,2.108,209.974,151.86,4.36,90.741,479.86,7.564,80.98,5.034,8.568,28.611,1.0,171.911,50.886,10.238,14.748,135.117,1.0,7.929,117.741,296.32,2.032,222.297,464.273,26.534,87.759,272.937,470.227,206.106,21.549,-26.274324,-0.6073847,-3.5192752,5.250222
10915,384,2612,27.15,13.117,40.081,31.396,1.0,11.585,70.952,198.155,78.236,482.779,84.438,62.397,102.915,33.986,375.486,621.954,16.031,19.032,14.704,109.396,193.712,105.487,80.587,43.558,78.888,192.957,16.753,246.977,73.606,12.352,16.06,1.0,285.483,58.561,4.959,12.456,332.854,1.0,3.31,123.483,577.509,2.032,351.915,446.708,29.725,27.793,378.754,464.406,227.535,29.453,-27.69584,44.42707,-23.386772,4.364104
10916,4433,11965,136.16,11.771,7.106,1.0,1.0,1.0,17.395,76.736,4.798,72.99,2.128,2.041,2.185,5.712,199.911,28.37,5.625,1.0,1.0,30.296,3.215,176.844,81.775,2.12,38.251,117.619,3.625,37.218,5.034,100.648,6.02,1.0,195.066,16.35,14.197,139.623,172.945,1.0,11.394,81.379,369.796,1.0,124.294,209.582,26.534,166.862,33.997,367.766,119.37,13.646,-49.857285,-8.500206,4.6149354,4.8760843
10917,16420,8178,313.82,3.693,22.983,1.0,1.0,87.007,55.65,151.271,8.597,109.539,13.403,60.316,19.961,15.137,213.246,112.19,2.156,1.0,1.0,62.522,107.324,21.388,98.405,1.0,87.354,234.238,1.0,26.654,310.246,2.261,118.972,2.395,235.864,18.908,4.959,69.739,126.52,1.0,7.929,54.586,167.736,1.0,16.807,242.516,21.746,170.69,159.156,430.64,89.777,18.388,-6.8005133,-103.95387,32.3519,3.3619773
10919,23483,17772,286.82,10.425,54.736,1.0,1.0,1.0,2.093,83.949,41.517,338.799,35.954,2.041,12.851,1.0,223.247,11.264,13.719,1.0,1.0,46.409,1.0,110.584,85.339,4.36,14.546,188.829,19.378,79.471,5.034,2.261,21.08,1.0,186.245,26.583,12.877,72.03,57.742,1.0,10.239,85.207,132.41,2.032,145.37,289.722,24.938,120.931,94.301,395.71,177.534,21.549,-65.46919,12.27692,1.6433096,14.260503
10920,8764,5488,51.17,22.542,429.666,1.0,1.0,1.0,60.022,152.473,527.722,167.131,380.981,515.069,36.552,37.52,263.251,52.318,17.188,686.235,3.741,100.607,68.56,46.872,1.0,437.783,148.31,63.954,31.193,46.272,3.689,656.909,130.268,1.0,405.672,96.935,60.386,369.897,162.628,1.0,16.014,98.603,496.967,2.032,388.797,178.844,12.171,12.483,482.295,215.238,330.599,18.388,48.059544,0.061149597,-14.756023,-27.343767
10922,5150,5133,167.57,14.464,11.991,1.0,1.0,1.0,11.93,169.303,14.928,127.259,25.806,22.853,23.516,2.178,281.031,14.685,10.25,1.0,1.0,109.396,2.108,161.554,105.533,5.48,67.036,336.408,11.502,80.98,1.0,55.239,14.805,1.0,221.53,27.862,22.115,160.244,219.37,1.0,18.324,96.69,402.296,2.032,186.468,373.155,21.746,276.586,13.516,467.899,169.371,31.033,-31.215015,2.8409433,-2.3678133,-0.55858976
10925,16666,15149,223.28,7.732,75.498,19.237,1.0,1.0,9.744,118.812,30.122,453.983,17.913,8.284,25.886,2.178,231.026,12.974,5.625,1.0,1.0,100.607,2.108,97.842,97.218,2.12,92.434,334.344,6.251,55.326,2.345,8.568,33.631,1.0,201.682,35.536,11.557,85.778,147.153,1.0,7.929,52.672,215.778,1.0,140.101,448.903,29.725,263.828,2.138,330.507,316.313,26.291,-50.639557,28.438957,-11.406286,17.599072
10927,1515,1280,27.29,3.693,1.0,1.0,1.0,1.0,1.0,118.812,8.597,253.519,3.255,1.0,63.808,1.0,374.375,16.396,6.781,1.0,2.37,62.522,3.215,100.39,44.951,1.0,11.159,115.555,11.502,83.998,1.0,43.886,6.02,1.0,127.805,12.512,22.115,36.515,186.701,1.0,5.62,83.293,410.774,1.0,212.813,477.446,34.513,3.552,4.413,620.427,237.74,8.903,-38.44027,10.658432,-4.639263,6.9909983
10928,15448,18350,142.56,14.464,62.064,1.0,1.0,1.0,20.674,94.769,9.863,259.057,25.806,10.366,4.555,1.0,193.244,12.974,13.719,1.0,1.0,90.353,3.215,36.679,84.151,3.24,33.171,172.316,8.876,68.908,3.689,17.398,26.101,1.0,264.533,125.076,19.476,165.972,107.606,1.0,6.775,96.69,222.843,2.032,108.487,310.58,23.342,146.448,11.24,318.864,277.536,15.226,-62.52243,19.85764,-2.2011092,15.3055105
10929,5750,14539,237.64,7.732,27.868,1.0,1.0,1.0,15.209,85.152,7.331,226.938,6.638,35.341,42.477,9.246,318.813,62.582,7.938,1.0,1.0,34.691,4.323,176.844,107.908,3.24,43.331,68.082,4.938,32.69,53.437,45.148,27.356,1.0,181.834,73.91,7.598,75.467,135.117,1.0,7.929,69.897,338.71,1.0,124.294,217.267,10.575,26.517,169.396,451.598,84.675,8.903,-50.044514,-25.531933,12.948114,1.4265772
10930,20261,11121,53.3,7.732,30.311,1.0,1.0,2.323,40.348,27.448,11.129,152.733,31.444,45.747,5.74,6.89,302.145,266.146,5.625,1.0,1.0,43.479,3.215,29.033,65.145,3.24,58.569,68.082,4.938,28.163,757.981,1.0,49.946,1.0,66.056,12.512,7.598,20.476,190.139,1.0,6.775,62.241,238.386,2.032,62.12,199.702,7.383,1.0,197.842,219.895,264.271,13.646,-3.5573387,-99.123474,29.44579,-0.56408805
10931,6011,3579,60.55,13.117,1.0,1.0,1.0,1.0,13.023,142.856,9.863,164.916,6.638,10.366,32.996,1.0,265.474,31.791,3.312,1.0,1.0,68.381,13.183,161.554,11.691,3.24,36.558,183.668,8.876,105.125,1.0,229.307,9.785,1.0,158.679,62.398,8.918,135.04,167.787,1.0,2.155,71.81,686.311,1.0,165.392,284.233,13.767,2.276,185.326,272.29,103.043,10.484,-43.88009,-14.122463,7.386281,0.8236606
10933,22545,19778,73.76,13.117,47.408,1.0,1.0,1.0,3.186,103.184,17.46,129.475,43.847,2.041,2.185,1.0,236.582,14.685,12.562,1.0,2.37,37.62,2.108,85.099,9.315,6.6,1.0,135.163,27.255,136.816,1.0,18.659,7.275,1.0,209.401,64.956,22.115,57.136,143.714,1.0,29.873,127.31,208.713,2.032,170.661,328.145,29.725,475.621,3.276,354.958,128.554,43.679,-59.54032,7.5034943,0.6429962,10.801279
10934,13740,3087,290.51,5.039,35.196,1.0,1.0,12.909,79.696,172.91,28.856,480.564,67.525,64.478,28.256,4.534,329.925,190.878,4.469,1.0,1.0,65.452,9.86,143.714,200.562,4.36,58.569,151.676,3.625,31.181,369.406,1.0,78.812,1.0,189.553,22.745,10.238,49.117,197.017,1.0,5.62,56.5,122.519,2.032,5.215,267.766,21.746,15.034,76.096,332.836,183.657,13.646,5.8789597,-105.2138,34.916485,-1.3333565
10936,6169,6026,63.96,25.235,9.549,1.0,1.0,1.0,11.93,121.217,14.928,593.533,42.719,9.325,61.438,2.178,283.254,16.396,4.469,1.0,1.0,102.072,3.215,133.52,77.024,12.2,60.263,150.644,6.251,53.817,1.0,98.125,6.02,1.0,238.07,35.536,15.517,60.573,171.225,1.0,5.62,69.897,416.426,3.064,225.459,383.035,29.725,16.31,73.82,349.136,151.003,31.033,-39.834652,44.528763,-17.134932,9.315494
10937,14306,16956,204.67,18.503,134.119,1.0,1.0,1.0,1.0,57.502,71.905,100.678,50.612,62.397,30.626,1.0,241.027,11.264,10.25,76.736,1.0,157.735,3.215,49.421,2.188,80.517,17.932,77.37,15.44,71.926,1.0,201.557,8.53,1.0,152.063,7.396,20.795,15.893,136.836,1.0,11.394,138.793,542.184,2.032,131.671,204.093,39.3,53.31,3.276,360.78,172.432,27.872,30.290611,-7.696003,-8.537064,-20.652803
10939,11635,8912,243.04,15.81,248.918,1.0,1.0,1.0,10.837,210.177,399.84,342.122,192.682,406.844,195.349,49.301,282.142,23.238,26.437,278.7,1.0,330.582,12.075,26.485,28.321,156.674,129.685,153.74,23.317,44.763,10.412,186.42,105.167,1.0,296.51,66.236,14.197,22.767,234.845,1.0,10.239,100.517,477.185,2.032,229.674,298.504,26.534,4.828,183.05,425.983,406.11,26.291,29.77604,-0.3288641,-11.833989,-19.471445
10941,6694,2154,308.99,9.078,5.885,1.0,1.0,1.0,31.604,136.845,17.46,293.39,7.765,9.325,60.253,2.178,314.368,40.344,6.781,3.404,2.37,115.255,5.43,128.423,233.823,4.36,61.956,275.519,20.691,76.453,10.412,64.068,14.805,1.0,240.275,79.027,10.238,255.333,152.312,1.0,4.465,69.897,347.188,1.0,181.199,434.632,32.917,238.31,144.364,640.22,142.84,15.226,-27.584082,18.793812,-9.681637,0.6994872
10942,4532,2974,194.01,13.117,123.127,34.435,1.0,1.0,44.72,227.007,123.817,512.683,116.009,119.631,54.327,15.137,341.038,18.106,12.562,67.119,1.0,165.059,5.43,153.908,360.925,96.196,83.968,302.351,8.876,67.399,1.0,264.625,90.107,1.0,343.924,59.84,24.754,227.837,152.312,1.0,14.859,56.5,393.818,2.032,221.244,564.173,34.513,80.103,24.894,749.668,366.314,13.646,-22.601845,34.340775,-16.367369,2.0815456
10944,17822,18131,108.3,9.078,1.0,1.0,1.0,1.0,9.744,126.025,17.46,100.678,53.994,2.041,16.406,1.0,261.029,11.264,11.406,1.0,1.0,77.17,3.215,62.163,2.188,4.36,14.546,182.636,15.44,59.853,1.0,6.045,2.255,1.0,171.911,194.149,10.238,267.935,81.814,1.0,13.704,79.466,430.556,2.032,129.563,385.231,21.746,1.0,1.0,487.692,113.247,27.872,-43.727116,1.3306961,0.6837088,5.9113727
10945,987,7791,96.65,9.078,29.089,1.0,1.0,1.0,29.418,150.069,7.331,494.962,19.041,53.031,50.772,10.425,372.152,84.82,5.625,1.0,1.0,62.522,5.43,288.977,63.957,3.24,63.649,208.437,7.564,47.781,107.219,38.841,27.356,1.0,238.07,222.289,7.598,108.69,197.017,1.0,17.169,92.862,461.642,1.0,180.146,414.871,37.704,68.621,167.121,306.056,190.8,27.872,-35.790596,45.054173,-20.012291,7.179714
10949,19478,16257,235.79,9.078,51.072,1.0,1.0,2.323,7.558,117.61,23.791,373.133,46.102,37.422,31.811,1.0,221.024,16.396,9.094,1.0,1.0,93.283,3.215,77.454,155.423,6.6,75.502,179.54,12.815,96.071,1.0,27.489,21.08,1.0,206.093,90.539,8.918,83.486,100.728,1.0,9.084,148.362,309.037,3.064,197.006,420.36,42.492,142.621,62.442,465.57,268.352,45.259,-47.808804,21.942753,-7.1403184,9.596349
10950,7715,8963,114.84,5.039,32.753,10.119,1.0,1.0,17.395,121.217,6.065,281.207,21.296,30.138,74.473,8.068,277.697,12.974,2.156,1.0,1.0,62.522,4.323,115.681,148.296,5.48,73.808,209.469,2.313,35.708,1.0,51.455,39.906,1.0,242.48,36.816,4.959,131.603,226.248,1.0,6.775,71.81,350.014,1.0,156.962,388.524,20.15,143.897,15.792,354.958,182.636,16.807,-54.512085,23.837086,-7.3017316,12.788149
10951,13680,9709,121.8,6.385,1.0,1.0,1.0,1.0,41.441,49.087,3.532,168.238,12.275,21.812,11.665,12.781,244.36,190.878,4.469,1.0,1.0,62.522,98.463,44.324,142.357,3.24,63.649,152.708,4.938,28.163,183.859,4.784,24.845,1.0,256.815,17.629,8.918,186.594,54.303,1.0,3.31,25.879,193.17,1.0,23.13,282.037,12.171,137.517,150.054,513.308,171.412,7.323,-6.1902924,-108.57331,33.63597,4.1163287
10952,2551,16383,51.45,34.659,274.565,1.0,2.843,7.616,50.185,65.917,116.221,13.183,197.192,340.244,1.0,9.246,245.472,79.688,42.625,438.588,1.0,21.507,64.13,161.554,1.0,282.109,48.41,8.224,79.765,37.218,39.992,354.182,72.536,1.0,211.606,44.49,82.82,129.312,71.497,1.0,27.563,98.603,132.41,8.224,1.0,52.597,66.43,1.0,187.601,345.643,70.389,51.582,50.9286,-15.058687,-7.193145,-29.212086
10953,6835,120,169.56,25.235,24.204,1.0,1.0,2.323,31.604,182.527,25.057,580.243,41.591,15.569,107.655,2.178,341.038,30.08,13.719,1.0,2.37,191.425,4.323,148.811,469.021,7.72,112.753,314.736,14.127,85.508,6.378,43.886,61.241,1.0,377.003,47.049,19.476,374.479,119.642,1.0,9.084,79.466,352.84,2.032,221.244,482.935,24.938,327.621,87.474,579.675,272.434,16.807,-24.348686,34.110546,-15.643964,2.205739
10954,4913,1687,42.64,15.81,1.0,7.079,1.0,1.0,21.767,117.61,46.582,507.145,19.041,1.0,203.644,1.0,335.482,16.396,6.781,1.0,1.0,59.592,3.215,220.168,111.472,4.36,33.171,92.85,14.127,76.453,1.0,66.591,13.55,1.0,227.043,107.168,6.279,178.575,145.434,1.0,5.62,45.017,323.167,3.064,159.07,387.426,15.363,21.414,76.096,382.902,359.171,16.807,-42.665203,44.145042,-17.053198,11.413817
10955,21038,18488,94.66,10.425,176.863,22.277,1.0,1.0,17.395,117.61,44.049,444.016,11.148,1.0,69.733,1.0,268.808,14.685,2.156,1.0,1.0,56.663,2.108,113.133,335.98,2.12,6.08,276.551,6.251,49.29,9.067,1.0,8.53,1.0,308.639,76.469,4.959,275.954,57.742,1.0,13.704,96.69,112.628,1.0,123.241,478.544,15.363,97.966,12.378,395.71,407.131,8.903,-52.7216,32.56634,-12.367758,18.30116
10957,15443,14404,124.08,5.039,2.221,1.0,1.0,1.0,4.279,69.523,14.928,306.681,7.765,3.081,30.626,2.178,279.92,14.685,5.625,1.0,1.0,110.861,2.108,120.778,49.703,3.24,85.661,234.238,3.625,58.344,1.0,37.58,14.805,1.0,147.652,63.677,3.639,42.243,171.225,1.0,9.084,43.103,405.122,1.0,266.557,376.448,24.938,4.828,41.961,451.598,217.331,32.614,-48.255836,15.485006,-5.0410457,9.467021
10958,19710,145,112.0,10.425,51.072,6.066,1.0,14.232,15.209,21.437,14.928,12.075,23.551,28.056,47.217,1.0,154.35,83.11,10.25,1.0,1.0,53.733,2.108,133.52,194.623,3.24,23.012,89.754,7.564,28.163,166.38,1.0,36.141,1.0,40.695,17.629,15.517,13.602,525.432,1.0,6.775,43.103,535.119,2.032,88.465,163.475,20.15,3.552,343.482,506.322,173.453,18.388,-41.636875,-23.674263,12.0107975,-1.5707434
10959,20429,20208,212.91,5.039,53.515,503.54,1.0,1.0,1.0,104.386,107.357,387.531,57.377,2.041,86.324,1.0,254.362,14.685,10.25,1.0,1.0,53.733,2.108,82.551,16.442,2.12,6.08,266.23,2.313,91.544,1.0,8.568,29.866,1.0,181.834,41.932,7.598,78.904,105.886,1.0,13.704,127.31,169.149,8.224,152.747,516.967,21.746,180.897,72.682,602.962,377.538,26.291,-42.44858,21.917023,-19.463734,-7.4573474
10960,9762,6714,144.97,5.039,27.868,4.04,1.0,1.0,21.767,206.57,16.194,205.895,2.128,38.462,29.441,5.712,252.139,30.08,5.625,1.0,1.0,135.762,5.43,128.423,105.533,3.24,90.741,371.497,3.625,47.781,3.689,71.636,33.631,1.0,268.944,105.889,12.877,173.992,174.664,1.0,3.31,73.724,501.207,1.0,338.215,361.079,24.938,118.379,158.018,356.122,266.312,16.807,-24.812855,-6.503709,0.8853459,-6.0211444
10961,16006,4036,174.96,5.039,19.319,130.688,1.0,2.323,44.72,69.523,19.992,327.724,55.122,68.641,42.477,5.712,282.142,132.717,4.469,4.606,2.37,65.452,5.43,118.23,174.429,5.48,63.649,210.501,3.625,31.181,323.692,1.0,31.121,1.0,82.596,21.466,11.557,14.748,148.873,1.0,6.775,62.241,214.365,2.032,22.076,258.984,18.554,12.483,147.778,280.441,403.049,15.226,2.7803078,-102.733795,33.31245,-0.49950987
10962,2896,9895,109.01,7.732,9.549,1.0,1.0,1.0,77.51,65.917,4.798,260.164,21.296,47.828,11.665,16.315,237.693,16.396,3.312,1.0,2.37,52.268,9.86,77.454,175.617,2.12,51.797,95.946,4.938,32.69,2.345,18.659,52.456,1.0,410.083,250.43,3.639,478.733,86.972,1.0,5.62,46.931,293.494,2.032,104.272,226.049,26.534,39.276,61.304,334.0,122.431,8.903,-66.7548,22.349705,-1.4507705,19.121954
10964,2781,671,133.46,50.815,92.595,1.0,1.0,2.323,26.139,165.697,51.646,470.596,40.464,96.738,310.299,1.0,415.491,23.238,57.656,3.404,2.37,90.353,7.645,133.52,276.586,14.439,61.956,140.323,53.51,121.725,1.0,71.636,21.08,1.0,290.997,63.677,53.787,338.964,246.881,1.0,17.169,125.397,374.035,3.064,181.199,346.808,79.196,80.103,2.138,311.878,227.535,100.584,-48.516438,46.01143,-19.148634,-4.776502
10965,12019,17282,79.59,5.039,11.991,1.0,1.0,1.0,3.186,111.599,11.129,88.496,10.02,3.081,4.555,1.0,288.81,119.033,6.781,1.0,2.37,99.142,3.215,255.847,31.885,3.24,16.239,148.58,8.876,44.763,107.219,8.568,17.315,1.0,146.55,30.42,6.279,20.476,172.945,1.0,6.775,89.034,369.796,2.032,168.554,320.46,26.534,2.276,102.265,372.423,98.961,37.356,-44.55907,-22.104065,11.654339,-0.15519221
10966,15873,6535,265.35,2.346,31.532,1.0,1.0,2.323,69.859,110.397,13.662,367.595,25.806,68.641,24.701,4.534,281.031,238.776,4.469,1.0,1.0,71.311,15.398,159.005,232.635,2.12,56.876,220.821,2.313,46.272,400.331,1.0,42.416,1.0,227.043,17.629,8.918,100.671,159.189,1.0,5.62,58.414,259.581,1.0,150.639,266.668,23.342,29.069,135.262,465.57,164.269,10.484,4.29488,-106.0314,35.57665,0.15473421
