cell,x,y,area µm²,E3,Vimentin,CD163,P2Ry12,a-Beta,PSD-95,CD11c,HLA-A,TMEM119,CD31,Gal3,HLA-DR,CD8,ATG7,MAP2,GFAP,CollagenIV,CD3e,CD4,NeuN,Neurofilament,CD74,Claudin-5,CD40,CD11b,E1,E10,Synaptophysin,CD34,ApoE,E2,PCNA,Olig2,E4,DAPI_1,H2A.x,E5,E6,E9,S100B,SMA,CD44,CD45,E8,CD68,AQP4,IBA1,CD14,E7,UMAP_1,UMAP_2,TSNE_1,TSNE_2
10817,15646,17909,185.05,11.771,22.983,10.119,1.0,1.0,3.186,147.664,31.388,172.669,28.061,42.625,51.957,1.0,266.585,9.553,9.094,1.0,1.0,90.353,2.108,57.066,69.897,2.12,31.478,220.821,7.564,126.252,1.0,28.75,31.121,1.0,204.99,22.745,14.197,96.088,231.406,1.0,7.929,104.345,745.658,1.0,175.93,410.48,31.321,62.241,2.138,428.311,238.76,10.484,-33.638695,-8.068403,2.7114744,-1.7961937
10818,21632,16912,60.83,15.81,8.328,1.0,1.0,1.0,1.0,41.874,13.662,347.66,16.786,1.0,35.367,1.0,304.367,18.106,3.312,1.0,1.0,37.62,2.108,69.809,15.254,3.24,7.773,142.387,7.564,100.598,1.0,4.784,13.55,1.0,124.497,45.77,12.877,50.263,74.936,1.0,16.014,92.862,299.146,2.032,151.693,278.744,34.513,11.207,71.544,266.469,212.229,29.453,-65.78016,9.5042,3.1226153,14.127209
10819,3096,3864,127.21,15.81,46.187,1.0,1.0,166.397,10.837,229.412,65.574,552.554,38.209,25.975,87.509,4.534,273.253,18.106,16.031,13.022,1.0,81.565,3.215,202.329,163.738,5.48,51.797,106.267,11.502,68.908,3.689,77.943,22.335,1.0,209.401,44.49,24.754,37.661,219.37,1.0,9.084,66.069,409.361,3.064,573.212,457.686,47.28,252.345,39.686,360.78,186.718,19.968,-32.774082,45.89276,-19.448206,6.829447
10820,8348,11870,233.66,9.078,16.877,1.0,1.0,1.0,9.744,87.556,7.331,276.777,8.893,31.178,152.687,9.246,283.254,14.685,10.25,2.202,1.0,40.55,5.43,128.423,40.2,4.36,38.251,142.387,4.938,40.236,1.0,40.102,7.275,1.0,187.348,73.91,6.279,60.573,138.556,1.0,9.084,79.466,453.164,1.0,95.842,239.223,24.938,29.069,72.682,228.045,112.227,18.388,-54.91777,-13.098656,8.693694,5.491405
10821,3127,14015,162.17,7.732,26.647,1.0,1.0,1.0,29.418,80.343,7.331,87.388,6.638,33.259,12.851,5.712,239.915,52.318,9.094,1.0,1.0,21.507,5.43,197.232,50.891,5.48,24.705,62.921,7.564,25.145,60.16,47.67,24.845,1.0,188.45,144.262,7.598,144.205,160.909,1.0,5.62,64.155,376.861,2.032,91.627,170.062,10.575,1.0,138.675,195.444,82.634,19.968,-56.818455,-16.447437,9.382009,5.6035748
10822,13132,10881,192.58,26.581,231.82,38.488,4.686,1.0,5.372,205.368,261.829,663.308,227.635,236.181,482.132,2.178,338.815,23.238,41.469,116.408,1.0,641.122,4.323,41.776,100.781,127.555,116.139,246.622,48.259,50.799,3.689,229.307,73.791,1.0,268.944,43.211,61.705,109.836,123.081,1.0,66.83,138.793,457.403,3.064,241.266,451.099,88.772,141.345,228.563,450.434,515.296,91.1,20.339579,5.7699814,-13.741584,-15.394847
10823,8310,1090,118.96,30.62,121.906,1.0,1.0,3.646,4.279,165.697,16.194,153.84,4.383,79.047,73.288,1.0,352.15,100.216,7.938,1.0,2.37,91.818,4.323,258.395,36.636,4.36,41.637,177.476,8.876,87.017,56.127,48.932,31.121,1.0,230.351,137.867,16.836,90.36,300.184,1.0,9.084,77.552,484.25,1.0,365.614,363.275,34.513,4.828,230.838,297.906,187.739,8.903,-29.053413,-16.257643,4.232682,-7.1572366
10824,26502,18046,129.48,92.553,107.251,1.0,1.0,10.262,123.416,1.0,260.563,14.29,61.887,1.0,1.0,1.0,258.806,14.685,65.75,368.863,1.0,37.62,58.592,1.0,5.751,87.237,4.386,2.032,144.089,415.992,1.0,114.523,17.315,1.0,105.752,45.77,56.427,28.495,9.597,1.0,47.197,75.638,171.975,7.192,220.19,21.858,20.15,1.0,119.333,266.469,204.065,23.13,43.36866,-17.654747,-6.460528,-26.204876
10826,18994,19351,321.5,6.385,1.0,1.0,1.0,1.0,1.0,106.791,14.928,184.851,56.249,1.0,14.036,1.0,276.586,43.765,7.938,1.0,1.0,96.213,45.302,120.778,18.818,3.24,23.012,164.06,11.502,70.417,1.0,3.523,1.0,1.0,212.709,26.583,6.279,60.573,128.239,1.0,22.943,96.69,156.431,2.032,77.927,323.754,21.746,240.862,2.138,456.255,83.655,27.872,-59.530346,9.382292,0.37974072,11.816285
10827,15344,13298,120.1,5.039,2.221,1.0,1.0,1.0,21.767,151.271,27.589,451.768,8.893,3.081,104.1,4.534,217.691,14.685,6.781,1.0,1.0,134.298,2.108,113.133,259.956,2.12,78.888,337.44,8.876,49.29,1.0,32.534,71.281,1.0,307.536,52.165,4.959,206.07,107.606,1.0,9.084,66.069,464.468,1.0,125.348,490.62,24.938,282.966,40.823,555.224,246.923,18.388,-27.19101,28.351776,-13.608561,2.529733
10829,25899,3732,59.27,5.039,93.817,1.0,1.0,7.616,1.0,4.606,98.494,256.841,39.336,1.0,1.0,1.0,219.913,30.08,4.469,116.408,1.0,34.691,5.43,3.548,28.321,35.719,7.773,188.829,6.251,40.236,54.782,51.455,44.926,1.0,31.874,1.0,10.238,22.767,9.597,1.0,5.62,73.724,106.976,1.0,1.0,114.074,13.767,2.276,1.0,344.479,75.491,12.065,-16.285246,-108.01819,28.042227,8.458812
10831,7029,10106,186.9,3.693,37.638,6.066,1.0,1.0,7.558,228.209,28.856,84.065,13.403,83.209,82.769,9.246,287.699,12.974,3.312,25.043,1.0,72.776,3.215,59.615,92.466,4.36,53.49,296.159,1.0,40.236,1.0,42.625,24.845,1.0,222.632,49.607,7.598,53.7,264.076,1.0,7.929,37.362,854.46,11.32,358.237,339.123,50.471,1.0,73.82,499.336,174.473,5.742,-33.244858,-10.045929,3.3005512,-2.4737773
10832,7411,1574,65.38,26.581,57.178,1.0,1.0,2.323,7.558,216.188,31.388,259.057,8.893,50.95,55.512,1.0,279.92,95.084,18.344,1.0,1.0,105.001,2.108,194.684,201.75,5.48,41.637,215.661,20.691,97.58,19.824,85.511,38.651,1.0,210.503,62.398,10.238,30.787,169.506,1.0,24.098,123.483,420.665,2.032,317.139,378.644,56.855,169.414,255.87,495.843,187.739,15.226,-23.495312,-8.588633,1.9060782,-7.901303
10833,14659,19960,17.2,5.039,47.408,1.0,1.0,1.0,3.186,133.238,7.331,445.123,2.128,29.097,36.552,1.0,253.25,57.45,7.938,1.0,1.0,148.946,5.43,41.776,80.587,1.0,21.319,133.099,6.251,96.071,151.59,22.443,16.06,1.0,264.533,168.566,14.197,275.954,296.745,1.0,7.929,152.19,289.255,1.0,152.747,407.187,48.875,1.0,216.047,432.969,140.799,18.388,-48.530045,37.327988,-14.313905,14.0028515
10834,1781,2600,229.54,6.385,22.983,1.0,1.0,1.0,16.302,153.675,16.194,456.198,28.061,17.65,50.772,2.178,232.137,23.238,10.25,1.0,1.0,99.142,3.215,327.204,237.386,4.36,23.012,186.764,12.815,76.453,2.345,317.602,22.335,1.0,202.785,95.656,15.517,89.214,195.298,1.0,6.775,94.776,417.839,2.032,189.63,324.852,40.896,26.517,29.445,328.178,214.27,15.226,-42.205074,43.975914,-16.821615,10.189995
10835,10706,12218,234.09,5.039,2.221,35.448,1.0,1.0,20.674,114.004,32.654,139.442,11.148,5.163,75.658,9.246,316.591,16.396,4.469,1.0,2.37,116.72,6.538,174.296,28.321,3.24,53.49,265.198,3.625,35.708,1.0,22.443,12.295,1.0,224.838,103.33,10.238,149.933,155.75,1.0,13.704,66.069,454.577,1.0,140.101,370.959,20.15,90.31,139.813,458.584,119.37,16.807,-35.987457,-0.09474373,-1.4078174,1.3999801
10836,3753,5474,96.22,5.039,1.0,1.0,1.0,1.0,7.558,130.834,12.395,219.185,14.53,10.366,10.48,2.178,305.478,23.238,5.625,1.0,1.0,87.424,3.215,276.235,21.194,4.36,38.251,210.501,3.625,49.29,1.0,70.375,9.785,1.0,174.116,72.631,8.918,38.806,154.031,1.0,3.31,58.414,448.925,1.0,198.06,398.404,16.958,27.793,5.551,320.028,141.819,15.226,-41.028553,-13.598537,6.104077,-0.60313195
10837,4100,6020,270.05,7.732,4.664,46.593,1.0,1.0,22.86,210.177,60.51,192.604,11.148,21.812,245.121,6.89,305.478,26.659,6.781,2.202,1.0,129.903,5.43,227.814,175.617,5.48,100.9,411.746,6.251,59.853,5.034,341.568,14.805,1.0,222.632,151.937,14.197,112.127,215.931,1.0,4.465,58.414,504.033,2.032,206.491,587.226,21.746,113.276,64.718,604.126,201.004,13.646,-21.640863,6.812378,-5.883984,-3.640251
10838,7270,6039,319.79,18.503,22.983,1.0,1.0,1.0,19.581,194.549,19.992,139.442,10.02,14.528,41.292,1.0,239.915,40.344,27.594,1.0,1.0,94.748,5.43,51.969,96.03,7.72,26.398,303.383,19.378,53.817,6.378,149.841,29.866,1.0,262.328,103.33,43.23,261.061,174.664,1.0,20.634,96.69,293.494,2.032,257.073,367.666,40.896,76.276,192.153,538.923,183.657,18.388,-36.03444,5.5140266,-4.13419,3.5251296
10839,6852,5453,99.06,10.425,21.762,1.0,1.0,1.0,6.465,225.805,41.517,190.389,4.383,24.934,54.327,3.356,333.259,18.106,6.781,2.202,1.0,124.044,5.43,74.906,97.218,4.36,60.263,319.896,7.564,50.799,3.689,79.205,16.06,1.0,182.937,53.444,15.517,20.476,238.284,1.0,9.084,66.069,460.229,2.032,296.063,404.991,24.938,40.552,150.054,406.189,146.921,26.291,-29.935482,-7.2482643,2.2822013,-4.326131
10842,22752,5619,46.62,13.117,330.743,1.0,1.0,3.646,25.046,100.78,189.658,43.086,120.519,200.8,3.37,1.0,269.919,122.454,21.812,531.155,3.741,33.226,68.56,1.0,1.0,165.633,55.183,36.089,10.189,34.199,208.061,421.034,37.396,1.0,345.026,20.187,41.91,487.898,78.375,1.0,7.929,192.379,142.301,2.032,1.0,92.118,37.704,1.0,27.17,177.979,64.267,48.421,56.112045,-14.419083,-7.0786047,-31.427702
10845,4980,1687,33.83,14.464,146.331,30.382,1.0,1.0,67.673,181.325,342.863,436.263,255.824,597.278,448.95,6.89,396.6,19.817,7.938,630.935,1.0,178.242,91.818,8.645,183.932,140.994,158.469,248.686,7.564,96.071,1.0,217.955,43.671,1.0,552.325,111.005,6.279,529.141,121.361,1.0,12.549,73.724,605.769,1.0,208.598,482.935,26.534,238.31,159.156,660.014,521.419,15.226,24.177544,3.2652283,-14.1935005,-17.25527
10846,10691,7453,79.45,9.078,108.472,1.0,1.0,1.0,58.929,300.339,65.574,148.303,10.02,147.728,165.722,18.671,258.806,26.659,4.469,86.354,2.37,175.312,8.753,130.972,85.339,23.399,112.753,521.14,12.815,59.853,2.345,119.568,97.637,1.0,347.232,226.127,4.959,337.819,200.456,1.0,6.775,62.241,546.423,1.0,311.87,448.903,48.875,123.483,201.255,309.549,351.007,26.291,-23.46934,-4.1547565,-1.9381568,-7.394091
10847,5994,10483,97.64,17.156,9.549,1.0,1.0,1.0,11.93,85.152,8.597,175.991,8.893,14.528,19.961,11.603,323.258,18.106,5.625,1.0,1.0,62.522,3.215,125.875,53.266,4.36,55.183,127.939,12.815,37.218,1.0,55.239,7.275,1.0,142.139,53.444,12.877,38.806,209.053,1.0,7.929,58.414,581.748,2.032,203.329,314.971,20.15,9.931,26.032,379.409,121.411,23.13,-41.316284,-12.160879,5.4800954,0.28081915
10848,15246,18284,82.15,5.039,14.434,35.448,1.0,1.0,8.651,103.184,22.525,117.292,7.765,3.081,43.662,1.0,319.924,9.553,3.312,1.0,1.0,96.213,2.108,41.776,128.102,1.0,23.012,137.227,3.625,61.363,1.0,4.784,26.101,1.0,303.126,111.005,6.279,200.342,145.434,1.0,3.31,92.862,277.95,1.0,128.509,365.47,13.767,100.517,28.308,640.22,248.964,8.903,-38.01239,14.251579,-4.637489,4.394885
10849,6357,4164,55.71,22.542,37.638,1.0,1.0,1.0,22.86,184.931,27.589,174.884,19.041,27.016,49.587,5.712,285.476,52.318,13.719,1.0,1.0,125.509,3.215,273.686,90.09,7.72,41.637,198.117,20.691,70.417,2.345,38.841,13.55,1.0,176.321,48.328,20.795,22.767,229.687,1.0,11.394,112.0,405.122,3.064,277.095,450.001,13.767,22.69,64.718,512.143,251.005,19.968,-26.34077,-2.8370247,0.22670624,-3.7583814
10850,10302,12335,181.78,7.732,129.233,1.0,1.0,1.0,14.116,144.058,147.875,246.874,84.438,228.897,219.05,24.561,286.587,18.106,5.625,110.397,2.37,172.383,6.538,39.227,144.732,98.436,109.366,170.252,3.625,32.69,14.445,137.227,11.04,1.0,294.305,91.818,10.238,151.079,152.312,1.0,6.775,52.672,580.335,1.0,116.918,347.905,16.958,131.138,27.17,533.101,328.558,10.484,21.19798,0.85072136,-11.025585,-16.674612
10851,4147,4194,89.26,5.039,19.319,1.0,1.0,1.0,43.627,74.332,3.532,266.809,5.51,27.016,10.48,1.0,243.249,33.502,2.156,1.0,1.0,71.311,7.645,123.327,36.636,1.0,9.466,109.363,1.0,115.689,3.689,99.386,12.295,1.0,277.765,210.777,3.639,505.083,176.384,1.0,6.775,92.862,313.276,1.0,305.547,299.602,36.109,6.103,74.958,309.549,125.492,10.484,-63.10325,-7.5244904,-0.72499996,19.90295
10853,10886,16918,138.29,23.888,195.182,98.266,1.0,8.939,10.837,121.217,37.719,216.97,21.296,58.234,75.658,2.178,314.368,55.74,9.094,7.011,1.0,115.255,5.43,92.745,116.224,1.0,19.625,123.811,11.502,43.254,54.782,8.568,37.396,1.0,246.891,148.1,12.877,112.127,183.262,1.0,9.084,67.983,464.468,1.0,180.146,329.243,20.15,137.517,220.598,226.881,165.289,26.291,-48.80867,-17.809628,9.588688,-7.1082034
10854,24244,18707,61.26,9.078,18.098,1.0,1.0,1.0,1.0,51.491,16.194,101.786,15.658,1.0,14.036,1.0,309.923,11.264,7.938,1.0,1.0,39.085,2.108,21.388,1.0,4.36,1.0,128.971,10.189,159.452,1.0,1.0,1.0,1.0,122.291,1.0,6.279,123.584,85.253,1.0,27.563,161.759,244.038,3.064,192.791,293.015,26.534,40.552,105.679,361.944,89.777,43.679,-66.790695,2.0882015,5.4027977,13.19315
10855,21486,19731,97.5,11.771,37.638,25.316,1.0,1.0,64.394,141.653,51.646,106.216,6.638,61.356,8.11,1.0,371.041,12.974,5.625,2.202,2.37,59.592,13.183,1.0,1.0,3.24,4.386,210.501,3.625,150.397,1.0,2.261,23.59,1.0,337.308,653.356,7.598,464.985,155.75,1.0,16.014,106.259,372.622,6.16,458.348,258.984,23.342,16.31,219.46,202.43,179.575,21.549,-62.008636,-8.890537,0.14962225,20.60711
10856,1502,9447,63.11,7.732,27.868,1.0,1.0,1.0,80.789,82.747,12.395,277.885,4.383,8.284,62.623,11.603,393.266,33.502,4.469,1.0,2.37,80.1,7.645,128.423,295.592,3.24,53.49,145.483,2.313,43.254,5.034,18.659,42.416,1.0,346.129,185.195,7.598,377.916,191.859,1.0,14.859,66.069,320.341,1.0,106.38,308.385,21.746,52.034,41.961,507.486,191.82,8.903,-55.65439,41.60401,-12.789079,6.8396006
10857,19845,12943,475.28,6.385,16.877,1.0,1.0,22.171,40.348,100.78,8.597,363.165,31.444,99.859,4.555,8.068,277.697,50.608,4.469,1.0,1.0,80.1,5.43,151.36,94.842,2.12,95.82,161.996,3.625,29.672,249.742,1.0,111.442,1.0,123.394,26.583,7.598,55.991,124.8,1.0,5.62,45.017,212.952,1.0,13.646,277.646,12.171,15.034,201.255,403.86,142.84,12.065,0.13294983,-99.774635,33.87047,0.86339736
10858,4593,282,141.84,34.659,9.549,1.0,1.0,1.0,10.837,144.058,17.46,282.315,23.551,9.325,49.587,2.178,305.478,23.238,16.031,1.0,1.0,103.537,3.215,243.105,84.151,7.72,63.649,213.597,23.317,94.562,1.0,57.761,6.02,1.0,187.348,82.864,36.631,86.923,198.737,1.0,10.239,110.086,577.509,2.032,274.987,514.771,32.917,17.586,233.114,527.28,219.372,26.291,-21.927385,-6.6212444,0.120038964,-7.576394
10859,12274,16934,90.39,13.117,18.098,1.0,1.0,1.0,3.186,111.599,22.525,193.712,12.275,6.203,55.512,1.0,301.033,33.502,11.406,1.0,2.37,165.059,3.215,189.587,52.078,2.12,65.342,318.864,11.502,38.727,19.824,17.398,16.06,1.0,168.603,48.328,16.836,11.311,169.506,1.0,10.239,98.603,406.535,2.032,171.715,481.837,24.938,48.207,198.979,512.143,180.596,40.517,-26.79361,-1.127327,-0.7740758,-4.3203106
10860,26827,5795,68.93,14.464,334.407,1.0,1.0,3.646,2.093,1.0,315.008,1.0,258.079,71.763,1.0,1.0,419.935,134.428,16.031,279.903,1.0,80.1,55.269,8.645,1.0,238.43,6.08,282.743,11.502,38.727,331.759,125.875,77.557,1.0,200.579,1.0,10.238,179.72,1.0,1.0,5.62,79.466,116.867,3.064,10.484,488.424,7.383,2.276,97.714,524.951,270.393,12.065,34.270103,-1.8867931,-5.7274013,-22.764065
10861,11050,10553,202.11,10.425,157.323,115.49,1.0,1.0,32.697,129.632,40.251,304.466,41.591,277.806,155.057,11.603,249.917,40.344,6.781,1.0,1.0,150.411,6.538,64.712,344.295,3.24,83.968,246.622,7.564,26.654,9.067,16.136,52.456,1.0,318.563,139.146,7.598,180.866,83.534,1.0,11.394,50.759,317.515,1.0,84.25,388.524,23.342,248.517,29.445,325.85,520.398,24.71,-51.34888,37.383595,-24.217358,12.921152
10862,7281,2062,50.46,27.927,95.038,111.437,1.0,3.646,8.651,139.249,40.251,489.425,47.229,45.747,255.786,3.356,302.145,19.817,18.344,1.0,1.0,109.396,2.108,118.23,320.537,12.2,34.864,173.348,33.819,56.835,1.0,52.716,26.101,1.0,201.682,59.84,32.672,28.495,169.506,1.0,17.169,83.293,374.035,3.064,355.076,388.524,31.321,142.621,150.054,223.388,427.539,8.903,-36.802914,49.75556,-23.24549,10.275731
10863,1903,2912,21.04,5.039,1.0,1.0,1.0,1.0,6.465,207.773,8.597,427.402,16.786,3.081,10.48,1.0,252.139,45.476,12.562,1.0,1.0,100.607,3.215,80.003,186.308,2.12,41.637,354.985,7.564,65.89,6.378,134.705,22.335,1.0,238.07,27.862,1.0,22.767,286.429,1.0,5.62,48.845,516.75,1.0,207.544,565.27,37.704,1.0,1.0,720.559,315.292,10.484,-28.392849,33.264664,-15.99452,4.55176
10864,13056,148,86.41,197.569,648.274,23.29,1.0,7.616,4.279,51.491,430.228,5.43,352.792,775.225,1.0,1.0,351.039,43.765,94.656,632.137,1.0,77.17,28.688,1.0,1.0,420.983,155.083,123.811,113.896,121.725,9.067,838.545,33.631,1.0,347.232,67.515,129.009,146.497,221.09,2.376,18.324,425.862,318.928,356.017,1.0,96.509,157.393,1.0,19.205,424.818,158.146,89.519,53.370743,-4.2268753,-13.663073,-30.254707
10865,19805,20188,252.85,6.385,20.54,28.356,1.0,1.0,1.0,56.3,40.251,147.195,66.397,6.203,4.555,1.0,307.701,24.949,11.406,1.0,1.0,90.353,1.0,108.036,46.139,2.12,1.0,190.893,8.876,99.089,1.0,1.0,24.845,1.0,255.712,54.723,10.238,121.292,131.678,1.0,9.084,125.397,150.779,3.064,137.994,359.981,26.534,140.069,15.792,520.294,280.598,27.872,-54.825832,10.652444,-1.1381227,11.105798
10866,17531,12390,42.21,58.894,369.824,1.0,1.0,2.323,22.86,40.671,160.536,3.215,155.473,313.188,1.0,5.712,246.583,36.923,66.906,403.726,1.0,34.691,38.656,1.0,1.0,304.508,119.525,20.608,18.066,19.109,17.135,234.352,29.866,1.0,259.02,27.862,55.107,207.216,37.108,1.0,29.873,79.466,104.15,2.032,1.0,72.357,29.725,1.0,81.785,320.028,60.185,32.614,50.580627,-14.377426,-7.0449634,-29.518442
10867,13391,15869,33.26,9.078,51.072,13.158,1.0,1.0,2.093,112.801,23.791,82.958,24.678,1.0,66.178,3.356,337.704,12.974,3.312,1.0,1.0,119.65,3.215,18.839,16.442,4.36,51.797,168.188,10.189,50.799,2.345,37.58,9.785,1.0,161.987,47.049,4.959,46.826,73.217,1.0,13.704,52.672,392.405,2.032,78.981,431.338,31.321,4.828,3.276,530.773,104.063,23.13,-45.16182,3.0967426,-1.027115,6.1173897
10868,7409,6360,199.26,23.888,33.974,1.0,1.0,2.323,6.465,199.357,27.589,113.969,11.148,13.488,69.733,2.178,272.141,19.817,32.219,1.0,1.0,97.677,3.215,202.329,235.011,8.84,72.115,330.216,15.44,41.745,1.0,94.341,28.611,1.0,196.169,35.536,57.746,68.593,252.04,1.0,19.479,148.362,376.861,6.16,160.123,354.492,93.559,108.172,3.276,566.867,165.289,42.098,-29.895031,5.4424887,-4.3402915,-0.9062917
10870,10120,8082,144.4,30.62,51.072,1.0,1.0,1.0,28.325,124.823,23.791,543.694,24.678,14.528,24.701,5.712,209.912,18.106,9.094,1.0,1.0,121.114,5.43,113.133,220.756,5.48,70.422,245.59,15.44,40.236,1.0,56.5,26.101,1.0,285.483,181.357,19.476,198.05,105.886,1.0,12.549,98.603,299.146,2.032,143.263,345.71,66.43,239.586,113.644,283.934,260.189,54.744,-51.25698,45.195923,-15.200124,15.782044
10871,5841,11542,203.24,9.078,4.664,1.0,1.0,1.0,6.465,112.801,4.798,146.088,3.255,4.122,38.922,2.178,238.804,16.396,4.469,1.0,1.0,47.874,4.323,85.099,54.454,2.12,26.398,126.907,3.625,32.69,11.756,64.068,19.825,1.0,188.45,90.539,14.197,54.845,141.995,1.0,16.014,85.207,372.622,1.0,120.079,263.375,13.767,46.931,1.0,408.517,91.818,10.484,-52.954994,-5.0441856,5.263595,5.9333653
10872,559,2004,236.5,7.732,63.285,17.211,1.0,3.646,27.232,152.473,47.848,746.374,34.826,5.163,30.626,1.0,259.918,19.817,9.094,1.0,1.0,121.114,3.215,192.135,335.98,4.36,39.944,239.398,19.378,67.399,2.345,61.545,28.611,1.0,253.507,52.165,18.156,203.779,176.384,1.0,5.62,71.81,368.383,2.032,171.715,507.087,24.938,39.276,143.227,413.175,319.374,18.388,-38.40964,52.855507,-20.72175,11.195538
10876,22292,7491,321.92,5.039,92.595,1.0,1.0,16.878,34.883,73.13,55.445,311.111,51.739,63.438,2.185,3.356,214.357,103.637,2.156,86.354,1.0,39.085,8.753,49.421,52.078,46.918,70.422,101.106,2.313,19.109,323.692,33.795,53.711,1.0,115.675,22.745,3.639,81.195,102.448,1.0,4.465,37.362,97.085,1.0,2.054,152.497,13.767,18.862,103.403,258.318,71.41,10.484,-11.480276,-105.14195,29.784988,4.4355855
10877,8811,13007,215.33,29.274,52.293,1.0,1.0,1.0,15.209,101.982,25.057,282.315,26.933,58.234,25.886,12.781,262.14,16.396,21.812,1.0,1.0,83.029,3.215,67.26,142.357,5.48,56.876,138.259,15.44,38.727,3.689,30.011,6.02,1.0,218.222,67.515,10.238,97.234,124.8,1.0,19.479,108.172,426.317,2.032,133.778,319.363,26.534,23.966,31.721,399.203,264.271,27.872,-51.666668,21.460518,-7.3698764,11.64577
10878,521,16160,117.11,54.854,164.65,1.0,2.843,7.616,27.232,35.863,80.768,48.624,119.392,190.394,8.11,8.068,273.253,84.82,63.438,259.466,1.0,22.972,20.936,8.645,1.0,283.229,39.944,13.384,79.765,62.872,58.816,538.341,513.05,1.0,163.089,30.42,89.419,160.244,210.773,1.0,43.732,209.603,277.95,5.128,5.215,71.259,64.834,22.69,202.393,184.965,73.45,32.614,50.873688,-14.542379,-5.1655407,-29.747993
10879,5594,6718,125.93,7.732,8.328,1.0,1.0,1.0,21.767,148.866,22.525,596.856,44.974,25.975,92.249,2.178,277.697,16.396,7.938,1.0,2.37,124.044,5.43,174.296,261.144,4.36,43.331,146.515,11.502,37.218,1.0,81.727,3.51,1.0,265.636,50.886,26.074,168.264,222.809,1.0,5.62,79.466,352.84,1.0,111.649,359.981,29.725,109.448,12.378,307.22,243.862,26.291,-46.568413,48.102753,-18.569086,12.797063
10880,6255,4680,77.6,33.313,3.443,1.0,1.0,2.323,21.767,183.729,55.445,164.916,8.893,28.056,67.363,3.356,318.813,69.425,27.594,1.0,1.0,91.818,5.43,202.329,28.321,16.679,85.661,250.75,32.506,91.544,27.891,59.023,17.315,1.0,174.116,56.003,20.795,35.369,277.831,1.0,16.014,56.5,569.031,3.064,191.737,397.307,31.321,1.0,56.753,420.161,110.186,27.872,-34.176308,-10.343098,3.4901822,-1.9557903
10883,9791,17832,153.07,7.732,7.106,1.0,1.0,1.0,34.883,147.664,2.266,131.69,41.591,85.291,5.74,2.178,251.028,247.329,3.312,1.0,1.0,36.155,41.979,87.648,60.394,1.0,11.159,50.537,2.313,32.69,493.105,8.568,22.335,1.0,125.599,17.629,3.639,11.311,73.217,1.0,7.929,56.5,184.692,1.0,2.054,174.453,12.171,3.552,150.054,235.031,72.43,12.065,-9.285124,-99.31172,28.620468,1.3697191
10884,16400,14349,150.37,6.385,9.549,1.0,1.0,1.0,16.302,106.791,8.597,129.475,5.51,5.163,67.363,2.178,329.925,21.527,6.781,1.0,1.0,140.157,3.215,322.107,137.605,4.36,83.968,298.223,3.625,53.817,1.0,16.136,14.805,1.0,239.172,50.886,6.279,109.836,160.909,1.0,10.239,81.379,292.081,2.032,174.877,396.209,45.684,22.69,47.65,614.605,153.044,24.71,-32.35658,6.668173,-4.892664,2.683905
10885,18550,14623,298.76,5.039,79.161,1.0,1.0,1.0,15.209,69.523,82.034,328.831,39.336,72.803,16.406,5.712,235.471,72.846,4.469,144.058,2.37,107.931,33.119,74.906,156.611,50.278,94.127,255.91,3.625,43.254,93.774,104.432,33.631,1.0,262.328,38.095,4.959,131.603,140.275,1.0,9.084,102.431,296.32,1.0,153.801,318.265,23.342,58.414,246.768,308.385,280.598,16.807,-53.13084,27.565556,12.727709,-9.163363
10886,8886,8131,111.43,10.425,10.77,1.0,1.0,1.0,6.465,134.44,22.525,450.661,23.551,10.366,36.552,6.89,298.811,16.396,7.938,2.202,1.0,110.861,3.215,95.293,217.193,7.72,75.502,147.548,7.564,47.781,2.345,67.852,19.825,1.0,245.788,50.886,19.476,17.039,143.714,1.0,13.704,94.776,393.818,2.032,210.706,411.578,66.43,11.207,72.682,491.185,219.372,45.259,-36.833416,36.309578,-16.532246,6.2664723
10887,15332,7248,328.46,3.693,19.319,1.0,1.0,184.922,101.556,104.386,2.266,199.249,34.826,56.153,1.0,11.603,237.693,131.007,4.469,1.0,1.0,53.733,12.075,240.556,44.951,2.12,70.422,150.644,3.625,38.727,440.668,2.261,38.651,1.0,180.732,26.583,8.918,54.845,112.764,1.0,3.31,50.759,174.801,2.032,1.0,207.387,21.746,21.414,118.195,386.395,141.819,8.903,-3.5880404,-100.01053,30.4563,-0.44416034
10888,4994,645,89.54,22.542,10.77,1.0,1.0,1.0,3.186,245.04,27.589,161.593,14.53,18.691,104.1,1.0,274.364,21.527,17.188,1.0,1.0,135.762,2.108,138.617,111.472,4.36,56.876,349.824,18.066,115.689,1.0,56.5,14.805,1.0,191.758,26.583,28.713,54.845,203.895,1.0,10.239,79.466,375.448,2.032,220.19,482.935,21.746,128.586,88.612,577.346,152.023,15.226,-26.836552,6.170269,-5.632652,0.44979748
10889,9812,11345,172.97,18.503,4.664,1.0,1.0,1.0,10.837,130.834,11.129,79.635,7.765,11.406,35.367,4.534,244.36,12.974,7.938,1.0,1.0,100.607,3.215,59.615,98.405,3.24,61.956,414.842,7.564,37.218,3.689,52.716,24.845,1.0,157.576,24.024,19.476,137.331,174.664,1.0,14.859,73.724,649.573,2.032,104.272,244.712,12.171,194.931,1.0,331.671,228.556,13.646,-37.24599,-5.596183,1.86643,1.4154744
