class,cell,x,y,area_um2,perimeter_um,cell_circularity,cell_solidity,ATG7,P2Rx7_Park7,GalMac3,CD31,CD44,Trem2,TMEM119,CD74,AQP4,S100B,CD3e,SMA,CD8,CD14,Neurofilament,GFAP,HLA-A,P2Ry12,CD68,H2A.x,PSD-95,Synaptophysin,CD40,CollagenIV,DAPI_1,CD11c,IBA1,PCNA,CD45,ApoE,MAP2,Claudin5,CD4,CD11b,Vimentin,A-Beta,iNOS,CD34,NeuN,CD163,HLA-DR,UMAP_1,UMAP_2,TSNE_1,TSNE_2
diffuse,1000370,2077,3161,221.01,68.05,0.6,0.89,547.921,806.444,87.511,83.295,23.966,76.758,149.527,33.324,73.866,63.04,56.558,4.151,132.792,43.832,218.024,14.224,18.584,118.818,16.153,21.492,141.833,339.68,224.692,13.868,5.18,142.387,10.594,74.644,173.652,103.838,319.83,23.534,92.684,58.802,12.684,151.277,88.087,1.0,20.821,6.535,39.908,19.048306,-21.294888,9.947159,-8.1652355
diffuse,1000371,3005,3187,491.13,166.07,0.22,0.67,598.503,608.725,101.93,84.337,22.817,78.779,187.168,41.404,80.202,90.083,71.234,6.252,140.84,48.871,66.452,13.022,24.079,132.318,28.059,21.492,124.609,431.273,252.8,11.528,46.979,165.092,41.776,87.452,208.182,98.941,289.465,25.68,114.117,76.252,4.895,185.431,88.087,1.0,46.589,7.918,44.115,10.093571,-21.983166,9.351977,-6.4043717
diffuse,1000372,15715,3257,2796.81,684.58,0.07,0.65,698.087,411.006,95.751,72.878,14.779,66.657,194.289,45.445,134.059,199.846,82.765,4.151,84.502,101.782,87.121,62.31,22.98,164.227,25.894,23.542,123.595,510.085,266.853,10.358,76.238,147.548,56.167,55.433,170.08,350.324,262.137,18.169,129.596,91.521,16.579,255.446,101.1,1.0,12.893,9.302,55.682,6.0335045,2.2869854,0.4969312,-4.153344
diffuse,1000373,15033,3198,375.43,170.42,0.16,0.53,606.407,236.181,79.272,66.628,13.631,92.92,128.164,34.334,101.322,123.489,94.296,4.151,85.508,42.573,73.341,23.841,18.584,154.409,24.811,23.542,95.226,418.493,269.196,11.528,55.339,107.299,29.783,46.894,83.159,126.691,362.34,22.461,115.308,69.709,4.895,233.246,96.095,2.425,100.107,7.918,28.341,-17.246765,-25.038414,5.648439,10.083862
diffuse,1000374,5334,3194,325.4,136.56,0.22,0.72,500.5,294.456,87.511,78.087,3.297,86.859,213.618,44.435,46.409,34.406,136.227,4.151,81.483,40.053,45.783,5.809,24.079,128.636,28.059,27.64,82.055,461.094,273.88,16.207,105.498,135.163,46.573,61.837,174.843,90.779,377.523,31.045,105.782,74.071,12.684,156.4,79.078,1.0,18.839,5.151,36.754,-15.396914,-26.6371,6.050541,9.923856
diffuse,1000375,18335,3235,918.58,271.07,0.16,0.67,442.014,46.787,76.182,69.753,7.89,83.829,163.77,29.283,154.124,83.72,94.296,4.151,70.417,50.131,94.01,49.087,14.188,156.864,21.564,28.665,99.279,571.857,242.259,10.358,84.598,124.843,30.982,59.702,172.461,120.162,183.188,17.096,84.349,65.346,18.526,310.092,91.09,2.425,18.839,6.535,33.599,-25.025028,-21.210526,3.7551475,10.745915
diffuse,1000376,17073,3208,211.56,128.29,0.16,0.59,579.535,225.775,76.182,79.128,22.817,62.617,192.255,35.344,153.068,77.357,83.813,4.151,77.459,51.391,135.348,58.704,13.089,136.0,21.564,23.542,109.411,674.1,292.619,11.528,42.799,128.971,35.779,47.962,161.745,94.044,359.304,16.023,79.586,50.078,8.789,65.892,94.093,1.0,22.804,6.535,27.289,-16.305733,-17.784508,5.0616508,8.336412
diffuse,1000377,1792,3195,197.06,59.67,0.7,0.93,584.277,791.875,109.139,77.045,25.114,67.667,175.978,41.404,42.185,69.403,57.607,4.151,169.009,69.028,59.562,7.011,22.98,113.909,33.47,24.566,130.688,326.9,228.205,11.528,59.519,154.772,42.975,101.327,215.327,134.853,356.267,19.242,118.88,72.98,26.316,223.0,88.087,1.0,64.429,10.686,34.651,16.62114,-23.652382,10.2894535,-7.4112825
diffuse,1000378,5886,3234,459.08,201.89,0.14,0.58,424.627,200.8,82.362,60.377,6.741,64.637,122.06,29.283,124.555,117.126,85.91,5.202,64.381,57.69,52.672,64.715,18.584,122.5,19.4,24.566,67.87,401.452,187.215,9.189,13.54,100.074,24.986,43.692,110.545,100.574,231.772,19.242,66.489,53.349,12.684,182.015,66.065,2.425,10.911,5.151,27.289,-27.148018,-27.208168,4.576489,11.872994
diffuse,1000379,3084,3224,247.52,99.04,0.32,0.77,568.47,654.512,100.9,91.629,18.224,63.627,168.856,41.404,39.017,39.178,77.524,4.151,153.918,47.612,221.469,1.0,17.485,115.136,19.4,22.517,139.806,414.232,260.998,11.528,34.439,136.195,17.79,76.779,186.75,92.412,435.216,23.534,91.493,47.896,6.842,117.123,88.087,1.0,32.714,6.535,36.754,18.177673,-19.6008,9.036225,-7.8736873
diffuse,1000380,380,3242,421.63,156.61,0.22,0.71,601.665,696.138,92.661,87.462,5.593,79.789,293.986,52.516,70.698,75.766,77.524,6.252,154.924,115.639,156.017,29.852,31.772,110.227,32.388,19.443,141.833,337.55,270.367,15.037,21.9,142.387,108.935,125.875,336.778,144.647,398.778,23.534,165.317,125.33,14.632,369.862,87.086,1.0,22.804,7.918,51.476,17.601545,-22.710257,11.710672,-7.151815
diffuse,1000381,4884,3242,254.62,112.09,0.25,0.68,472.047,531.719,88.541,82.253,5.593,66.657,145.458,39.384,49.577,43.951,92.199,4.151,119.713,38.793,25.114,9.415,16.386,99.182,18.317,22.517,101.305,446.183,246.944,11.528,17.72,133.099,12.993,73.577,159.364,84.25,350.195,22.461,89.112,45.715,8.789,250.323,84.083,1.0,34.696,6.535,27.289,7.2946854,-22.097214,9.031096,-5.2815776
diffuse,1000382,5255,3238,245.81,94.38,0.35,0.75,478.37,338.163,89.571,66.628,6.741,70.698,130.199,34.334,39.017,70.994,117.358,4.151,72.429,21.156,90.566,4.606,17.485,93.045,19.4,25.591,72.936,363.111,251.628,11.528,72.059,118.651,12.993,53.298,140.312,94.044,268.21,25.68,89.112,44.624,8.789,246.908,72.071,5.275,20.821,5.151,23.083,-14.124392,-27.031464,6.267004,10.535898
diffuse,1000383,10039,3269,844.74,269.41,0.15,0.74,46.84,1.0,42.196,24.959,200.8,108.072,5.069,38.374,122.443,93.264,59.703,4.151,55.326,158.472,32.003,196.953,18.584,181.409,30.223,20.468,68.883,141.584,246.944,5.679,55.339,38.153,40.576,6.337,34.34,110.368,10.109,19.242,66.489,71.89,59.421,293.015,116.115,1.0,2.982,9.302,30.444,-58.484497,-33.985878,0.11850308,20.55232
diffuse,1000384,2170,3257,411.75,165.6,0.19,0.6,604.826,662.838,110.169,91.629,5.593,58.576,218.705,42.415,91.818,69.403,52.365,5.202,137.822,60.209,87.121,41.874,22.98,91.818,31.306,24.566,143.859,373.761,239.917,16.207,46.979,118.651,48.971,103.462,234.378,133.221,447.362,21.388,127.215,62.074,10.737,252.031,81.08,1.0,40.643,10.686,38.857,13.967026,-22.547157,9.48044,-7.0017924
diffuse,1000385,5974,3263,261.59,124.21,0.21,0.69,460.983,331.919,103.99,70.795,9.038,74.738,116.974,32.313,78.09,118.717,70.186,4.151,103.616,27.455,45.783,26.245,14.188,137.227,19.4,20.468,89.147,405.712,216.494,9.189,21.9,95.946,12.993,53.298,114.117,80.985,319.83,25.68,65.298,53.349,8.789,94.923,86.085,1.0,8.929,5.151,24.135,-14.048208,-26.351875,6.391491,10.211991
diffuse,1000386,17289,3269,254.13,105.47,0.29,0.69,486.274,148.769,96.78,51.002,43.486,71.708,142.406,31.303,326.256,215.753,97.441,7.303,99.592,84.145,42.338,111.599,21.881,192.455,20.482,22.517,121.569,537.776,277.394,11.528,92.958,123.811,20.188,42.625,103.4,152.809,216.59,16.023,81.968,71.89,16.579,345.954,98.097,1.0,18.839,6.535,30.444,-26.230894,-20.700024,3.5273411,10.313274
diffuse,1000387,11045,3298,1184.5,394.71,0.1,0.64,102.165,1.0,71.033,8.292,602.697,288.882,15.242,23.222,281.903,471.866,65.993,4.151,49.29,371.373,1.0,386.895,30.673,154.409,23.729,22.517,59.765,3.13,250.457,5.679,42.799,77.37,42.975,12.74,67.679,108.735,1.0,22.461,77.205,77.343,100.316,142.738,113.112,2.425,4.964,13.453,30.444,-69.03245,-21.7112,-4.058139,21.797363
diffuse,1000388,15891,3337,1127.01,366.46,0.11,0.61,710.733,415.169,116.348,65.586,75.638,67.667,247.189,74.738,148.844,201.436,89.055,4.151,89.532,184.927,94.01,70.726,40.564,158.091,71.352,26.615,102.318,480.264,248.115,12.698,130.577,183.668,141.316,65.038,222.471,322.574,259.1,17.096,172.461,101.336,53.579,426.215,98.097,2.425,22.804,42.51,70.404,6.4831314,-0.37451553,3.9085057,-3.2772014
diffuse,1000389,7382,3286,326.4,145.43,0.19,0.66,225.459,46.787,86.481,48.919,14.779,73.728,71.195,33.324,94.986,126.67,53.413,4.151,64.381,50.131,21.669,79.141,15.287,140.909,19.4,19.443,53.686,339.68,196.584,8.019,34.439,58.793,16.591,25.548,64.107,92.412,204.444,22.461,51.01,51.168,6.842,103.462,91.09,1.0,8.929,7.918,39.908,-39.14996,-31.01648,2.988745,15.132482
diffuse,1000390,18860,3291,265.92,129.37,0.2,0.69,168.554,1.0,55.585,30.168,9.038,70.698,94.593,45.445,155.18,42.36,91.151,3.101,65.387,66.508,49.228,68.321,15.287,207.182,26.976,27.64,50.646,326.9,245.773,6.849,84.598,59.825,65.761,18.077,81.968,87.515,155.86,19.242,59.344,81.705,14.632,240.077,91.09,1.0,8.929,9.302,27.289,-44.33378,-31.919716,2.1106076,16.741493
diffuse,1000391,2603,3301,337.63,112.71,0.33,0.78,481.532,683.65,96.78,74.961,4.445,54.536,241.086,48.475,56.969,32.815,56.558,4.151,137.822,63.989,56.117,7.011,20.782,109.0,32.388,16.369,115.49,358.851,287.934,13.868,80.418,120.715,56.167,74.644,197.466,103.838,316.793,20.315,102.21,74.071,6.842,272.523,92.091,1.0,30.732,6.535,26.238,12.718864,-21.6311,9.465879,-6.306672
diffuse,1000392,16323,3302,372.59,136.69,0.25,0.73,710.733,519.231,117.378,76.003,41.19,72.718,173.943,50.495,153.068,218.935,80.668,4.151,135.81,113.12,128.459,153.675,28.475,188.773,30.223,27.64,117.516,510.085,257.484,12.698,147.297,184.7,45.373,79.981,203.42,572.324,520.237,17.096,162.936,75.162,34.105,289.6,123.122,1.0,30.732,14.837,93.539,39.061974,17.410786,-1.840785,-16.656633
diffuse,1000393,2228,3346,776.81,285.23,0.12,0.59,508.403,669.081,101.93,66.628,10.186,55.546,147.493,33.324,66.474,88.492,49.22,4.151,111.665,35.014,125.014,20.235,14.188,80.773,21.564,17.394,98.266,322.64,228.205,12.698,42.799,110.395,16.591,75.712,148.647,107.103,374.486,20.315,86.731,44.624,18.526,221.292,70.069,2.425,32.714,6.535,27.289,10.931797,-15.747786,8.246759,-6.4929533
diffuse,1000394,8344,3304,217.03,155.69,0.11,0.55,103.745,1.0,41.166,15.584,44.634,60.597,34.571,26.253,100.266,50.314,52.365,3.101,32.187,81.625,4.445,111.599,19.683,166.682,12.906,16.369,8.092,145.844,204.782,5.679,63.699,50.537,20.188,11.673,26.005,177.294,40.474,18.169,65.298,71.89,24.368,287.892,103.102,1.0,4.964,5.151,22.032,-54.803505,-37.04924,1.3383739,19.394215
diffuse,1000395,6589,3309,250.43,87.89,0.41,0.77,290.267,167.5,90.601,45.794,11.334,56.556,96.627,33.324,53.801,75.766,58.655,3.101,72.429,23.676,11.334,17.83,17.485,133.545,15.07,18.418,49.633,343.94,220.007,8.019,72.059,63.954,29.783,27.683,68.87,97.309,243.918,18.169,64.107,55.531,12.684,267.4,80.079,1.0,8.929,5.151,25.186,-32.661697,-29.479374,4.225215,13.577334
diffuse,1000396,18067,3325,248.51,121.37,0.21,0.69,530.533,182.069,98.84,59.336,13.631,67.667,184.116,34.334,129.835,163.258,80.668,3.101,109.653,57.69,138.793,23.841,17.485,169.136,21.564,22.517,82.055,463.224,227.034,10.358,46.979,145.483,62.163,74.644,198.657,79.353,395.742,21.388,83.159,92.611,10.737,221.292,76.075,16.676,62.446,7.918,30.444,-17.939592,-23.234982,5.2566752,9.865896
diffuse,1000397,2643,3374,714.13,260.55,0.13,0.58,467.305,673.244,105.02,61.419,6.741,59.586,141.389,37.364,43.241,75.766,69.137,3.101,137.822,32.494,166.352,3.404,14.188,89.364,20.482,16.369,99.279,311.989,248.115,13.868,109.678,107.299,12.993,74.644,146.266,107.103,471.653,18.169,97.447,54.44,6.842,149.569,84.083,2.425,74.339,6.535,31.496,12.800455,-16.322298,7.9161673,-6.8839836
diffuse,1000398,13055,3359,807.86,302.09,0.11,0.69,565.309,656.594,132.827,61.419,32.003,90.9,148.51,41.404,160.46,398.691,72.282,6.252,105.628,111.86,63.007,83.949,28.475,183.864,28.059,24.566,129.674,499.435,241.088,11.528,59.519,166.124,38.178,58.635,112.926,134.853,274.283,20.315,124.833,80.615,18.526,337.415,113.112,1.0,8.929,9.302,44.115,32.2469,-11.70421,5.6433406,-3.7575972
diffuse,1000399,5852,3339,351.98,142.04,0.22,0.76,457.821,356.894,85.452,76.003,4.445,60.597,145.458,36.354,89.706,63.04,53.413,5.202,98.586,23.676,32.003,15.426,16.386,117.591,17.235,21.492,76.989,420.623,208.295,10.358,38.619,108.331,16.591,56.5,133.168,103.838,259.1,22.461,68.87,53.349,4.895,219.585,79.078,1.0,12.893,5.151,28.341,-13.349583,-26.166073,6.1443367,10.134609
diffuse,1000400,2862,3338,415.09,180.77,0.16,0.64,544.759,602.481,106.049,80.17,5.593,56.556,173.943,44.435,59.081,66.221,61.8,5.202,147.882,38.793,266.252,14.224,17.485,105.318,20.482,17.394,117.516,314.119,255.142,13.868,63.699,108.331,27.384,82.115,162.936,116.897,474.69,21.388,81.968,54.44,2.947,216.169,86.085,1.0,36.679,6.535,27.289,16.888815,-17.217869,8.244261,-7.7210035
diffuse,1000401,3426,3333,198.91,93.39,0.29,0.67,592.18,764.819,110.169,81.212,4.445,70.698,169.874,36.354,75.978,45.541,47.124,4.151,147.882,61.469,200.8,47.884,20.782,90.591,21.564,20.468,107.384,309.859,260.998,12.698,109.678,150.644,16.591,101.327,184.368,361.75,280.356,23.534,141.503,63.165,26.316,94.923,96.095,1.0,38.661,7.918,37.805,31.83192,8.611597,2.1229,-13.032363
diffuse,1000402,2545,3370,458.08,187.26,0.16,0.67,495.758,679.488,106.049,69.753,6.741,54.536,161.735,33.324,51.689,80.538,54.462,4.151,110.659,45.092,128.459,11.819,17.485,77.091,20.482,18.418,93.2,412.102,216.494,12.698,101.318,126.907,15.391,82.115,170.08,128.324,426.106,16.023,90.303,53.349,8.789,304.969,70.069,5.275,38.661,6.535,31.496,11.384651,-19.089514,8.80807,-6.5470643
diffuse,1000403,2962,3379,650.03,220.37,0.17,0.65,560.566,642.025,99.87,69.753,4.445,58.576,165.804,40.394,70.698,77.357,63.896,4.151,130.779,36.274,69.897,22.639,15.287,90.591,19.4,20.468,106.371,331.16,238.746,12.698,72.059,115.555,20.188,86.385,173.652,110.368,398.778,17.096,95.066,60.984,4.895,246.908,74.073,3.85,72.357,6.535,31.496,10.508209,-18.353624,8.998959,-6.568432
diffuse,1000404,17148,3366,419.14,196.36,0.14,0.63,513.146,155.013,77.212,61.419,6.741,52.516,117.991,25.243,128.779,125.08,78.572,6.252,55.326,27.455,231.803,25.043,9.792,151.955,20.482,20.468,102.318,644.279,200.097,9.189,59.519,133.099,16.591,41.558,111.735,85.882,429.143,16.023,54.582,67.527,6.842,263.985,71.07,5.275,30.732,5.151,26.238,-17.985525,-17.662415,4.4522476,8.271887
diffuse,1000405,7052,3404,726.49,233.94,0.17,0.64,263.396,78.006,63.824,48.919,12.483,62.617,79.333,29.283,123.499,115.535,56.558,6.252,54.32,33.754,18.224,55.097,16.386,148.273,17.235,18.418,52.672,371.631,193.07,8.019,51.159,56.729,15.391,20.212,65.298,87.515,234.809,19.242,56.963,57.712,6.842,171.769,78.077,2.425,6.946,5.151,38.857,-35.92801,-29.806915,3.1601121,13.954142
diffuse,1000406,2785,3386,520.33,188.76,0.18,0.7,528.953,725.275,136.946,81.212,5.593,57.566,220.739,70.698,62.249,188.71,60.751,3.101,148.888,86.665,63.007,16.628,76.832,109.0,45.376,17.394,93.2,196.966,305.502,38.433,331.213,148.58,138.917,129.077,206.992,376.441,243.918,66.455,216.517,116.605,45.789,263.985,104.103,53.729,44.607,9.302,42.012,36.186882,10.003658,2.2522876,-14.232626
diffuse,1000407,6968,3383,305.72,141.69,0.19,0.66,291.848,188.312,83.392,60.377,10.186,63.627,83.402,32.313,110.827,123.489,56.558,4.151,80.477,40.053,28.559,51.491,15.287,123.727,15.07,21.492,66.857,360.981,232.89,8.019,84.598,73.242,14.192,29.817,93.875,82.618,316.793,19.242,58.154,53.349,8.789,236.662,78.077,1.0,8.929,5.151,35.702,-31.165352,-28.370201,4.0751166,13.151317
diffuse,1000408,17078,3400,353.62,162.21,0.17,0.62,592.18,304.862,94.721,79.128,12.483,65.647,145.458,38.374,159.404,134.624,73.331,5.202,98.586,58.95,125.014,43.076,16.386,172.818,22.647,22.517,159.057,631.499,211.809,11.528,72.059,137.227,18.989,45.827,135.549,113.632,377.523,21.388,64.107,64.255,4.895,322.046,94.093,1.0,16.857,6.535,28.341,-13.204876,-15.671391,4.8739233,7.4575834
diffuse,1000409,19717,3422,1165.67,338.14,0.13,0.68,162.231,1.0,75.153,36.418,267.4,136.355,74.246,42.415,366.385,171.212,101.634,3.101,71.423,231.538,156.017,301.542,21.881,205.955,33.47,33.788,83.068,324.77,282.079,6.849,84.598,86.658,62.163,22.346,145.075,41.809,119.422,20.315,92.684,84.977,71.105,289.6,117.116,5.275,4.964,7.918,35.702,-52.55787,-20.247784,-4.03209,19.558908
diffuse,1000410,2291,3381,188.68,83.15,0.34,0.77,565.309,771.062,106.049,90.587,9.038,58.576,167.839,43.425,80.202,43.951,51.317,4.151,144.864,33.754,162.907,31.054,19.683,74.636,18.317,18.418,130.688,401.452,227.034,16.207,63.699,125.875,11.794,89.587,180.796,92.412,505.055,28.899,95.066,60.984,24.368,146.154,78.077,2.425,18.839,6.535,39.908,16.910782,-21.980267,9.78961,-7.7276354
diffuse,1000411,17816,3397,264.15,134.82,0.18,0.65,638.021,229.938,101.93,56.211,9.038,126.254,166.822,33.324,113.995,179.166,90.103,3.101,140.84,43.832,49.228,20.235,14.188,190.0,23.729,32.763,116.503,518.606,236.403,10.358,368.833,149.612,26.185,85.317,133.168,82.618,277.319,19.242,83.159,79.524,10.737,154.692,91.09,3.85,153.625,7.918,27.289,-16.195536,-22.81808,6.393302,8.85275
diffuse,1000412,6706,3397,313.11,99.13,0.4,0.83,385.109,390.194,118.408,62.461,10.186,73.728,157.666,51.506,85.482,212.572,51.317,4.151,87.52,48.871,25.114,34.661,21.881,132.318,23.729,22.517,86.108,418.493,227.034,9.189,84.598,89.754,59.765,42.625,120.07,108.735,228.736,21.388,86.731,78.433,6.842,253.738,83.082,1.0,10.911,5.151,38.857,-14.023178,-24.836159,7.078306,9.56459
diffuse,1000413,18195,3442,1665.47,553.47,0.07,0.55,557.405,194.556,89.571,80.17,10.186,80.799,162.753,41.404,116.107,80.538,89.055,4.151,139.834,47.612,138.793,32.256,16.386,191.227,26.976,26.615,136.767,674.1,228.205,11.528,59.519,145.483,32.181,91.721,198.657,120.162,310.72,21.388,79.586,82.796,14.632,357.908,95.094,1.0,46.589,6.535,33.599,-16.881187,-12.977566,3.3013003,7.7178926
diffuse,1000414,17967,3401,205.94,77.21,0.43,0.82,546.34,221.612,86.481,82.253,10.186,80.799,154.614,42.415,115.051,29.634,84.861,4.151,155.931,57.69,87.121,35.863,15.287,210.864,20.482,22.517,150.951,714.571,251.628,12.698,34.439,135.163,20.188,93.856,181.987,110.368,629.55,20.315,78.396,74.071,18.526,345.954,99.098,1.0,38.661,6.535,17.825,-14.047224,-15.816959,5.37911,7.5382447
diffuse,1000415,6139,3440,1130.0,288.06,0.17,0.67,478.37,321.513,85.452,70.795,44.634,77.768,229.895,40.394,101.322,93.264,55.51,5.202,89.532,62.729,59.562,61.108,20.782,133.545,30.223,21.492,72.936,384.412,234.061,9.189,63.699,124.843,50.17,67.173,202.229,298.088,152.824,22.461,141.503,68.618,14.632,373.277,87.086,1.0,12.893,6.535,30.444,-17.020918,-23.816502,7.7503533,10.491688
diffuse,1000416,1420,3452,1171.85,367.62,0.11,0.74,528.953,654.512,95.751,70.795,13.631,58.576,191.237,45.445,58.025,55.086,65.993,4.151,168.003,81.625,42.338,22.639,25.178,99.182,31.306,18.418,114.477,275.778,272.709,13.868,80.418,125.875,51.37,92.788,246.285,180.559,380.559,18.169,131.977,79.524,18.526,284.477,95.094,2.425,30.732,31.44,47.269,10.799322,-11.033646,5.9639816,-6.049564
diffuse,1000417,5307,3430,351.27,141.34,0.22,0.71,517.888,581.669,88.541,88.504,2.148,66.657,181.064,39.384,58.025,48.723,55.51,5.202,90.538,17.377,83.676,8.213,13.089,94.273,19.4,24.566,98.266,418.493,207.124,11.528,84.598,111.427,24.986,84.25,168.889,80.985,426.106,26.753,90.303,53.349,12.684,219.585,66.065,1.0,30.732,6.535,30.444,9.503588,-21.17886,9.153302,-6.006345
diffuse,1000418,3382,3466,1073.22,391.41,0.09,0.59,509.984,621.212,89.571,66.628,6.741,58.576,169.874,39.384,61.193,40.769,49.22,4.151,125.749,37.533,66.452,23.841,14.188,97.955,21.564,16.369,110.424,371.631,230.547,12.698,17.72,107.299,24.986,77.846,159.364,102.206,356.267,18.169,84.349,53.349,12.684,163.231,78.077,2.425,50.554,7.918,26.238,9.520809,-12.909128,6.683942,-5.615193
diffuse,1000419,11161,3480,1791.25,541.9,0.08,0.64,40.517,1.0,48.375,7.25,292.662,75.748,2.017,20.192,136.171,290.519,62.848,3.101,46.272,133.276,25.114,176.516,18.584,164.227,16.153,10.222,26.33,9.52,221.178,4.509,42.799,37.121,9.395,3.135,8.144,265.441,7.073,17.096,45.056,59.893,28.263,120.538,114.113,1.0,2.982,7.918,18.877,-57.422813,-33.071014,-0.4009304,21.702656
diffuse,1000420,9781,3479,1044.93,297.07,0.15,0.75,53.163,1.0,31.897,22.876,150.276,78.779,10.156,22.212,78.09,66.221,58.655,4.151,32.187,109.34,32.003,118.812,18.584,159.318,15.07,19.443,37.475,101.113,211.809,6.849,51.159,42.281,14.192,4.202,26.005,208.309,22.255,21.388,81.968,56.621,28.263,337.415,111.11,1.0,2.982,7.918,28.341,-56.981873,-35.72635,0.9008068,20.334589
diffuse,1000421,19553,3466,442.59,181.38,0.17,0.71,80.035,1.0,56.614,46.835,56.117,80.799,37.623,29.283,286.127,39.178,91.151,4.151,88.526,139.575,73.341,116.408,18.584,218.227,18.317,26.615,92.187,524.996,291.448,8.019,38.619,72.21,11.794,13.808,105.782,121.794,171.043,18.169,71.251,68.618,20.474,402.308,118.117,1.0,4.964,6.535,25.186,-46.791958,-18.953224,-4.6319056,16.958244
diffuse,1000422,19839,3507,420.92,140.15,0.27,0.8,206.491,1.0,126.647,10.375,890.914,389.893,87.471,23.222,845.82,939.551,118.406,3.101,27.157,756.864,14.779,816.069,37.267,228.045,45.376,52.231,67.87,22.301,252.8,4.509,105.498,132.067,48.971,36.221,273.671,64.662,143.714,20.315,135.549,79.524,184.053,212.754,111.11,1.0,4.964,6.535,34.651,-72.93027,-20.585411,-5.529171,21.566963
diffuse,1000423,7134,3478,258.25,137.43,0.17,0.61,396.174,127.956,89.571,68.711,10.186,79.789,99.679,34.334,94.986,163.258,62.848,6.252,76.453,36.274,28.559,32.256,17.485,148.273,13.988,19.443,72.936,437.663,210.638,9.189,38.619,61.889,11.794,35.154,79.586,105.471,277.319,26.753,54.582,50.078,4.895,221.292,88.087,1.0,6.946,5.151,28.341,-29.05859,-27.390564,4.0939465,12.2109785
diffuse,1000424,17362,3525,1583.25,316.12,0.2,0.79,595.342,390.194,96.78,76.003,14.779,68.677,161.735,40.394,109.771,148.941,86.958,4.151,108.647,62.729,114.679,15.426,14.188,181.409,22.647,24.566,142.846,697.531,232.89,11.528,97.138,150.644,30.982,60.769,172.461,121.794,335.012,16.023,65.298,76.252,14.632,315.215,96.095,1.0,36.679,6.535,38.857,-12.349407,-12.641762,4.6525154,6.4481173
diffuse,1000425,1191,3505,681.15,213.53,0.19,0.71,517.888,737.762,103.99,70.795,30.855,62.617,245.155,52.516,61.193,112.354,74.379,4.151,192.148,106.821,138.793,55.097,24.079,107.773,43.211,18.418,98.266,245.957,313.7,23.226,105.498,111.427,65.761,95.99,280.815,123.426,274.283,20.315,156.982,88.249,20.474,330.585,98.097,1.0,18.839,17.604,48.321,16.8168,-16.10804,6.990872,-7.266507
diffuse,1000426,18602,3501,257.89,113.34,0.25,0.69,424.627,67.6,84.422,65.586,19.372,91.91,107.818,32.313,141.451,125.08,117.358,3.101,116.695,36.274,69.897,46.682,14.188,208.409,20.482,27.64,88.134,567.597,222.349,6.849,101.318,121.747,23.786,56.5,165.317,125.059,204.444,21.388,71.251,86.068,8.789,342.538,108.107,1.0,48.571,7.918,42.012,-25.58683,-21.611881,3.6300035,11.0217285
diffuse,1000427,18346,3516,736.65,258.77,0.14,0.66,487.854,134.2,84.422,77.045,11.334,80.799,165.804,38.374,111.883,56.677,98.489,4.151,139.834,65.248,176.686,28.65,15.287,193.682,25.894,25.591,125.622,573.987,239.917,11.528,55.339,143.419,48.971,75.712,211.754,98.941,341.085,20.315,86.731,88.249,18.526,265.692,99.098,2.425,44.607,7.918,37.805,-19.115675,-18.560917,4.6282845,9.156487
diffuse,1000428,578,3503,273.24,97.84,0.36,0.77,600.084,771.062,109.139,71.836,6.741,56.556,176.995,39.384,60.137,166.439,60.751,3.101,186.112,57.69,90.566,27.448,18.584,79.545,33.47,20.468,113.463,237.437,243.43,16.207,34.439,136.195,11.794,113.067,242.713,185.456,368.413,20.315,120.07,58.802,14.632,71.015,95.094,1.0,14.875,6.535,28.341,20.185692,-21.98206,10.565277,-8.3436575
diffuse,1000429,4084,3514,665.09,212.34,0.19,0.77,481.532,648.269,105.02,69.753,10.186,67.667,151.562,38.374,51.689,61.449,56.558,5.202,116.695,29.975,121.569,8.213,11.99,94.273,20.482,17.394,98.266,339.68,242.259,12.698,92.958,124.843,11.794,77.846,164.126,112.0,368.413,17.096,90.303,48.987,10.737,272.523,84.083,1.0,28.75,6.535,28.341,10.7242565,-18.92346,8.669786,-6.387701
diffuse,1000430,2526,3508,188.61,100.25,0.24,0.67,495.758,644.106,94.721,68.711,2.148,54.536,158.683,25.243,34.793,72.584,63.896,4.151,85.508,21.156,100.9,5.809,42.762,78.318,19.4,20.468,64.831,358.851,231.719,25.566,122.218,99.042,9.395,110.933,159.364,112.0,459.508,43.922,129.596,60.984,24.368,378.4,52.051,25.227,165.518,6.535,34.651,11.202862,-20.569603,9.409429,-5.6771965
diffuse,1000431,2232,3511,364.92,117.63,0.33,0.77,576.373,737.762,114.289,83.295,6.741,68.677,163.77,40.394,73.866,31.225,51.317,4.151,139.834,36.274,317.924,29.852,21.881,106.545,16.153,17.394,115.49,369.501,251.628,12.698,38.619,111.427,8.196,74.644,171.271,113.632,377.523,28.899,81.968,50.078,20.474,260.569,84.083,1.0,18.839,6.535,26.238,18.755648,-18.822348,9.071252,-8.603257
